text,space_num,symbolic_percent,space_percent,num_world,num_columns,front_spaces_perc,back_spaces
"                                              MNRAS 000, 1–19 (2020)                           Preprint 5 January 2021                Compiled using MNRAS LATEX style file v3.0",46.0,0.42613636363636365,0.5738636363636364,15.0,22.0,0.1393939393939394,0.4666666666666667
                                              Estimation of the size and structure of the broad line region using,46.0,0.49557522123893805,0.504424778761062,12.0,1.0,0.1393939393939394,0.6575757575757576
                                              Bayesian approach,46.0,0.25396825396825395,0.746031746031746,2.0,1.0,0.1393939393939394,0.8090909090909091
"                                              Amit Kumar Mandal1,2? , Suvendu Rakshit3,4 , C. S. Stalin2 ,",46.0,0.4716981132075472,0.5283018867924528,11.0,1.0,0.1393939393939394,0.6787878787878787
"                                              R. G. Petrov5 , Blesson Mathew1 , Ram Sagar2",46.0,0.4,0.6,9.0,1.0,0.1393939393939394,0.7272727272727273
"                                              1 Department   of Physics, CHRIST (Deemed to be University), Hosur Road, Bangalore 560 029, India",46.0,0.5664335664335665,0.43356643356643354,15.0,2.0,0.1393939393939394,0.5666666666666667
"                                              2 Indian Institute of Astrophysics, Block II, Koramangala, Bangalore, 560 034, India",46.0,0.5615384615384615,0.43846153846153846,12.0,1.0,0.1393939393939394,0.6060606060606061
"                                              3 Aryabhatta Research Institute of Observational Sciences, Manora Peak, Nainital 263002, India",46.0,0.5928571428571429,0.40714285714285714,12.0,1.0,0.1393939393939394,0.5757575757575757
arXiv:2101.00802v1 [astro-ph.GA] 4 Jan 2021,0.0,0.9069767441860465,0.09302325581395354,5.0,1.0,0.0,0.8696969696969696
"                                              4 Finnish Centre for Astronomy with ESO (FINCA), University of Turku, Quantum, Vesilinnantie 5, 20014 University of Turku, Finland",46.0,0.6363636363636364,0.36363636363636365,19.0,1.0,0.1393939393939394,0.4666666666666667
"                                              5 Observatoire de la Côte d’Azur, CNRS, Laboratoire Lagrange, Université Côte d’Azur, Parc Valrose, Bât. H. Fizeau, F-06108 Nice, France",46.0,0.6505376344086021,0.34946236559139787,20.0,1.0,0.1393939393939394,0.4363636363636364
                                              Accepted 2020 December 30. Received 2020 December 28; in original form 2019 November 20,46.0,0.556390977443609,0.443609022556391,14.0,1.0,0.1393939393939394,0.5969696969696969
                                                                                  ABSTRACT,82.0,0.08888888888888889,0.9111111111111111,1.0,1.0,0.24848484848484848,0.7272727272727273
                                                                                  Understanding the geometry and kinematics of the broad line region (BLR) of active,82.0,0.4268292682926829,0.5731707317073171,13.0,1.0,0.24848484848484848,0.503030303030303
                                                                                  galactic nuclei (AGN) is important to estimate black hole masses in AGN and study,82.0,0.4171779141104294,0.5828220858895705,14.0,1.0,0.24848484848484848,0.5060606060606061
                                                                                  the accretion process. The technique of reverberation mapping (RM) has provided,82.0,0.42857142857142855,0.5714285714285714,11.0,1.0,0.24848484848484848,0.5121212121212122
"                                                                                  estimates of BLR size for more than 100 AGN now, however, the structure of the BLR",82.0,0.40853658536585363,0.5914634146341464,16.0,1.0,0.24848484848484848,0.503030303030303
"                                                                                  has been studied for only a handful number of objects. Towards this, we investigated",82.0,0.42771084337349397,0.572289156626506,14.0,1.0,0.24848484848484848,0.49696969696969695
                                                                                  the geometry of the BLR for a large sample of 57 AGN using archival RM data. We,82.0,0.391304347826087,0.6086956521739131,17.0,1.0,0.24848484848484848,0.5121212121212122
                                                                                  performed systematic modeling of the continuum and emission line light curves using,82.0,0.43636363636363634,0.5636363636363637,12.0,1.0,0.24848484848484848,0.5
                                                                                  a Markov Chain Monte Carlo method based on Bayesian statistics implemented in,82.0,0.41509433962264153,0.5849056603773585,12.0,1.0,0.24848484848484848,0.5181818181818182
                                                                                  PBMAP (Parallel Bayesian code for reverberation− MAPping data) code to constrain,82.0,0.43209876543209874,0.5679012345679013,11.0,1.0,0.24848484848484848,0.509090909090909
                                                                                  BLR geometrical parameters and recover velocity integrated transfer function. We,82.0,0.4382716049382716,0.5617283950617284,10.0,1.0,0.24848484848484848,0.509090909090909
"                                                                                  found that the recovered transfer functions have various shapes such as single-peaked,",82.0,0.44642857142857145,0.5535714285714286,12.0,1.0,0.24848484848484848,0.49090909090909096
                                                                                  double-peaked and top-hat suggesting that AGN have very different BLR geometries.,82.0,0.43558282208588955,0.5644171779141105,11.0,1.0,0.24848484848484848,0.5060606060606061
                                                                                  Our model lags are in general consistent with that estimated using the conventional,82.0,0.4303030303030303,0.5696969696969697,13.0,1.0,0.24848484848484848,0.5
                                                                                  cross-correlation methods. The BLR sizes obtained from our modeling approach is,82.0,0.42857142857142855,0.5714285714285714,11.0,1.0,0.24848484848484848,0.5121212121212122
                                                                                  related to the luminosity with a slope of 0.583 ± 0.026 and 0.471 ± 0.084 based on,82.0,0.4024390243902439,0.5975609756097561,17.0,1.0,0.24848484848484848,0.503030303030303
"                                                                                  Hβ and Hα lines, respectively. We found a non-linear response of emission line fluxes",82.0,0.4311377245508982,0.5688622754491017,14.0,1.0,0.24848484848484848,0.4939393939393939
                                                                                  to the ionizing optical continuum for 93% objects. The estimated virial factors for,82.0,0.4303030303030303,0.5696969696969697,13.0,1.0,0.24848484848484848,0.5
