text,space_num,symbolic_percent,space_percent,num_world,num_columns,front_spaces_perc,back_spaces
"                                              Mon. Not. R. Astron. Soc. 000, 1–6 (XXXX)      Printed 5 January 2021     (MN LATEX style file v2.2)",46.0,0.5136986301369864,0.48630136986301364,17.0,6.0,0.20353982300884957,0.35398230088495575
                                              Analysing the radio flux density profile of the M31 galaxy:,46.0,0.47619047619047616,0.5238095238095238,10.0,1.0,0.20353982300884957,0.5353982300884956
                                              a possible dark matter interpretation,46.0,0.39759036144578314,0.6024096385542168,5.0,1.0,0.20353982300884957,0.6327433628318584
"                                              Man Ho Chan1 ⋆ , Chu Fai Yeung1, Lang Cui2 †, Chun Sing Leung3",46.0,0.4537037037037037,0.5462962962962963,14.0,1.0,0.20353982300884957,0.5221238938053097
arXiv:2101.00372v1 [astro-ph.HE] 2 Jan 2021,0.0,0.9069767441860465,0.09302325581395354,5.0,1.0,0.0,0.8097345132743363
"                                              1   Department of Science and Environmental Studies, The Education University of Hong Kong, Tai Po, Hong Kong, China",46.0,0.5987654320987654,0.4012345679012346,18.0,2.0,0.20353982300884957,0.2831858407079646
"                                              2   Xinjiang Astronomical Observatory, Chinese Academy of Sciences, Urumqi, China",46.0,0.5511811023622047,0.44881889763779526,10.0,2.0,0.20353982300884957,0.43805309734513276
"                                              3   Hong Kong Polytechnic University, Hong Kong, China",46.0,0.45,0.55,8.0,2.0,0.20353982300884957,0.5575221238938053
"                                              Accepted XXXX, Received XXXX",46.0,0.33783783783783783,0.6621621621621622,4.0,1.0,0.20353982300884957,0.6725663716814159
                                                                               ABSTRACT,79.0,0.09195402298850575,0.9080459770114943,1.0,1.0,0.3495575221238938,0.6150442477876106
                                                                               Some recent studies have examined the gamma-ray flux profile of our Galaxy to de-,79.0,0.425,0.575,14.0,1.0,0.3495575221238938,0.2920353982300885
"                                                                               termine the signal of dark matter annihilation. However, the results are controversial",79.0,0.45454545454545453,0.5454545454545454,12.0,1.0,0.3495575221238938,0.26991150442477874
"                                                                               and no confirmation is obtained. In this article, we study the radio flux density profile",79.0,0.44642857142857145,0.5535714285714286,15.0,1.0,0.3495575221238938,0.2566371681415929
                                                                               of the M31 galaxy and show that it could manifest a possible signal of dark matter,79.0,0.4161490683229814,0.5838509316770186,16.0,1.0,0.3495575221238938,0.28761061946902655
                                                                               annihilation. By comparing the likelihoods between the archival observed radio flux,79.0,0.4506172839506173,0.5493827160493827,11.0,1.0,0.3495575221238938,0.2831858407079646
                                                                               density profile data and the predicted radio flux density profile contributed by dark,79.0,0.4451219512195122,0.5548780487804879,13.0,1.0,0.3495575221238938,0.2743362831858407
"                                                                               matter and stellar emission, we can constrain the relevant dark matter parameters.",79.0,0.4409937888198758,0.5590062111801242,12.0,1.0,0.3495575221238938,0.28761061946902655
"                                                                               Specifically, for the thermal annihilation cross section via the bb̄ channel, the best-fit",79.0,0.46153846153846156,0.5384615384615384,13.0,1.0,0.3495575221238938,0.2522123893805309
"                                                                               value of dark matter mass is ∼ 30 GeV, which is consistent with the results of many",79.0,0.41358024691358025,0.5864197530864197,17.0,1.0,0.3495575221238938,0.2831858407079646
                                                                               recent studies. We expect that this method would become another useful way to con-,79.0,0.42857142857142855,0.5714285714285714,14.0,1.0,0.3495575221238938,0.28761061946902655
"                                                                               strain dark matter, which is complementary to the traditional radio analyses and the",79.0,0.44171779141104295,0.558282208588957,13.0,1.0,0.3495575221238938,0.27876106194690264
                                                                               other indirect detections.,79.0,0.22857142857142856,0.7714285714285715,3.0,1.0,0.3495575221238938,0.5353982300884956
                                                                               Key words: (Cosmology:) dark matter; radio continuum: galaxies,79.0,0.3900709219858156,0.6099290780141844,8.0,1.0,0.3495575221238938,0.3761061946902655
                                              1    INTRODUCTION                                                 dark matter with mass m ≈ 30 − 40 GeV annihilat-,46.0,0.31875,0.68125,13.0,27.0,0.20353982300884957,0.2920353982300885
                                                                                                                ing via the bb̄ quark channel can best explain the ob-,112.0,0.26506024096385544,0.7349397590361446,11.0,1.0,0.49557522123893805,0.2654867256637168
"                                              In the past several decades, observational data of galaxies",46.0,0.4857142857142857,0.5142857142857142,9.0,1.0,0.20353982300884957,0.5353982300884956
                                                                                                                served spectral shapes (Daylan et al. 2016; Calore et al.,112.0,0.28402366863905326,0.7159763313609467,10.0,1.0,0.49557522123893805,0.2522123893805309
                                              and galaxy clusters revealed the existence of dark matter.,46.0,0.4807692307692308,0.5192307692307692,9.0,1.0,0.20353982300884957,0.5398230088495575
"                                                                                                                2015; Abazajian & Keeley 2016; Cholis, Linden & Hooper",112.0,0.27710843373493976,0.7228915662650602,9.0,1.0,0.49557522123893805,0.2654867256637168
"                                              For example, observations indicate that most galactic rota-",46.0,0.49523809523809526,0.5047619047619047,8.0,1.0,0.20353982300884957,0.5353982300884956
"                                                                                                                2019; Brown et al. 2018, 2019). The constrained annihila-",112.0,0.28994082840236685,0.7100591715976332,9.0,1.0,0.49557522123893805,0.2522123893805309
"                                              tion curves are flat in the galactic outskirt regions, which",46.0,0.4811320754716981,0.5188679245283019,10.0,1.0,0.20353982300884957,0.5309734513274336
                                                                                                                tion cross sections are surprisingly close to the thermal anni-,112.0,0.30857142857142855,0.6914285714285715,10.0,1.0,0.49557522123893805,0.2256637168141593
                                              contradict to the theoretical predictions based on the lu-,46.0,0.4807692307692308,0.5192307692307692,9.0,1.0,0.20353982300884957,0.5398230088495575
                                                                                                                hilation cross section hσvi ≈ 2.2 × 10−26 cm3 s−1 predicted,112.0,0.28654970760233917,0.7134502923976609,11.0,1.0,0.49557522123893805,0.24336283185840712
"                                              minous mass distributions in galaxies. Also, the dynamical",46.0,0.49038461538461536,0.5096153846153846,8.0,1.0,0.20353982300884957,0.5398230088495575
"                                                                                                                by standard cosmology (Steigman, Dasgupta & Beacom",112.0,0.2716049382716049,0.7283950617283951,7.0,1.0,0.49557522123893805,0.2831858407079646
                                              masses of most galaxy clusters probed from their hot gas dis-,46.0,0.4766355140186916,0.5233644859813085,11.0,1.0,0.20353982300884957,0.5265486725663717
                                                                                                                2012).,112.0,0.05084745762711865,0.9491525423728814,1.0,1.0,0.49557522123893805,0.47787610619469023
                                              tributions are much larger than their total luminous masses.,46.0,0.49056603773584906,0.5094339622641509,9.0,1.0,0.20353982300884957,0.5309734513274336
"                                              Therefore, many astrophysicists believe that a large amount            On the other hand, indirect detection of dark",46.0,0.5555555555555556,0.4444444444444444,16.0,7.0,0.20353982300884957,0.2831858407079646
                                              of unknown particles called dark matter exist in the uni-         matter using radio waveband is also good for con-,46.0,0.5527950310559007,0.44720496894409933,19.0,5.0,0.20353982300884957,0.28761061946902655
"                                              verse. However, none of the particles in the Standard Model       straining dark matter parameters. For example, some",46.0,0.5828220858895705,0.4171779141104295,17.0,4.0,0.20353982300884957,0.27876106194690264
                                              can satisfy the unique properties of dark matter - almost no      earlier studies have used the radio data of our Galaxy,46.0,0.572289156626506,0.42771084337349397,21.0,4.0,0.20353982300884957,0.2654867256637168
"                                              interaction with ordinary matter except gravity.                  to constrain dark matter (Blasi, Olinto & Tyler 2003;",46.0,0.5333333333333333,0.4666666666666667,15.0,10.0,0.20353982300884957,0.26991150442477874
"                                                   Many theoretical models suggest that dark matter             Aloisio, Blasi & Olinto 2004; Borriello, Cuoco & Miele",51.0,0.5301204819277109,0.4698795180722891,16.0,7.0,0.22566371681415928,0.2654867256637168
"                                              would self-annihilate to give high-energy gamma rays, elec-       2009). Later studies have started to focus on the Milky",46.0,0.5868263473053892,0.4131736526946108,18.0,4.0,0.20353982300884957,0.26106194690265483
"                                              trons, positrons and neutrinos. In particular, some re-           Way satellite galaxies such as Large Magellanic Cloud",46.0,0.5696969696969697,0.4303030303030303,16.0,6.0,0.20353982300884957,0.26991150442477874
"                                              cent analyses of gamma-ray and radio observations have            (LMC)       (Tasitsiomi, Siegal-Gaskins & Olinto      2004;",46.0,0.5263157894736842,0.4736842105263158,14.0,13.0,0.20353982300884957,0.24336283185840712
"                                              claimed the discoveries of potential signals of annihilat-        Baltz & Wai 2004; Siffert et al. 2011), nearby galax-",46.0,0.5757575757575758,0.4242424242424242,18.0,5.0,0.20353982300884957,0.26991150442477874
"                                              ing dark matter. For example, using the gamma-ray en-             ies (e.g. M31 and M33 galaxies) (Borriello et al. 2010;",46.0,0.5449101796407185,0.45508982035928147,19.0,7.0,0.20353982300884957,0.26106194690265483
                                              ergy spectrum of our Galaxy or some nearby globular               Egorov & Pierpaoli 2013; Chan 2018) and galaxy clusters,46.0,0.5389221556886228,0.4610778443113772,18.0,8.0,0.20353982300884957,0.26106194690265483
"                                              clusters (e.g. 47 Tuc, Omega Centauri) observed from              (Colafrancesco, Profumo & Ullio 2006; Chan et al. 2020b;",46.0,0.5535714285714286,0.4464285714285714,17.0,8.0,0.20353982300884957,0.2566371681415929
"                                              the Fermi-Large Area Telescope, some studies show that            Chan & Lee 2019, 2021) to search for dark matter signals.",46.0,0.5562130177514792,0.44378698224852076,19.0,7.0,0.20353982300884957,0.2522123893805309
                                                                                                                Some recent studies show that certain ranges of dark matter,112.0,0.29239766081871343,0.7076023391812866,10.0,1.0,0.49557522123893805,0.24336283185840712
                                                                                                                mass can give very good fits to the radio continuum spectra,112.0,0.28654970760233917,0.7134502923976609,11.0,1.0,0.49557522123893805,0.24336283185840712
"                                              ⋆                                                                 of some galaxy clusters (Chan & Lee 2019, 2021).",46.0,0.25625,0.74375,10.0,33.0,0.20353982300884957,0.2920353982300885
                                                chanmh@eduhk.hk,48.0,0.23809523809523808,0.7619047619047619,1.0,1.0,0.21238938053097345,0.7212389380530974
"                                              † cuilang@xao.ac.cn                                                     In particular, most of the previous radio stud-",46.0,0.3515151515151515,0.6484848484848484,10.0,27.0,0.20353982300884957,0.26991150442477874
                                              © XXXX RAS,46.0,0.14285714285714285,0.8571428571428572,3.0,1.0,0.20353982300884957,0.752212389380531
avr_spaces,63.0,1.0,0.0,1.0,1.0,0.27876106194690264,0.9557522123893806
2      Chan et al.,0.0,0.5555555555555556,0.4444444444444444,4.0,4.0,0.0,0.9203539823008849
ies have used the total integrated radio emission flux           different angular radii θ from the center. The angular dis-,0.0,0.7741935483870968,0.22580645161290325,19.0,6.0,0.0,0.4513274336283186
"(Blasi, Olinto & Tyler 2003; Aloisio, Blasi & Olinto 2004),      tance for each bin is taken as 26” (1.27 × 10−4 rad), which is",0.0,0.7795275590551181,0.22047244094488194,24.0,4.0,0.0,0.43805309734513276
radio intensity of certain ideal regions (Borriello et al.       equivalent to 0.1 kpc at the M31 center (assuming distance,0.0,0.8048780487804879,0.19512195121951215,19.0,4.0,0.0,0.4557522123893806
2010; Siffert et al. 2011) or total integrated radio             to the galaxy D = 785 kpc (Egorov & Pierpaoli 2013)). As,0.0,0.7355371900826446,0.2644628099173554,21.0,7.0,0.0,0.46460176991150437
