text,space_num,symbolic_percent,space_percent,num_world,num_columns,front_spaces_perc,back_spaces
                                               Astronomy & Astrophysics manuscript no. aa_sulfur_bar_accepted                                                                    ©ESO 2021,47.0,0.34946236559139787,0.6505376344086021,8.0,35.0,0.24607329842931938,0.02617801047120416
"                                               February 12, 2021",47.0,0.234375,0.765625,3.0,1.0,0.24607329842931938,0.6649214659685864
                                                                         Bottlenecks to interstellar sulfur chemistry,73.0,0.3418803418803419,0.6581196581196581,5.0,1.0,0.38219895287958117,0.38743455497382195
                                                                    Sulfur-bearing hydrides in UV-illuminated gas and grains,68.0,0.4032258064516129,0.5967741935483871,7.0,1.0,0.35602094240837695,0.3507853403141361
"                                                                       J. R. Goicoechea1 , A. Aguado2 , S. Cuadrado1 , O. Roncero1 , J. Pety3 , E. Bron4 ,",71.0,0.42207792207792205,0.577922077922078,19.0,1.0,0.3717277486910995,0.19371727748691103
"                                                                         A. Fuente5 , D. Riquelme6 , E. Chapillon3, 7 , C. Herrera3 , and C. A. Duran6, 8",73.0,0.4117647058823529,0.5882352941176471,18.0,1.0,0.38219895287958117,0.19895287958115182
                                                     1,53.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.2774869109947644,0.7172774869109948
"                                                         Instituto de Física Fundamental (CSIC). Calle Serrano 121-123, 28006, Madrid, Spain. e-mail: javier.r.goicoechea@csic.es",57.0,0.6101694915254238,0.38983050847457623,13.0,1.0,0.29842931937172773,0.0732984293193717
                                                     2,53.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.2774869109947644,0.7172774869109948
"                                                         Facultad de Ciencias. Universidad Autónoma de Madrid, 28049 Madrid, Spain.",57.0,0.4961832061068702,0.5038167938931297,10.0,1.0,0.29842931937172773,0.31413612565445026
                                                     3,53.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.2774869109947644,0.7172774869109948
"                                                         Institut de Radioastronomie Millimétrique (IRAM), Grenoble, France.",57.0,0.49193548387096775,0.5080645161290323,7.0,1.0,0.29842931937172773,0.3507853403141361
                                                     4,53.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.2774869109947644,0.7172774869109948
"                                                         LERMA, Observatoire de Paris, PSL Research University, CNRS, Sorbonne Universités, 92190 Meudon, France.",57.0,0.5714285714285714,0.4285714285714286,13.0,1.0,0.29842931937172773,0.15706806282722519
arXiv:2101.01012v2 [astro-ph.GA] 11 Feb 2021,0.0,0.9090909090909091,0.09090909090909094,5.0,1.0,0.0,0.7696335078534031
                                                     5,53.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.2774869109947644,0.7172774869109948
"                                                         Observatorio Astronómico Nacional (OAN), Alfonso XII, 3, 28014 Madrid, Spain.",57.0,0.5074626865671642,0.4925373134328358,10.0,1.0,0.29842931937172773,0.2984293193717278
                                                     6,53.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.2774869109947644,0.7172774869109948
"                                                         Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, 53121 Bonn, Germany.",57.0,0.5147058823529411,0.4852941176470589,10.0,1.0,0.29842931937172773,0.2879581151832461
                                                     7,53.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.2774869109947644,0.7172774869109948
"                                                         OASU/LAB-UMR5804, CNRS, Université Bordeaux, 33615 Pessac, France.",57.0,0.4878048780487805,0.5121951219512195,7.0,1.0,0.29842931937172773,0.356020942408377
                                                     8,53.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.2774869109947644,0.7172774869109948
"                                                         European Southern Observatory, Alonso de Cordova 3107, Vitacura, Santiago, Chile.",57.0,0.5217391304347826,0.4782608695652174,10.0,1.0,0.29842931937172773,0.2774869109947644
                                                    Received 25 October 2020 / Accepted 23 December 2020,52.0,0.4230769230769231,0.5769230769230769,9.0,1.0,0.27225130890052357,0.45549738219895286
                                                                                                                ABSTRACT,112.0,0.06666666666666667,0.9333333333333333,1.0,1.0,0.5863874345549738,0.3717277486910995
"                                                    Hydride molecules lie at the base of interstellar chemistry, but the synthesis of sulfuretted hydrides is poorly understood and their",52.0,0.6162162162162163,0.38378378378378375,20.0,1.0,0.27225130890052357,0.03141361256544506
                                                    abundances often crudely constrained. Motivated by new observations of the Orion Bar photodissociation region (PDR) – 100 resolution,52.0,0.625,0.375,18.0,1.0,0.27225130890052357,0.03664921465968585
                                                    ALMA images of SH+ ; IRAM 30m detections of bright H32                 34        33             +,52.0,0.3288590604026846,0.6711409395973154,14.0,19.0,0.27225130890052357,0.2198952879581152
"                                                                                                                    2 S, H2 S, and H2 S lines; H3 S (upper limits); and SOFIA/GREAT",116.0,0.27932960893854747,0.7206703910614525,14.0,1.0,0.6073298429319371,0.06282722513089001
                                                    observations of SH (upper limits) – we perform a systematic study of the chemistry of sulfur-bearing hydrides. We self-consistently,52.0,0.6174863387978142,0.3825136612021858,19.0,1.0,0.27225130890052357,0.041884816753926746
"                                                    determine their column densities using coupled excitation, radiative transfer as well as chemical formation and destruction models.",52.0,0.6284153005464481,0.3715846994535519,17.0,1.0,0.27225130890052357,0.041884816753926746
                                                    We revise some of the key gas-phase reactions that lead to their chemical synthesis. This includes ab initio quantum calculations of,52.0,0.6086956521739131,0.3913043478260869,21.0,1.0,0.27225130890052357,0.03664921465968585
                                                    the vibrational-state-dependent reactions SH+ + H2 (v)  H2 S+ + H and S + H2 (v)  SH + H. We find that reactions of UV-pumped,52.0,0.5642458100558659,0.43575418994413406,25.0,1.0,0.27225130890052357,0.06282722513089001
"                                                    H2 (v ≥ 2) molecules with S+ ions explain the presence of SH+ in a high thermal-pressure gas component, Pth /k ≈ 108 cm−3 K, close to",52.0,0.5783783783783784,0.42162162162162165,27.0,1.0,0.27225130890052357,0.03141361256544506
                                                    the H2 dissociation front (at AV < 2 mag). These PDR layers are characterized by no or very little depletion of elemental sulfur from,52.0,0.5945945945945946,0.4054054054054054,24.0,1.0,0.27225130890052357,0.03141361256544506
"                                                    the gas. However, subsequent hydrogen abstraction reactions of SH+ , H2 S+ , and S atoms with vibrationally excited H2 , fail to form",52.0,0.5945945945945946,0.4054054054054054,24.0,1.0,0.27225130890052357,0.03141361256544506
"                                                    enough H2 S+ , H3 S+ , and SH to ultimately explain the observed H2 S column density (∼2.5×1014 cm−2 , with an ortho-to-para ratio of",52.0,0.5837837837837838,0.4162162162162162,26.0,1.0,0.27225130890052357,0.03141361256544506
"                                                    2.9 ± 0.3; consistent with the high-temperature statistical value). To overcome these bottlenecks, we build PDR models that include a",52.0,0.6162162162162163,0.38378378378378375,20.0,1.0,0.27225130890052357,0.03141361256544506
