text,space_num,symbolic_percent,space_percent,num_world,num_columns,front_spaces_perc,back_spaces
"                                              MNRAS 000, 1–20 (2021)                                                        Preprint 10 June 2021             Compiled using MNRAS LATEX style file v3.0",46.0,0.365,0.635,15.0,35.0,0.21296296296296297,0.07407407407407407
                                              Dating individual quasars with the He II proximity effect,46.0,0.47572815533980584,0.5242718446601942,9.0,1.0,0.21296296296296297,0.5231481481481481
"                                               Gábor Worseck,1★ Ilya S. Khrykin,2,3 Joseph F. Hennawi,4,5 J. Xavier Prochaska,6,3",47.0,0.5581395348837209,0.4418604651162791,11.0,1.0,0.2175925925925926,0.4027777777777778
                                              and Emanuele Paolo Farina7,46.0,0.3194444444444444,0.6805555555555556,4.0,1.0,0.21296296296296297,0.6666666666666667
"                                              1 Institutfür Physik und Astronomie, Universität Potsdam, Karl-Liebknecht-Str. 24/25, D-14476 Potsdam, Germany",46.0,0.6346153846153846,0.3653846153846154,12.0,1.0,0.21296296296296297,0.2777777777777778
"                                              2 Southern  Federal University, Stachki Avenue 194, 344090, Rostov-on-Don, Russia",46.0,0.5590551181102362,0.4409448818897638,10.0,2.0,0.21296296296296297,0.4120370370370371
"                                              3 Kavli Institute for the Physics and Mathematics of the Universe (WPI), UTIAS, The University of Tokyo, Kashiwa, Chiba 277-8583, Japan",46.0,0.6353591160220995,0.3646408839779005,21.0,1.0,0.21296296296296297,0.1620370370370371
"                                              4 Department of Physics, University of California, Santa Barbara, CA 93106, USA",46.0,0.544,0.45599999999999996,12.0,1.0,0.21296296296296297,0.4212962962962963
"                                              5 Max-Planck-Institut für Astronomie, Königstuhl 17, D-69117 Heidelberg, Germany",46.0,0.5714285714285714,0.4285714285714286,9.0,1.0,0.21296296296296297,0.41666666666666663
"                                              6 University of California - Santa Cruz, 1156 High St., Santa Cruz, CA, USA 95064",46.0,0.5275590551181102,0.4724409448818898,15.0,1.0,0.21296296296296297,0.4120370370370371
arXiv:2101.01196v2 [astro-ph.GA] 9 Jun 2021,0.0,0.9069767441860465,0.09302325581395354,5.0,1.0,0.0,0.8009259259259259
