text,space_num,symbolic_percent,space_percent,num_world,num_columns,front_spaces_perc,back_spaces
"                                                 Draft version January 5, 2021",49.0,0.32051282051282054,0.6794871794871795,5.0,1.0,0.266304347826087,0.5760869565217391
                                                 Typeset using LATEX twocolumn style in AASTeX63,49.0,0.4270833333333333,0.5729166666666667,7.0,1.0,0.266304347826087,0.4782608695652174
                                                                      Metastable Helium Absorptions with 3D Hydrodynamics and,70.0,0.392,0.608,7.0,1.0,0.3804347826086957,0.32065217391304346
                                                                                   Self-Consistent Photochemistry I:,83.0,0.2672413793103448,0.7327586206896552,3.0,1.0,0.45108695652173914,0.3695652173913043
"                                                                   WASP-69b, Dimensionality, XUV Flux Level, Spectral Types, and Flares",67.0,0.4444444444444444,0.5555555555555556,9.0,1.0,0.3641304347826087,0.2663043478260869
"                                                                                                       Lile Wang1 , Fei Dai2",103.0,0.13709677419354838,0.8629032258064516,5.0,1.0,0.5597826086956522,0.32608695652173914
                                                                                                             ABSTRACT,109.0,0.06837606837606838,0.9316239316239316,1.0,1.0,0.592391304347826,0.36413043478260865
                                                                                            ∗,92.0,0.010752688172043012,0.989247311827957,1.0,1.0,0.5,0.4945652173913043
arXiv:2101.00042v1 [astro-ph.EP] 31 Dec 2020,0.0,0.9090909090909091,0.09090909090909094,5.0,1.0,0.0,0.7608695652173914
                                                            The metastable Helium (He ) lines near 10830 Å are ideal probes of atmospheric erosion–a common,60.0,0.5192307692307693,0.4807692307692307,16.0,1.0,0.32608695652173914,0.15217391304347827
                                                         phenomenon of close-in exoplanet evolution. A handful of exoplanet observations yielded well-resolved,57.0,0.569620253164557,0.430379746835443,12.0,1.0,0.30978260869565216,0.14130434782608692
"                                                         He∗ absorption features in transits, yet they were mostly analyzed with 1D isothermal models prescrib-",57.0,0.5534591194968553,0.44654088050314467,15.0,1.0,0.30978260869565216,0.13586956521739135
                                                         ing mass-loss rates. This work devises 3D hydrodynamics co-evolved with ray-tracing radiative transfer,57.0,0.5660377358490566,0.4339622641509434,13.0,1.0,0.30978260869565216,0.13586956521739135
