text,space_num,symbolic_percent,space_percent,num_world,num_columns,front_spaces_perc,back_spaces
"                                                Draft version January 7, 2021",48.0,0.3246753246753247,0.6753246753246753,5.0,1.0,0.20253164556962025,0.6751054852320675
                                                Typeset using LATEX twocolumn style in AASTeX62,48.0,0.43157894736842106,0.5684210526315789,7.0,1.0,0.20253164556962025,0.5991561181434599
                                                                     VLA Imaging of H i-bearing Ultra-Diffuse Galaxies from the ALFALFA Survey,69.0,0.44366197183098594,0.556338028169014,11.0,1.0,0.2911392405063291,0.4008438818565401
"                                                   Lexi Gault, Lukas Leisman,1 Elizabeth A. K. Adams,2, 3 Pavel E. Mancera Piña,3, 2 Kameron Reiter,1",51.0,0.56,0.43999999999999995,16.0,1.0,0.21518987341772153,0.36708860759493667
                                                                 1,65.0,0.015151515151515152,0.9848484848484849,1.0,1.0,0.2742616033755274,0.7215189873417722
"                                                    Nicholas Smith,4 Michael Battipaglia,1 John M. Cannon,5 Filippo Fraternali,3 Martha P. Haynes,6",52.0,0.5714285714285714,0.4285714285714286,12.0,1.0,0.21940928270042195,0.379746835443038
"                                                   Elizabeth McAllan,1 Hannah J. Pagel,4 Katherine L. Rhode,4 John J. Salzer,4 and Quinton Singer5",51.0,0.5616438356164384,0.4383561643835616,14.0,1.0,0.21518987341772153,0.38396624472573837
"                                                      1 Department  of Physics and Astronomy, Valparaiso University, 1610 Campus Drive East, Valparaiso, IN 46383, USA",54.0,0.5783132530120482,0.42168674698795183,16.0,2.0,0.22784810126582278,0.29957805907172996
"                                                     2 ASTRON,    Netherlands Institute for Radio Astronomy, Oude Hoogeveensedijk 4, 7991 PD Dwingeloo, The Netherlands",53.0,0.5808383233532934,0.41916167664670656,15.0,3.0,0.22362869198312235,0.2953586497890295
arXiv:2101.01753v1 [astro-ph.GA] 5 Jan 2021,0.0,0.9069767441860465,0.09302325581395354,5.0,1.0,0.0,0.8185654008438819
