text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
D,7,NimbusRomNo9L-Regu,,1,1
RAFT VERSION,6,NimbusRomNo9L-Regu,,12,12
F,7,NimbusRomNo9L-Regu,,1,1
EBRUARY,6,NimbusRomNo9L-Regu,,7,7
"10, 2021
Typeset using L",7,NimbusRomNo9L-Regu,,24,15
A,5,NimbusRomNo9L-Regu,,1,1
TEX,7,NimbusRomNo9L-Regu,,3,3
twocolumn,7,NimbusRomNo9L-Medi,,9,9
style in AASTeX63,7,NimbusRomNo9L-Regu,,17,17
,4,Times-Roman,,0,0
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
9,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"4
v
6
2
7
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
TESS Delivers Five New Hot Giant Planets Orbiting Bright Stars from the Full Frame Images,9,NimbusRomNo9L-Medi,,89,89
J,8,NimbusRomNo9L-Regu,,1,1
OSEPH,7,NimbusRomNo9L-Regu,,5,5
E. R,8,NimbusRomNo9L-Regu,,4,4
ODRIGUEZ,7,NimbusRomNo9L-Regu,,8,8
",",8,NimbusRomNo9L-Regu,,1,1
"1, 2",6,NimbusRomNo9L-Regu,,4,4
S,8,NimbusRomNo9L-Regu,,1,1
AMUEL,7,NimbusRomNo9L-Regu,,5,5
N. Q,8,NimbusRomNo9L-Regu,,4,4
UINN,7,NimbusRomNo9L-Regu,,4,4
",",8,NimbusRomNo9L-Regu,,1,1
2,6,NimbusRomNo9L-Regu,,1,1
G,8,NimbusRomNo9L-Regu,,1,1
EORGE,7,NimbusRomNo9L-Regu,,5,5
Z,8,NimbusRomNo9L-Regu,,1,1
HOU,7,NimbusRomNo9L-Regu,,3,3
",",8,NimbusRomNo9L-Regu,,1,1
2,6,NimbusRomNo9L-Regu,,1,1
A,8,NimbusRomNo9L-Regu,,1,1
NDREW,7,NimbusRomNo9L-Regu,,5,5
V,8,NimbusRomNo9L-Regu,,1,1
ANDERBURG,7,NimbusRomNo9L-Regu,,9,9
R,8,NimbusRomNo9L-Regu,,1,1
OBERT,7,NimbusRomNo9L-Regu,,5,5
A. W,8,NimbusRomNo9L-Regu,,4,4
ITTENMYER,7,NimbusRomNo9L-Regu,,9,9
",",8,NimbusRomNo9L-Regu,,1,1
5,6,NimbusRomNo9L-Regu,,1,1
R,8,NimbusRomNo9L-Regu,,1,1
AFAEL,7,NimbusRomNo9L-Regu,,5,5
B,8,NimbusRomNo9L-Regu,,1,1
RAHM,7,NimbusRomNo9L-Regu,,4,4
",",8,NimbusRomNo9L-Regu,,1,1
"6, 7",6,NimbusRomNo9L-Regu,,4,4
P,8,NimbusRomNo9L-Regu,,1,1
HILLIP,7,NimbusRomNo9L-Regu,,6,6
A. R,8,NimbusRomNo9L-Regu,,4,4
EED,7,NimbusRomNo9L-Regu,,3,3
D,8,NimbusRomNo9L-Regu,,1,1
AVID,7,NimbusRomNo9L-Regu,,4,4
R. C,8,NimbusRomNo9L-Regu,,4,4
IARDI,7,NimbusRomNo9L-Regu,,5,5
J,8,NimbusRomNo9L-Regu,,1,1
ASON,7,NimbusRomNo9L-Regu,,4,4
D. E,8,NimbusRomNo9L-Regu,,4,4
ASTMAN,7,NimbusRomNo9L-Regu,,6,6
",",8,NimbusRomNo9L-Regu,,1,1
10,6,NimbusRomNo9L-Regu,,2,2
R,8,NimbusRomNo9L-Regu,,1,1
YAN,7,NimbusRomNo9L-Regu,,3,3
J. O,8,NimbusRomNo9L-Regu,,4,4
ELKERS,7,NimbusRomNo9L-Regu,,6,6
",",8,NimbusRomNo9L-Regu,,1,1
2,6,NimbusRomNo9L-Regu,,1,1
K,8,NimbusRomNo9L-Regu,,1,1
AREN,7,NimbusRomNo9L-Regu,,4,4
A. C,8,NimbusRomNo9L-Regu,,4,4
OLLINS,7,NimbusRomNo9L-Regu,,6,6
",",8,NimbusRomNo9L-Regu,,1,1
11,6,NimbusRomNo9L-Regu,,2,2
K,8,NimbusRomNo9L-Regu,,1,1
EIVAN,7,NimbusRomNo9L-Regu,,5,5
G. S,8,NimbusRomNo9L-Regu,,4,4
TASSUN,7,NimbusRomNo9L-Regu,,6,6
",",8,NimbusRomNo9L-Regu,,1,1
2,6,NimbusRomNo9L-Regu,,1,1
A,8,NimbusRomNo9L-Regu,,1,1
LLYSON,7,NimbusRomNo9L-Regu,,6,6
B,8,NimbusRomNo9L-Regu,,1,1
IERYLA,7,NimbusRomNo9L-Regu,,6,6
",",8,NimbusRomNo9L-Regu,,1,1
5,6,NimbusRomNo9L-Regu,,1,1
E,8,NimbusRomNo9L-Regu,,1,1
LISABETH,7,NimbusRomNo9L-Regu,,8,8
M,8,NimbusRomNo9L-Regu,,1,1
ATTHEWS,7,NimbusRomNo9L-Regu,,7,7
I,8,NimbusRomNo9L-Regu,,1,1
LARIA,7,NimbusRomNo9L-Regu,,5,5
C,8,NimbusRomNo9L-Regu,,1,1
ARLEO,7,NimbusRomNo9L-Regu,,5,5
C,8,NimbusRomNo9L-Regu,,1,1
OURTNEY,7,NimbusRomNo9L-Regu,,7,7
D. D,8,NimbusRomNo9L-Regu,,4,4
RESSING,7,NimbusRomNo9L-Regu,,7,7
",",8,NimbusRomNo9L-Regu,,1,1
"16, 17",6,NimbusRomNo9L-Regu,,6,6
D,8,NimbusRomNo9L-Regu,,1,1
UNCAN,7,NimbusRomNo9L-Regu,,5,5
J. W,8,NimbusRomNo9L-Regu,,4,4
RIGHT,7,NimbusRomNo9L-Regu,,5,5
",",8,NimbusRomNo9L-Regu,,1,1
20,6,NimbusRomNo9L-Regu,,2,2
S,8,NimbusRomNo9L-Regu,,1,1
TEVE,7,NimbusRomNo9L-Regu,,4,4
B. H,8,NimbusRomNo9L-Regu,,4,4
OWELL,7,NimbusRomNo9L-Regu,,5,5
",",8,NimbusRomNo9L-Regu,,1,1
21,6,NimbusRomNo9L-Regu,,2,2
T,8,NimbusRomNo9L-Regu,,1,1
HIAM,7,NimbusRomNo9L-Regu,,4,4
-G,8,NimbusRomNo9L-Regu,,2,2
UAN,7,NimbusRomNo9L-Regu,,3,3
T,8,NimbusRomNo9L-Regu,,1,1
AN,7,NimbusRomNo9L-Regu,,2,2
K,8,NimbusRomNo9L-Regu,,1,1
IM,7,NimbusRomNo9L-Regu,,2,2
K. M,8,NimbusRomNo9L-Regu,,4,4
C,7,NimbusRomNo9L-Regu,,1,1
L,8,NimbusRomNo9L-Regu,,1,1
EOD,7,NimbusRomNo9L-Regu,,3,3
",",8,NimbusRomNo9L-Regu,,1,1
24,6,NimbusRomNo9L-Regu,,2,2
D,8,NimbusRomNo9L-Regu,,1,1
AVID,7,NimbusRomNo9L-Regu,,4,4
B,8,NimbusRomNo9L-Regu,,1,1
AKER,7,NimbusRomNo9L-Regu,,4,4
",",8,NimbusRomNo9L-Regu,,1,1
25,6,NimbusRomNo9L-Regu,,2,2
G,8,NimbusRomNo9L-Regu,,1,1
AVIN,7,NimbusRomNo9L-Regu,,4,4
W,8,NimbusRomNo9L-Regu,,1,1
ANG,7,NimbusRomNo9L-Regu,,3,3
",",8,NimbusRomNo9L-Regu,,1,1
26,6,NimbusRomNo9L-Regu,,2,2
D,8,NimbusRomNo9L-Regu,,1,1
ON,7,NimbusRomNo9L-Regu,,2,2
J. R,8,NimbusRomNo9L-Regu,,4,4
ADFORD,7,NimbusRomNo9L-Regu,,6,6
M,8,NimbusRomNo9L-Regu,,1,1
ASSIMILIANO,7,NimbusRomNo9L-Regu,,11,11
E,8,NimbusRomNo9L-Regu,,1,1
SPOSITO,7,NimbusRomNo9L-Regu,,7,7
