text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 6, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
3
8
1
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Stellar Rotation in the Gaia Era: Revised Open Clusters Sequences,9,CMBX10,,65,65
"Diego Godoy-Rivera ,",8,CMCSC10,,20,20
1,5,CMCSC10,,1,1
Marc H. Pinsonneault,8,CMCSC10,,20,20
",",8,CMCSC10,,1,1
1,5,CMCSC10,,1,1
and Luisa M. Rebull,8,CMCSC10,,19,19
2,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"Department of Astronomy, The Ohio State University, 140 West 18th Avenue, Columbus, OH 43210, USA",7,CMTI8,,97,97
2,5,CMR6,,1,1
"Infrared Science Archive (IRSA), IPAC, 1200 E. California Blvd., California Institute of Technology, Pasadena, CA 91125, USA",7,CMTI8,,124,124
(Received; Revised; Accepted),8,CMR9,,29,29
Submitted to -,9,CMR10,,14,14
ABSTRACT,9,CMR10,,8,8
"The period versus mass diagrams (i.e., rotational sequences) of open clusters provide crucial con-
straints for angular momentum evolution studies. However, their memberships are often heavily con-",9,CMR10,,197,98
"taminated by ﬁeld stars, which could potentially bias the interpretations. In this paper, we use data
from",9,CMR10,,106,101
Gaia,9,CMTI10,,4,4
"DR2 to re-assess the memberships of seven open clusters with rotational data, and present
an updated view of stellar rotation as a function of mass and age. We use the",9,CMR10,,167,89
Gaia,9,CMTI10,,4,4
"astrometry to
identify the cluster members in phase-space, and the photometry to derive revised ages and place
the stars on a consistent mass scale. Applying our membership analysis to the rotational sequences
reveals that: 1) the contamination in clusters observed from the ground can reach up to
35%; 2) the
overall fraction of rotational outliers decreases substantially when the ﬁeld contaminants are removed,
but some outliers still persist; 3) there is a sharp upper edge in the rotation periods at young ages;
4) stars in the 1",9,CMR10,,534,103
.,9,CMMI10,,1,1
0–0,9,CMR10,,3,3
.,9,CMMI10,,1,1
6,9,CMR10,,1,1
M,9,CMMI10,,1,1
,6,CMSY7,,0,0
"range inhabit a global maximum in terms of rotation periods, potentially
providing an optimal window for habitable planets. Additionally, we see clear evidence for a strongly
mass-dependent spin-down process. In the regime where rapid rotators are leaving the saturated do-
main, the rotational distributions broaden (in contradiction with popular models), which we interpret
as evidence that the torque must be lower for rapid rotators than for intermediate ones. The cleaned
rotational sequences from ground-based observations can be as constraining as those obtained from
space.",9,CMR10,,581,101
∼,9,CMSY10,,1,1
Keywords:,9,CMTI10,,9,9
Open star clusters (1160); Star clusters (1567); Stellar ages (1581); Stellar rotation (1629);,9,CMR10,,94,94
Low mass stars (2050),9,CMR10,,21,21
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
"Together with mass and metallicity, rotation is one
of the deﬁning properties of stars. Stellar rotation is
strongly mass-dependent (Kraft 1967a; Garc´ıa et al.
2014), and while stars with radiative envelopes (",9,CMR10,,210,55
M,9,CMMI10,,1,1
,9,MSAM10,,0,0
1,9,CMR10,,1,1
.,9,CMMI10,,1,1
4,9,CMR10,,1,1
M,9,CMMI10,,1,1
,6,CMSY7,,0,0
") live their lives as rapid rotators, stars with con-
vective envelopes spin down as they age (Skumanich
1972). The overall framework of the rotational evolu-
tion of low mass stars is that they are born with a range
1–10 days; Herbst et al. 2002) and
of rotation rates (
star-disk coupling timescales (from",9,CMR10,,307,57
<,9,CMMI10,,1,1
"1 and up to
10",9,CMR10,,14,11
"Myr; Williams & Cieza 2011), and once they arrive onto",9,CMR10,,54,54
∼,9,CMSY10,,1,1
∼,9,CMSY10,,1,1
"Corresponding author: Diego Godoy-Rivera
godoyrivera.1@osu.edu",7,CMR8,,62,40
"the zero-age main-sequence (ZAMS), they experience",9,CMR10,,50,50
"a decrease in their rotational velocities due to angular
momentum losses caused by magnetized winds (Parker
1958; Schatzman 1962; Weber & Davis 1967; Kawaler
1988; Pinsonneault et al. 1989).",9,CMR10,,190,56
"For lower main-sequence stars, the observable stellar
properties do not appreciably change with time, which
makes the determination of ages of individual stars chal-
lenging (Soderblom 2010). In this regard, the empirical
spin-down of low mass stars oﬀers a valuable age diag-
nostic, and this idea is known as gyrochronology (Barnes
2003, 2007; Mamajek & Hillenbrand 2008).",9,CMR10,,374,57
"If properly validated, gyrochronology can provide
valuable age information for Galactic and stellar pop-
ulation studies (McQuillan et al. 2013, 2014; Davenport
2017; Davenport & Covey 2018; van Saders et al. 2019),",9,CMR10,,215,55
2,9,CMR10,,1,1
Godoy-Rivera et al.,9,CMCSC10,,19,19
"as well as for the characterization of exoplanet hosts
(e.g., Gallet & Delorme 2019; Carmichael et al. 2020;
David et al. 2020; Gallet 2020; Zhou et al. 2021). More-
over, although stellar evolution theory is successful in
predicting numerous properties of stars, this is not the
case for the evolution of angular momentum and its re-
lated physical processes (e.g., transport in stellar interi-
ors, birth conditions, magnetic braking). Consequently,
stellar models that incorporate it need to be calibrated
with empirical observations (e.g., Gossage et al. 2020).
All of the above add to a compelling need for gy-
rochronology to be examined and tested. For old ages (",9,CMR10,,670,60
,9,MSAM10,,0,0
"few Gyr), these eﬀorts have used ﬁeld stars (Irwin et al.
2011; Angus et al. 2015; Newton et al. 2016; van Saders
et al. 2016) and wide separation binaries (Chanam´e &
Ram´ırez 2012; Janes 2017; Godoy-Rivera & Chanam´e
2018). For young ages (",9,CMR10,,242,57
,9,MSAM10,,0,0
"1 Gyr), the calibrations have",9,CMR10,,29,29
"been based on the empirical rotational sequences (i.e.,
period versus mass or temperature diagrams) of star-
forming regions, associations, and open clusters (Denis-
senkov et al. 2010; Gallet & Bouvier 2013, 2015; Angus
et al. 2019).",9,CMR10,,234,56
"With the advent of space-based missions, the ﬁeld of
stellar rotation is entering a new era. The unparalleled
astrometry from the",9,CMR10,,129,56
Gaia,9,CMTI10,,4,4
"mission (Gaia Collaboration
et al. 2018a) has already allowed new gyrochronology
inspections to be carried out (e.g., Curtis et al. 2019b;
Angus et al. 2020). In addition to this, results obtained
from the observations by the",9,CMR10,,225,57
Kepler,9,CMTI10,,6,6
and,9,CMR10,,3,3
K2,9,CMTI10,,2,2
"missions
(Borucki et al. 2010; Howell et al. 2014) have showed
striking trends at various ages. These include strongly
mass-dependent rotation rates in populations younger
than 10 Myr (Somers et al. 2017; Rebull et al. 2018,
1–3 Gyr-old
2020), unusual spin-down behavior in
clusters (Curtis et al. 2019a, 2020; Gruner & Barnes
2020; see also Ag¨ueros et al. 2018), and anomalously
rapid rotation in",9,CMR10,,398,55
,9,MSAM10,,0,0
5 Gyr-old ﬁeld stars (van Saders,9,CMR10,,32,32
et al. 2016).,9,CMR10,,13,13
∼,9,CMSY10,,1,1
"The strengths of space data, namely unparalleled time
coverage and photometric precision, have indeed pro-
vided exquisite data in selected regimes. However, for
many interesting clusters, a combination of crowded
ﬁelds, faint sources, and long rotation periods, make
obtaining data from space surveys impractical. By con-
trast, ground-based surveys can measure precise and ac-
curate rotation periods for even faint sources, because
star spot modulation induces relatively large photomet-
ric signals. The native seeing even from average sites is",9,CMR10,,548,57
also far better than the 4,9,CMR10,,26,26
,6,CMSY7,,0,0
pixels of,9,CMR10,,9,9
Kepler,9,CMTI10,,6,6
and,9,CMR10,,3,3
K2,9,CMTI10,,2,2
", or
the 21",9,CMR10,,11,6
,6,CMSY7,,0,0
"pixels of the Transiting Exoplanet Survey Satel-
lite (",9,CMR10,,55,48
TESS,9,CMTI10,,4,4
"; Ricker et al. 2015). As a result, ground-",9,CMR10,,43,43
"based surveys are still fundamental for studies of stellar
rotation.",9,CMR10,,68,58
"In this context, although star clusters have played a
crucial role in our understanding of angular momen-
tum evolution, a thorough decontamination of their ro-
tational sequences is currently lacking. For the sys-
tems that have been observed from the ground, the
ﬁeld contamination in their sequences is expected to
go from
20% (e.g., Hartman et al. 2009a) and reach",9,CMR10,,368,54
∼,9,CMSY10,,1,1
"40–60% (e.g., Irwin et al. 2007a, 2008, 2009).
up to
This makes the revision of their memberships an im-
perative task, something the unprecedented space-based
data from",9,CMR10,,169,54
Gaia,9,CMTI10,,4,4
"is particularly well-suited for. The goal
of this paper is to use the high-precision",9,CMR10,,84,42
Gaia,9,CMTI10,,4,4
"astrom-
etry to clean the rotational sequences of a sample of
open clusters, with the prospects of providing revised
gyrochronology calibrators, and an updated view of stel-",9,CMR10,,173,56
lar rotation as a function of mass and age.,9,CMR10,,43,43
∼,9,CMSY10,,1,1
This paper is structured as follows. In,9,CMR10,,39,39
§,9,SFRM1000,,1,1
"2 we present
the sample of star clusters with rotation period mea-
surements we study. In",9,CMR10,,89,53
§,9,SFRM1000,,1,1
"3 we illustrate our method us-
ing one cluster as a working example, where we use the",9,CMR10,,85,54
Gaia,9,CMTI10,,4,4
"astrometry to identify likely cluster members and
calculate their stellar masses and temperatures. In",9,CMR10,,101,51
§,9,SFRM1000,,1,1
"4
we show the results of applying this procedure to all of
our clusters, and discuss the eﬀects that the member-
ship analysis has on the rotational sequences. In",9,CMR10,,162,56
§,9,SFRM1000,,1,1
"5 we
revise the properties of the clusters we study and com-
pare them with literature values. In",9,CMR10,,97,55
§,9,SFRM1000,,1,1
"6 we discuss our
ﬁndings and present an updated view of stellar rotation.
We conclude in",9,CMR10,,88,56
§,9,SFRM1000,,1,1
7.,9,CMR10,,2,2
2.,8,CMR9,,2,2
SAMPLE SELECTION AND ROTATION,9,CMR10,,29,29
PERIOD DATA,9,CMR10,,11,11
2.1.,9,CMR10,,4,4
Selecting our Sample,9,CMTI10,,20,20
∼,9,CMSY10,,1,1
"We compile a list of open clusters that satisfy four
conditions:
1) they hold high scientiﬁc interest for",9,CMR10,,105,52
"constraining the processes that govern stellar rotation;
2) they have rotation period information, derived uni-
hundreds of candidate
formly within each cluster, for
members; 3) they have reliable",9,CMR10,,196,56
Gaia,9,CMTI10,,4,4
"data that allows us
to accurately model them astrometrically; 4) they po-
tentially have enough non member contamination that
a careful membership analysis to clean their rotational
sequences would have signiﬁcant impact. The rotation
periods we use come from both ground- and space-based",9,CMR10,,288,55
"optical photometric monitoring, and the membership
contamination is expected to be higher for the clusters
observed from the ground than for those observed from
space. Details on the",9,CMR10,,182,55
Gaia,9,CMTI10,,4,4
"data and astrometric mod-
eling are provided in",9,CMR10,,47,25
§,9,SFRM1000,,1,1
