text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Prepared for submission to JCAP,9,SFCC1000,,31,31
"Possible bump structure of cosmic
ray electrons unveiled by AMS-02
data and its common origin along
with the nuclei and positron",24,SFSX2488,,128,33
"Pei-pei Zhang,",14,SFSX1440,,14,14
"a,b",9,CMMI10,,3,3
"Bing-qiang Qiao,",14,SFSX1440,,16,16
"b,",9,CMMI10,,2,2
1,9,CMR10,,1,1
"Wei Liu,",14,SFSX1440,,8,8
b,9,CMMI10,,1,1
"Shu-wang Cui,",14,SFSX1440,,13,13
"a,",9,CMMI10,,2,2
1,9,CMR10,,1,1
Qiang Yuan,14,SFSX1440,,10,10
"c,d",9,CMMI10,,3,3
and Yi-qing Guo,14,SFSX1440,,15,15
"b,e",9,CMMI10,,3,3
a,7,CMMI8,,1,1
"Hebei Normal University, Shijiazhuang 050024 , Hebei, China",10,SFRM1095,,59,59
b,7,CMMI8,,1,1
"Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy
of Sciences, Beijing 100049, China",10,SFRM1095,,125,90
c,7,CMMI8,,1,1
"Key Laboratory of Dark Matter and Space Astronomy, Purple Mountain Observatory, Chi-
nese Academy of Sciences, Nanjing 210008, China",10,SFRM1095,,132,84
d,7,CMMI8,,1,1
"School of Astronomy and Space Science, University of Science and Technology of China,
Hefei 230026, China",10,SFRM1095,,105,85
e,7,CMMI8,,1,1
"University of Chinese Academy of Sciences, Beijing 100049, China",10,SFRM1095,,64,64
"E-mail: qiaobq@ihep.ac.cn, cuisw@hebtu.edu.cn",10,SFRM1095,,45,45
Abstract.,11,SFSX1200,,9,9
"The local pulsar and its progenitor, SNR, can together accelerate the positron,
electron and nuclei to very high energy. The famous excesses of positron(nuclei) above",10,SFRM1095,,166,86
20,10,CMR10,,2,2
(,10,SFRM1095,,1,1
200,10,CMR10,,3,3
")
GeV possibly come from such kind of local source. This hints that the primary electron should
also hold ""excess"" above",10,SFRM1095,,120,93
200,10,CMR10,,3,3
"GeV, synchronously accelerated along with the nuclei. The
recent precise measurement of sharp dropoﬀ at 284 GeV of positron by AMS-02 experiment
takes chance to study this expected electron excess. In this work, the spatially-dependent
propagation with a local source is used to reproduce the spectrum of positron, electron and",10,SFRM1095,,327,91
"proton. When considering the dropoﬀ at 284 GeV of positron, a sharp bump structure for
primary electron above 284 GeV is required to ﬁt the total spectrum of positron and electron.
Then we systematically study the common origin of the excesses of positron, electron and
nuclei from Geminga pulsar and SNR. Those excesses can be reproduced under this uniﬁed
single-source model. Lastly, we hope that the ﬁne bump structure can be observed to support
our model by AMS-02 experiment in future.",10,SFRM1095,,490,93
1,5,SFRM0600,,1,1
Corresponding author.,8,SFRM0900,,21,21
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
l,5,Times-Roman,,1,1
u,10,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
1,10,Times-Roman,,1,1
1,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
9
8
1
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Contents,11,SFBX1200,,8,8
1 Introduction,10,SFBX1095,,14,14
2 Model Description,10,SFBX1095,,19,19
"2.1 Spatially-dependent propagation
2.2 Supernova remnants
2.3 Local source: Geminga",10,SFRM1095,,84,35
3 Results,10,SFBX1095,,9,9
4 Conclusion,10,SFBX1095,,12,12
1,11,SFBX1200,,1,1
Introduction,11,SFBX1200,,12,12
1,10,SFBX1095,,1,1
2,10,SFBX1095,,1,1
"2
3
4",10,SFRM1095,,5,1
5,10,SFBX1095,,1,1
9,10,SFBX1095,,1,1
"In recent decades, great progress has been made in development of advanced space-borne",10,SFRM1095,,86,86
"and ground-based experiments. With those new generation of experiments, comic rays (CRs)
measurements are stepping into an era of high precision and revealing a series of new phenom-
ena. A ﬁne structure of spectral hardening above 200 GV for nuclei were observed by ATIC-2,
CREAM and PAMELA experiments [1–5]. AMS-02 experiment conﬁrmed this discovery with
full accuracy [6, 7]. Just recently, more interesting was that the break-oﬀ at 14 TeV for pro-
ton was clearly observed by CREAM, NUCLEON and DAMPE experiment [4, 8–10]. Several
kinds of models have been proposed to explain the origin of spectral hardening, which include
the local source [11–14], the combined eﬀects from diﬀerent group sources and the spatially-
dependent propagation [15–19]. Considering the break-oﬀ at 14 TeV in spectrum, it seems
that the local single source model becomes natural and accessible. But where is the dominant
source ? Further clues of observation is necessary to support this view of point.",10,SFRM1095,,985,94
"The anisotropy of CRs is an optimal choice to fulﬁll this role. Thanks to new generation
of ground-based experiments, the measurements of anisotropy has made great progress from
hundred of GeV to several PeV [20–24]. It is clear that the phase of anisotropy below 100
TeV roughly directs to galactic anticenter, which is totally paradoxical with the traditional
propagation model (TPM). However, above 100 TeV, the phase directs to galactic center and
is consistent with the expection of TPM. Correspondingly, the amplitude has experienced
similar transition at the critical energy of 100 TeV. In addition, the most importance is that
there exists a common transition energy scale between the structures of the energy spectra and",10,SFRM1095,,729,94
"the anisotropy. The local source possibly plays very important role to resolve the conjunct
problems of spectra and anisotropy. Furthermore, the direction of anisotropy can roughly
outline the position of such local source. In our recent work, we propose a local source under
the spatially-dependent propagation (SDP) to reproduce the co-evolution of the spectra and
anisotropy. In this model, the optimal candidate of local source is SNR at Geminga’s birth
place [13, 25]. If this standpoint is right, one question is that whether the electron has similar
excess above 200 GeV, synchronally accelerated along with the nuclei. In addition, can the
Geminga pulsar dominantly contribute the positron spectrum?",10,SFRM1095,,707,98
The famous spectral excess of positron above,10,SFRM1095,,44,44
20,10,CMR10,,2,2
"GeV was discovered by PAMELA ex-
periment [26, 27]. Then the AMS-02 experiment conﬁrmed this remarkable result with un-",10,SFRM1095,,119,86
"precedented precision [28]. Just recently, a sharp dropoﬀ at 284 GeV was observed by AMS-02",10,SFRM1095,,91,91
– 1 –,10,SFRM1095,,5,5
experiment with above 4,10,SFRM1095,,23,23
σ,10,CMMI10,,1,1
"conﬁdence level [28]. However, the dropoﬀ around 1 TeV in the
total spectrum of positron and electron was ﬁrst reported by HESS collaboration [29–31] and
validated by MAGIC [32], VERITAS [33] experiments. DAMPE experiment performed the
ﬁrst direct measurement to this feature and announced that the breakoﬀ was at",10,SFRM1095,,313,91
∼,10,CMSY10,,1,1
"0.9 TeV
[34]. At this erengy range, CALET experiment also gave the corresponding messurement
[35].
It means that the total spectrum shows a single power-law from",10,SFRM1095,,161,84
∼,10,CMSY10,,1,1
40 GeV to,10,SFRM1095,,9,9
∼,10,CMSY10,,1,1
"0.9
TeV without signiﬁcant features [34, 36]. Considering the lower energy cutoﬀ at 284 GeV,
this deﬁcit of positron spectrum above 284 GeV should be supplied by the primary electron,
which indicates that an extra bump structure is required for the primary one above",10,SFRM1095,,266,90
∼,10,CMSY10,,1,1
"284
GeV. It’s worth noting that similar origins are predicted in [37–41]. A number of alternatives
have been proposed, which can be either astrophysical, such as local pulsars and the hadronic
interactions inside SNRs, or even more exotic dark matter self-annihilation or decay [12, 42–
54]. Among those models, the local pulsar source [51, 55–57], such as Geminga pulsar, is
favourite candidate [58, 59], though there leaves some debates [60].",10,SFRM1095,,444,94
"Based on above discussion, a sharp bump structure possibly exist in the spectrum of
primary electron. Geminga SNR and pulsar are the optical candidate to supply those anoma-
lous features in spectra and anisotropy. Therefore, in this work we ﬁrstly deduce the possible
bump structure based on the diﬀerent break-oﬀ of positron and electron. Then a common",10,SFRM1095,,354,94
"origin from Geminga pulsar and SNR was proposed to explain the positron excess and the
spectral hardening of proton/electron starting from 20 and 200 GeV respectively. The paper
is organized as follows. Sec.2 describes the SPD model and Geminga source brieﬂy, Sec.3
presents the calculated results and Sec.4 gives the conclusion.",10,SFRM1095,,329,90
2 Model Description,11,SFBX1200,,19,19
2.1 Spatially-dependent propagation,10,SFBX1095,,35,35
"The SDP of CRs has received a lot of attention in recent years. It was ﬁrst introduced as
a Two Halo model (THM) [61] to explain the spectral hardening of both proton and helium
above",10,SFRM1095,,183,89
200,10,CMR10,,3,3
"GeV [5]. Afterwards, it is further applied to secondary and heavier components
[15, 18, 62–65], diﬀuse gamma-ray distribution [17] and large-scale anisotropy [13, 25]. For a
comprehensive introduction, one can refer to [15] and [18].",10,SFRM1095,,233,94
"In the SDP model, the whole diﬀusive halo is divided into two parts. The Galactic disk
and its surrounding area are called the inner halo (IH) region, in which the diﬀusion coeﬃcient
is spatially-dependent and relevant to the radial distribution of background CR sources. The
extensive diﬀusive region outside the IH is named as the outer halo (OH) region, where the
diﬀusion is regarded as only rigidity dependent. The spatially-dependent diﬀusion coeﬃcient",10,SFRM1095,,458,95
D,10,CMMI10,,1,1
xx,7,CMMI8,,2,2
is thus parameterized as:,10,SFRM1095,,25,25
D,10,CMMI10,,1,1
xx,7,CMMI8,,2,2
(,10,CMR10,,1,1
"r, z,",10,CMMI10,,5,5
R,10,CMSY10,,1,1
) =,10,CMR10,,3,3
D,10,CMMI10,,1,1
0,7,CMR8,,1,1
F,10,CMMI10,,1,1
(,10,CMR10,,1,1
"r, z",10,CMMI10,,4,4
),10,CMR10,,1,1
β,10,CMMI10,,1,1
η,7,CMMI8,,1,1
(2.1),10,SFRM1095,,5,5
,10,CMEX10,,0,0
δ,7,CMMI8,,1,1
(,7,CMR8,,1,1
"r,z",7,CMMI8,,3,3
),7,CMR8,,1,1
",",10,CMMI10,,1,1
,10,CMEX10,,0,0
"R
R",10,CMSY10,,3,1
,5,CMSY6,,0,0
0,7,CMR8,,1,1
For the parameterization of,10,SFRM1095,,27,27
F,10,CMMI10,,1,1
(,10,CMR10,,1,1
"r, z",10,CMMI10,,4,4
),10,CMR10,,1,1
and,10,SFRM1095,,3,3
δ,10,CMMI10,,1,1
(,10,CMR10,,1,1
"r, z",10,CMMI10,,4,4
),10,CMR10,,1,1
", one can refer to [64]. The size of IH is",10,SFRM1095,,42,42
represented by its half thickness,10,SFRM1095,,33,33
ξz,10,CMMI10,,2,2
h,7,CMMI8,,1,1
", whereas the OH region’s is",10,SFRM1095,,28,28
(1,10,CMR10,,2,2
−,10,CMSY10,,1,1
ξ,10,CMMI10,,1,1
),10,CMR10,,1,1
z,10,CMMI10,,1,1
h,7,CMMI8,,1,1
.,10,SFRM1095,,1,1
"In this work, we adopt the common diﬀusion-reacceleration (DR) model, with the",10,SFRM1095,,78,78
diﬀusive-reacceleration coeﬃcient,10,SFRM1095,,33,33
D,10,CMMI10,,1,1
pp,7,CMMI8,,2,2
coupled to,10,SFRM1095,,10,10
D,10,CMMI10,,1,1
xx,7,CMMI8,,2,2
by,10,SFRM1095,,2,2
D,10,CMMI10,,1,1
pp,7,CMMI8,,2,2
D,10,CMMI10,,1,1
xx,7,CMMI8,,2,2
=,10,CMR10,,1,1
which,10,SFRM1095,,5,5
v,10,CMMI10,,1,1
A,7,CMMI8,,1,1
is the so-called Alfvén velocity [66]. The numerical package DRAGON is used to,10,SFRM1095,,78,78
4,10,CMR10,,1,1
