text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Abstract,9,NimbusRomNo9L-Medi,,8,8
. – Mirror modes in collisionless high-temperature plasmas represent macroscopic high-temperature quasi-super-,9,NimbusRomNo9L-Regu,,110,110
conductors with bouncing electrons in discrete-particle resonance with thermal ion-sound noise contributing to the ion-mode,9,NimbusRomNo9L-Regu,,123,123
growth beyond quasilinear stability. In the semi-classical GL approximation the conditions for phase transition are given. The,9,NimbusRomNo9L-Regu,,126,126
quasi-superconducting state is of second kind causing a magnetically perforated plasma texture. Focussing on the interac-,9,NimbusRomNo9L-Regu,,121,121
tion of mirror bubbles we apply semi-classical Josephson conditions and show that a mirror perforated plasma emits weak,9,NimbusRomNo9L-Regu,,119,119
electromagnetic radiation which in the magnetosheath is in the sub-millimeter respectively infrared range.,9,NimbusRomNo9L-Regu,,106,106
R. A. Treumann,11,NimbusRomNo9L-Regu,,14,14
∗,7,CMSY8,,1,1
1,7,NimbusRomNo9L-Regu,,1,1
and Wolfgang Baumjohann,11,NimbusRomNo9L-Regu,,23,23
2,7,NimbusRomNo9L-Regu,,1,1
1,6,NimbusRomNo9L-Regu,,1,1
"International Space Science Institute, Bern, Switzerland",9,NimbusRomNo9L-Regu,,56,56
2,6,NimbusRomNo9L-Regu,,1,1
"Space Research Institute, Austrian Academy of Sciences, Graz, Austria",9,NimbusRomNo9L-Regu,,69,69
∗,6,CMSY7,,1,1
"On leave from Department of Geophysics and Environmental Sciences, Munich University, Munich, Germany",9,NimbusRomNo9L-Regu,,101,101
Correspondence to,9,NimbusRomNo9L-ReguItal,,17,17
: W. Baumjohann (Wolfgang.Baumjohann@oeaw.ac.at),9,NimbusRomNo9L-Regu,,48,48
1,10,Times-Roman,,1,1
Mirror mode junctions as sources of radiation,17,NimbusRomNo9L-Medi,,45,45
"2
0
2",10,Times-Roman,,5,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
3,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
h,10,Times-Roman,,1,1
p,10,Times-Roman,,1,1
-,6,Times-Roman,,1,1
m,15,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
l,5,Times-Roman,,1,1
p,10,Times-Roman,,1,1
.,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
c,8,Times-Roman,,1,1
i,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
"y
h
p",10,Times-Roman,,5,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
7
3
6
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Keywords,9,NimbusRomNo9L-ReguItal,,8,8
": Mirror modes, Josephson junction, Radiation",9,NimbusRomNo9L-Regu,,45,45
interact possibly producing identiﬁable effects other than diamagnetic ﬁeld depletions.,9,NimbusRomNo9L-Regu,,87,87
Introduction,9,NimbusRomNo9L-Medi,,12,12
1,9,NimbusRomNo9L-Medi,,1,1
"The mirror mode (Chandrasekhar, 1961; Vedenov et al., 1961; Hasegawa, 1969, 1975; Davidson, 1972; Kivelson & Southwood,",9,NimbusRomNo9L-Regu,,119,119
"1996; Gary, 1993; Southwood & Kivelson, 1993; Pokhotelov et al., 2001, 2000, 2002, 2004; Constantinescu, 2002; Constantinescu et al.,",9,NimbusRomNo9L-Regu,,133,133
"2003; Sulem, 2011; Rincon et al., 2015; Noreen et al., 2017) which, in high temperature plasma, evolves under anisotropic",9,NimbusRomNo9L-Regu,,121,121
A,9,CMMI10,,1,1
i,6,CMMI7,,1,1
=,9,CMR10,,1,1
P,9,CMMI10,,1,1
i,6,CMMI7,,1,1
⊥,6,CMSY7,,1,1
/P,9,CMMI10,,2,2
i,6,CMMI7,,1,1
k,6,CMSY7,,1,1
