text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 7, 2021",7,CMCSC10,,29,29
Preprint typeset using L,6,CMR7,,24,24
A,4,CMR5,,1,1
TEX style emulateapj v. 12/16/11,6,CMR7,,32,32
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
O,14,Times-Roman,,1,1
C,13,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
0
3
7
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
THE CLUSTERS HIDING IN PLAIN SIGHT (,9,CMR10,,36,36
CHiPS,9,CMTI10,,5,5
") SURVEY: COMPLETE SAMPLE OF EXTREME BCG
CLUSTERS",9,CMR10,,49,40
Taweewat Somboonpanyakul,8,CMCSC10,,24,24
1,5,CMCSC10,,1,1
", Michael McDonald",8,CMCSC10,,18,18
1,5,CMCSC10,,1,1
", Massimo Gaspari",8,CMCSC10,,17,17
"2,3",5,CMCSC10,,3,3
", Brian Stalder",8,CMCSC10,,15,15
"4,5",5,CMCSC10,,3,3
", and Antony A.
Stark",8,CMCSC10,,21,15
5,5,CMCSC10,,1,1
"Draft version January 7, 2021",7,CMTI8,,29,29
"ABSTRACT
We present optical follow-up observations for candidate clusters in the Clusters Hiding in Plain
Sight (",9,CMR10,,113,96
CHiPS,9,CMTI10,,5,5
") survey, which is designed to ﬁnd new galaxy clusters with extreme central galaxies
that were misidentiﬁed as bright isolated sources in the ROSAT All-Sky Survey catalog. We identify 11
cluster candidates around X-ray, radio, and mid-IR bright sources, including six well-known clusters,
two false associations of foreground and background clusters, and three new candidates which are
observed further with",9,CMR10,,407,101
Chandra,9,CMTI10,,7,7
". Of the three new candidates, we conﬁrm two newly discovered galaxy
clusters: CHIPS1356-3421 and CHIPS1911+4455. Both clusters are luminous enough to be detected
in the ROSAT All Sky-Survey data if not because of their bright central cores. CHIPS1911+4455 is
similar in many ways to the Phoenix cluster, but with a highly-disturbed X-ray morphology on large",9,CMR10,,358,98
"scales. We ﬁnd the occurrence rate for clusters that would appear to be X-ray bright point sources in
the ROSAT All-Sky Survey (and any surveys with similar angular resolution) to be 2",9,CMR10,,184,101
±,9,CMSY10,,1,1
"1%, and the
occurrence rate of clusters with runaway cooling in their cores to be",9,CMR10,,81,69
<,9,CMMI10,,1,1
"1%, consistent with predictions
of Chaotic Cold Accretion. With the number of new groups and clusters predicted to be found with",9,CMR10,,128,96
eROSITA,9,CMTI10,,7,7
", the population of clusters that appear to be point sources (due to a central QSO or a dense
cool core) could be around 2000. Finally, this survey demonstrates that the Phoenix cluster is likely
the strongest cool core at",9,CMR10,,222,101
z <,9,CMMI10,,3,3
0,9,CMR10,,1,1
.,9,CMMI10,,1,1
7 – anything more extreme would have been found in this survey.,9,CMR10,,63,63
Subject headings:,9,CMTI10,,17,17
galaxies: clusters: general — galaxies: clusters:,9,CMR10,,49,49
intracluster medium — X-rays:,9,CMR10,,29,29
galaxies: clusters,9,CMR10,,18,18
1.,8,CMR9,,2,2
"INTRODUCTION
Clusters of galaxies are the largest and most mas-
sive gravitationally bound objects in the universe, with
masses of roughly 10",9,CMR10,,141,56
14,6,CMR7,,2,2
−,9,CMSY10,,1,1
10,9,CMR10,,2,2
15,6,CMR7,,2,2
M,9,CMMI10,,1,1
,6,CMSY7,,0,0
