text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Laboratory Measurements of Instrumental Signatures of the
LSST Camera Focal Plane",15,CMBX12,,81,57
Adam Snyder,11,CMR12,,11,11
a,7,CMR8,,1,1
", Aur´elien Barrau",11,CMR12,,18,18
e,7,CMR8,,1,1
", Andrew Bradshaw",11,CMR12,,17,17
bc,7,CMR8,,2,2
", Boyd Bowdish",11,CMR12,,14,14
c,7,CMR8,,1,1
", James Chiang",11,CMR12,,14,14
bc,7,CMR8,,2,2
",
Celine Combet",11,CMR12,,15,13
d,7,CMR8,,1,1
", Seth Digel",11,CMR12,,12,12
bc,7,CMR8,,2,2
", Richard Dubois",11,CMR12,,16,16
bc,7,CMR8,,2,2
", Ludovic Eraud",11,CMR12,,15,15
d,7,CMR8,,1,1
", Claire Juramy",11,CMR12,,15,15
e,7,CMR8,,1,1
", Craig
Lage",11,CMR12,,12,7
a,7,CMR8,,1,1
", Travis Lange",11,CMR12,,14,14
c,7,CMR8,,1,1
", Myriam Migliore",11,CMR12,,17,17
d,7,CMR8,,1,1
", Andrei Nomerotski",11,CMR12,,19,19
f,7,CMR8,,1,1
", Paul O’Connor",11,CMR12,,15,15
f,7,CMR8,,1,1
", HyeYun Park",11,CMR12,,13,13
f,7,CMR8,,1,1
",
Andrew Rasmussen",11,CMR12,,18,16
bc,7,CMR8,,2,2
", Kevin Reil",11,CMR12,,12,12
bc,7,CMR8,,2,2
", Aaron Roodman",11,CMR12,,15,15
bc,7,CMR8,,2,2
", Adrian Shestakov",11,CMR12,,18,18
g,7,CMR8,,1,1
", Yousuke Utsumi",11,CMR12,,16,16
bc,7,CMR8,,2,2
",
and Duncan Wood",11,CMR12,,17,15
g,7,CMR8,,1,1
a,7,CMR8,,1,1
"Department of Physics and Astronomy, University of California/Davis, Davis, California,
United States",11,CMR12,,101,87
b,7,CMR8,,1,1
"Kavli Institute for Particle Astrophysics and Cosmology, Stanford University, Stanford,
California, United States",11,CMR12,,113,87
c,7,CMR8,,1,1
"SLAC National Accelerator Laboratory, Menlo Park, California, United States",11,CMR12,,75,75
d,7,CMR8,,1,1
"Laboratoire de Physique Subatomique et de Cosmologie, Universit´e Grenoble-Alpes,
CNRS/IN2P3, Grenoble, France",11,CMR12,,110,81
e,7,CMR8,,1,1
"LPNHE, (CNRS/IN2P3, Sorbonne Universit´e, Paris Diderot), Laboratoire de Physique
Nucl´eaire et de Hautes ´Energies, Paris, France",11,CMR12,,130,81
f,7,CMR8,,1,1
"Brookhaven National Laboratory, Upton, New York, United States",11,CMR12,,62,62
g,7,CMR8,,1,1
"Department of Physics, University of California/Santa Cruz, Santa Cruz, California, United
States",11,CMR12,,97,90
October 2020,11,CMR12,,12,12
ABSTRACT,10,CMBX10,,8,8
"Electro-optical testing and characterization of the Vera C. Rubin Observatory Legacy Survey of Space and Time
(LSST) Camera focal plane, consisting of 205 charge-coupled devices (CCDs) arranged into 21 stand-alone Raft
Tower Modules (RTMs) and 4 Corner Raft Tower Modules (CRTMs), is currently being performed at the SLAC
National Accelerator Laboratory. Testing of the camera sensors is performed using a set of custom-built optical
projectors, designed to illuminate the full focal plane or speciﬁc regions of the focal plane with a series of light
illumination patterns: the crosstalk projector, the ﬂat illuminator projector, and the spot grid projector. In
addition to measurements of crosstalk, linearity and full well, the ability to project realistically-sized sources,
using the spot grid projector, makes possible unique measurements of instrumental signatures such as deferred",9,CMR10,,887,116
"charge distortions, astrometric shifts due to sensor eﬀects, and the brighter-fatter eﬀect, prior to camera ﬁrst
light. Here we present the optical projector designs and usage, the electro-optical measurements and how these
results have been used in testing and improving the LSST Camera instrumental signature removal algorithms.",9,CMR10,,330,112
1. INTRODUCTION,10,CMBX10,,15,15
"The Vera C. Rubin Observatory, currently under construction on Cerro Pach´on in northern Chile, is an 8-meter-
class telescope that will conduct the 10-year Legacy Survey of Space and Time (LSST) using the 3.2 gigapixel
LSST Camera. The four main science goals of this future wide, fast, and deep survey are to: study the nature
of dark matter and dark energy, create a detailed catalog of the solar system, explore the transient optical sky,
and study the structure and formation of the Milky Way.",9,CMR10,,498,113
1,6,CMR7,,1,1
The combination of a large ﬁeld of view (3,9,CMR10,,42,42
.,9,CMMI10,,1,1
5,9,CMR10,,1,1
°,9,SFRM1000,,1,1
) and,9,CMR10,,5,5
fast cadence (a new ﬁeld every 30 seconds) will allow the LSST Camera to image nearly a quarter of the sky in,9,CMR10,,109,109
Send correspondence to Adam Snyder: E-mail: aksnyder@ucdavis.edu,8,CMR9,,64,64
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
M,17,Times-Roman,,1,1
I,6,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
1
8
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"a single ﬁlter every three nights, resulting in an unprecedented amount of data that will be collected during the
survey.",9,CMR10,,121,113
"The LSST Camera focal plane has a diameter of approximately 64 cm and is made up of a mosaic of 205
charge-coupled devices (CCDs) arranged into 21 science raft tower modules (RTMs) and 4 specialized Corner
Raft Tower Modules (CRTMs) for wavefront sensing and guiding. An individual RTM contains all the required
thermal, mechanical, and electronic connections needed to operate the CCDs and can itself be considered a
self-contained camera. In addition to the science RTMs, there are four specialized corner raft tower modules
(CRTMs) used for telescope guiding and to provide wavefront sensing capabilities for the telescope’s active optics
system. The custom-designed 16 megapixel LSST Camera CCDs, supplied by Imaging Technology Laboratories
(ITL) and Teledyne e2v, are fully depleted high-resistivity bulk silicon sensors that are segmented into 16
separate sections, each with their own output ampliﬁer electronics. In order for the Rubin Observatory project
to achieve its stated science goals to the desired precision and accuracy, each CCD must meet a set of stringent
electro-optical requirements (Table 1), determined by a number of past studies.",9,CMR10,,1156,114
2–4,6,CMR7,,3,3
"Additional sensor eﬀects that
must be characterized and, if necessary, corrected via hardware modiﬁcations or software algorithms in data
reduction include source astrometric and shape distortions caused by pixel-area variations, electronic crosstalk,
the brighter-fatter eﬀect, and deferred charge during CCD readout.",9,CMR10,,318,113
Table 1. Table of electrical and optical requirements for the LSST Camera CCDs.,8,CMR9,,79,79
2–4,5,CMR6,,3,3
Dark Current 95th Percentile,9,CMR10,,28,28
<,9,CMMI10,,1,1
0,9,CMR10,,1,1
.,9,CMMI10,,1,1
2 electrons per sec,9,CMR10,,19,19
Description,9,CMR10,,11,11
Read noise,9,CMR10,,10,10
Blooming full-well,9,CMR10,,18,18
Non-linearity,9,CMR10,,13,13
Serial CTI,9,CMR10,,10,10
Parallel CTI,9,CMR10,,12,12
Crosstalk,9,CMR10,,9,9
u-band Quantum Eﬃciency,9,CMR10,,23,23
g-band Quantum Eﬃciency,9,CMR10,,23,23
r-band Quantum Eﬃciency,9,CMR10,,23,23
i-band Quantum Eﬃciency,9,CMR10,,23,23
z-band Quantum Eﬃciency,9,CMR10,,23,23
Y-band Quantum Eﬃciency,9,CMR10,,23,23
Pixel Response Non-uniformity,9,CMR10,,29,29
Speciﬁcation,9,CMR10,,12,12
<,9,CMMI10,,1,1
8,9,CMR10,,1,1
e,9,CMMI10,,1,1
−,6,CMSY7,,1,1
<,9,CMMI10,,1,1
175 k,9,CMR10,,5,5
e,9,CMMI10,,1,1
−,6,CMSY7,,1,1
<,9,CMMI10,,1,1
±,9,CMSY10,,1,1
2%,9,CMR10,,2,2
<,9,CMMI10,,1,1
5,9,CMR10,,1,1
.,9,CMMI10,,1,1
0,9,CMR10,,1,1
×,9,CMSY10,,1,1
10,9,CMR10,,2,2
−,6,CMSY7,,1,1
6,6,CMR7,,1,1
<,9,CMMI10,,1,1
3,9,CMR10,,1,1
.,9,CMMI10,,1,1
0,9,CMR10,,1,1
×,9,CMSY10,,1,1
10,9,CMR10,,2,2
−,6,CMSY7,,1,1
6,6,CMR7,,1,1
<,9,CMMI10,,1,1
0,9,CMR10,,1,1
.,9,CMMI10,,1,1
0019,9,CMR10,,4,4
>,9,CMMI10,,1,1
41%,9,CMR10,,3,3
>,9,CMMI10,,1,1
78%,9,CMR10,,3,3
>,9,CMMI10,,1,1
83%,9,CMR10,,3,3
>,9,CMMI10,,1,1
82%,9,CMR10,,3,3
>,9,CMMI10,,1,1
75%,9,CMR10,,3,3
>,9,CMMI10,,1,1
21%,9,CMR10,,3,3
<,9,CMMI10,,1,1
5,9,CMR10,,1,1
.,9,CMMI10,,1,1
0%,9,CMR10,,2,2
Point Spread Function,9,CMR10,,21,21
σ <,9,CMMI10,,3,3
5,9,CMR10,,1,1
.,9,CMMI10,,1,1
0,9,CMR10,,1,1
µ,9,CMMI10,,1,1
m,9,CMR10,,1,1
"There are three levels of testing for each of the focal plane CCDs: sensor-level acceptance testing, raft-
level acceptance testing, and focal plane testing following integration of the RTMs into the cryostat. Sensor
acceptance testing was performed in three steps prior to the assembly of the RTMs: acceptance testing by the
CCD vendors, reprocessing of the vendor data at SLAC, and acceptance testing at the Brookhaven National
Laboratory (BNL) using a single sensor cryostat and commercial electronics controller.",9,CMR10,,516,109
4,6,CMR7,,1,1
"Raft acceptance testing
was ﬁrst performed at BNL after assembly of the RTMs, before each RTM was shipped to the SLAC National
Accelerator Laboratory where the integration and testing of the LSST Camera is being performed. After receipt,
the RTMs were re-veriﬁed before being safely stored to await installation into the cryostat and focal plane",9,CMR10,,345,110
testing.,9,CMR10,,8,8
5,6,CMR7,,1,1
"Section 2 begins with a brief summary of the LSST Camera focal plane testing equipment and procedures
used at SLAC. Overviews of the usage of custom optical projectors to study electronic crosstalk and astrometric",9,CMR10,,213,111
"distortions due to sensor eﬀects during a period of focal plane testing using a subset of RTMs installed into
the cryostat are presented in Section 3 and Section 4 respectively. Finally, Section 5 consists of a summary
of the results of the electro-optical characterizations presented in this study as well as a discussion of future
improvements and extensions that are planned for the upcoming testing of the full LSST Camera focal plane.",9,CMR10,,439,113
2. FOCAL PLANE TESTING,10,CMBX10,,22,22
"Figure 1. Left: Diagram of LSST Camera focal plane during the nine-raft testing period, showing ITL RTMs (orange
solid outline), Teledyne e2v RTMs (blue dashed outline), corner RTMs (green dash-dotted outline), and uninstalled RTMs
(black dotted outlines) labeled by raft slot names. Right: Diagram of a single RTM showing nine CCDs, labeled by sensor
slot names, as well as the orientation of the 16 CCD segments (gray)",8,CMR9,,420,119
"Focal plane testing refers to the testing of the CCDs after integration of the RTMs into the LSST Camera
cryostat. This ongoing state of testing began with a period of operation of the focal plane subsystems with
only a subset of RTMs installed, referred to as the partial focal plane testing period. During the data taking
discussed here there were nine science-grade RTMs (4 consisting of ITL CCDs and 5 consisting of Teledyne e2v",9,CMR10,,432,110
"CCDs) and the four CRTMs installed. The partial focal plane testing period was important for veriﬁcation of the
operation of the RTMs within the focal plane, the refrigeration systems, the cryostat vacuum performance, the
data acquisition software, and networking capabilities. An additional goal of this period was to identify electro-
optical characteristics of the installed CCDs that would warrant further study for optimization or mitigation. The
installation of the RTMs and electro-optical testing during the partial focal plane testing period was performed
using a specialized test stand, referred to as the Bench for Optical Testing (BOT), in conjunction with a set of
custom-built optical projectors designed to illuminate the focal plane with various light illumination patterns;
this equipment will also be used for future testing of the full focal plane.",9,CMR10,,867,114
2.1 Bench for Optical Testing,10,CMBX10,,29,29
