text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
6,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
M,17,Times-Roman,,1,1
I,6,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
0
2
9
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"End-to-end ground calibration and in-ﬂight performance of the FIREBall-2
instrument",15,NimbusRomNo9L-Medi,,83,72
Vincent Picouet,11,NimbusRomNo9L-Medi,,15,15
"a, b",7,NimbusRomNo9L-Regu,,4,4
", Bruno Milliard",11,NimbusRomNo9L-Medi,,16,16
a,7,NimbusRomNo9L-Regu,,1,1
", Gillian Kyne",11,NimbusRomNo9L-Medi,,14,14
"c,d",7,NimbusRomNo9L-Regu,,3,3
", Didier Vibert",11,NimbusRomNo9L-Medi,,15,15
a,7,NimbusRomNo9L-Regu,,1,1
", David Schiminovich",11,NimbusRomNo9L-Medi,,20,20
b,7,NimbusRomNo9L-Regu,,1,1
",
Christopher Martin",11,NimbusRomNo9L-Medi,,20,18
c,7,NimbusRomNo9L-Regu,,1,1
", Erika Hamden",11,NimbusRomNo9L-Medi,,14,14
e,7,NimbusRomNo9L-Regu,,1,1
", Keri Hoadley",11,NimbusRomNo9L-Medi,,14,14
c,7,NimbusRomNo9L-Regu,,1,1
", Johan Montel",11,NimbusRomNo9L-Medi,,14,14
f,7,NimbusRomNo9L-Regu,,1,1
