text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Test of the superdiﬀusion model in the interstellar medium,14,CMBX12,,58,58
around the Geminga pulsar,14,CMBX12,,25,25
Sheng-Hao Wang,11,CMR12,,14,14
"a,b",7,CMMI8,,3,3
", Kun Fang",11,CMR12,,10,10
a,7,CMMI8,,1,1
",",11,CMR12,,1,1
∗,7,CMSY8,,1,1
Xiao-Jun Bi,11,CMR12,,11,11
"a,b",7,CMMI8,,3,3
",",11,CMR12,,1,1
†,7,CMSY8,,1,1
and Peng-Fei Yin,11,CMR12,,16,16
a,7,CMMI8,,1,1
a,7,CMMI8,,1,1
"Key Laboratory of Particle Astrophysics,",11,CMTI12,,40,40
"Institute of High Energy Physics,",11,CMTI12,,33,33
"Chinese Academy of Science,",11,CMTI12,,27,27
"Beijing 100049, China",11,CMTI12,,21,21
b,7,CMMI8,,1,1
"University of Chinese Academy of Sciences,",11,CMTI12,,42,42
"Beijing 100049, China",11,CMTI12,,21,21
"(Dated: January 6, 2021)",10,CMR10,,24,24
Abstract,14,CMR12,,8,8
The TeV,10,CMR10,,7,7
γ,10,CMMI10,,1,1
-ray halo around the Geminga pulsar is an important indicator of cosmic-ray (CR),10,CMR10,,80,80
propagation in the local zone of the Galaxy as it reveals the spatial distribution of the electrons,10,CMR10,,99,99
and positrons escaping from the pulsar. Considering the intricate magnetic ﬁeld in the interstellar,10,CMR10,,99,99
"medium (ISM), it is proposed that superdiﬀusion model could be more realistic to describe the CR",10,CMR10,,96,96
"propagation than the commonly used normal diﬀusion model. In this work, we test the superdiﬀu-",10,CMR10,,94,94
sion model in the ISM around the Geminga pulsar by ﬁtting to the surface brightness proﬁle of the,10,CMR10,,97,97
Geminga halo measured by HAWC. Our results show that the chi-square statistic monotonously,10,CMR10,,90,90
increases as,10,CMR10,,12,12
α,10,CMMI10,,1,1
"decreases from 2 to 1, where",10,CMR10,,28,28
α,10,CMMI10,,1,1
is the characteristic index of superdiﬀusion describ-,10,CMR10,,53,53
ing the degree of fractality of the ISM and,10,CMR10,,43,43
α,10,CMMI10,,1,1
= 2 corresponds to the normal diﬀusion model. We,10,CMR10,,48,48
ﬁnd that model with,10,CMR10,,19,19
α <,10,CMMI10,,3,3
1,10,CMR10,,1,1
.,10,CMMI10,,1,1
32 (or,10,CMR10,,6,6
<,10,CMMI10,,1,1
