text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
y,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
M,17,Times-Roman,,1,1
,5,Times-Roman,,0,0
6,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
M,17,Times-Roman,,1,1
I,6,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
v
1
4
9
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Implementing CUDA Streams into AstroAccelerate – A Case Study,17,CMR17,,61,61
Jan Novotn´y,11,CMR12,,12,12
"1,3",7,CMR8,,3,3
", Karel Ad´amek",11,CMR12,,15,15
"1,2",7,CMR8,,3,3
", and Wes Armour",11,CMR12,,16,16
1,7,CMR8,,1,1
1,7,CMR8,,1,1
"Oxford e-Research Centre, Department of Engineering Science, University of Oxford, 7 Keble Rd,
Oxford OX1 3QG, United Kingdom.",11,CMTI12,,126,94
2,7,CMR8,,1,1
"Faculty of Information Technology, Czech Technical University, Th´akurova 9, 160 00, Prague, Czech
Republic.",11,CMTI12,,108,98
3,7,CMR8,,1,1
"Research Centre for Theoretical Physics and Astrophysics, Institute of Physics, Silesian University in
Opava, Bezruˇcovo n´am. 13, CZ-74601 Opava, Czech Republic.",11,CMTI12,,162,102
"May 7, 2021",11,CMR12,,11,11
Abstract,14,CMBX12,,8,8
