text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
c,8,Times-Roman,,1,1
q,10,Times-Roman,,1,1
"-
r",6,Times-Roman,,3,1
g,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
5
1
4
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"January 5, 2021 2:2 WSPC/INSTRUCTION FILE",9,CMR10,,41,41
ws-ijmpd,9,CMR10,,8,8
International Journal of Modern Physics D,7,CMR8,,41,41
©,7,SFRM0800,,1,1
World Scientiﬁc Publishing Company,7,CMR8,,34,34
"DISTINCT CLASSES OF COMPACT STARS BASED ON
GEOMETRICALLY DEDUCED EQUATIONS OF STATE",9,CMBX10,,83,42
A. C. Khunt,7,CMR8,,11,11
"Department of Physics, Sardar Patel University,
Vallabh Vidyanagar-388 120, Gujarat, INDIA,
ankitkhunt@spuvvn.edu",7,CMTI8,,113,47
V. O. Thomas,7,CMR8,,12,12
"Department of Mathematics, Faculty of Science,
The Maharaja Sayajirao University of Baroda,
Vadodara – 390 001, Gujarat, India
votmsu@gmail.com",7,CMTI8,,143,46
P. C. Vinodkumar,7,CMR8,,16,16
"Department of Physics, Sardar Patel University,
Vallabh Vidyanagar-388 120, Gujarat, INDIA,
p.c.vinodkumar@gmail.com",7,CMTI8,,116,47
"Received Day Month Year
Revised Day Month Year",7,CMR8,,46,23
