text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
0
2
0
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Preprint typeset using L,6,CMR7,,24,24
A,4,CMR5,,1,1
TEX style emulateapj v. 01/23/15,6,CMR7,,32,32
THE RISE AND EMERGENCE OF UNTWISTED TOROIDAL FLUX ROPES ON THE SUN,9,CMR10,,66,66
K. J. Knizhnik,8,CMCSC10,,14,14
1,5,CMCSC10,,1,1
", J. E. Leake",8,CMCSC10,,13,13
2,5,CMCSC10,,1,1
", M. G. Linton",8,CMCSC10,,14,14
1,5,CMCSC10,,1,1
", and S. Dacie",8,CMCSC10,,14,14
3,5,CMCSC10,,1,1
