text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 6, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
preprint,7,CMBX8,,8,8
style in AASTeX62,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
9
4
6
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Spectrum and Morphology of the Very-High-Energy Source HAWC J2019+368,9,CMR10,,69,69
"A. Albert,",8,CMCSC10,,10,10
3,5,CMCSC10,,1,1
"R. Alfaro,",8,CMCSC10,,10,10
4,5,CMCSC10,,1,1
"C. Alvarez,",8,CMCSC10,,11,11
5,5,CMCSC10,,1,1
"J.C. Arteaga-Vel´azquez,",8,CMCSC10,,24,24
6,5,CMCSC10,,1,1
"K.P. Arunbabu,",8,CMCSC10,,14,14
7,5,CMCSC10,,1,1
"D. Avila Rojas,",8,CMCSC10,,15,15
4,5,CMCSC10,,1,1
"H.A. Ayala Solares,",8,CMCSC10,,19,19
8,5,CMCSC10,,1,1
"V. Baghmanyan,",8,CMCSC10,,14,14
9,5,CMCSC10,,1,1
"E. Belmont-Moreno,",8,CMCSC10,,18,18
4,5,CMCSC10,,1,1
"C. Brisbois,",8,CMCSC10,,12,12
1,5,CMCSC10,,1,1
"K.S. Caballero-Mora,",8,CMCSC10,,20,20
5,5,CMCSC10,,1,1
"T. Capistr´an,",8,CMCSC10,,14,14
10,5,CMCSC10,,2,2
"A. Carrami˜nana,",8,CMCSC10,,16,16
11,5,CMCSC10,,2,2
"S. Casanova,",8,CMCSC10,,12,12
9,5,CMCSC10,,1,1
"J. Cotzomi,",8,CMCSC10,,11,11
12,5,CMCSC10,,2,2
"S. Couti˜no de Le´on,",8,CMCSC10,,21,21
11,5,CMCSC10,,2,2
"E. De la Fuente,",8,CMCSC10,,16,16
13,5,CMCSC10,,2,2
"R. Diaz Hernandez,",8,CMCSC10,,18,18
11,5,CMCSC10,,2,2
"B.L. Dingus,",8,CMCSC10,,12,12
3,5,CMCSC10,,1,1
"M.A. DuVernois,",8,CMCSC10,,15,15
14,5,CMCSC10,,2,2
"M. Durocher,",8,CMCSC10,,12,12
3,5,CMCSC10,,1,1
"K. Engel,",8,CMCSC10,,9,9
1,5,CMCSC10,,1,1
"C. Espinoza,",8,CMCSC10,,12,12
4,5,CMCSC10,,1,1
"N. Fraija,",8,CMCSC10,,10,10
4,5,CMCSC10,,1,1
"D. Garcia,",8,CMCSC10,,10,10
4,5,CMCSC10,,1,1
"J.A. Garc´ıa-Gonz´alez,",8,CMCSC10,,23,23
4,5,CMCSC10,,1,1
"G. Giacinti,",8,CMCSC10,,12,12
15,5,CMCSC10,,2,2
"M.M. Gonz´alez,",8,CMCSC10,,15,15
10,5,CMCSC10,,2,2
"J.A. Goodman,",8,CMCSC10,,13,13
1,5,CMCSC10,,1,1
"J.P. Harding,",8,CMCSC10,,13,13
3,5,CMCSC10,,1,1
"J. Hinton,",8,CMCSC10,,10,10
15,5,CMCSC10,,2,2
"B. Hona,",8,CMCSC10,,8,8
16,5,CMCSC10,,2,2
"D. Huang,",8,CMCSC10,,9,9
16,5,CMCSC10,,2,2
"F. Hueyotl-Zahuantitla,",8,CMCSC10,,23,23
5,5,CMCSC10,,1,1
"P. Huentemeyer,",8,CMCSC10,,15,15
16,5,CMCSC10,,2,2
"A. Jardin-Blicq,",8,CMCSC10,,16,16
"15, 17, 18",5,CMCSC10,,10,10
"V. Joshi,",8,CMCSC10,,9,9
"2, 15",5,CMCSC10,,5,5
"W.H. Lee,",8,CMCSC10,,9,9
10,5,CMCSC10,,2,2
"H. Le´on Vargas,",8,CMCSC10,,16,16
4,5,CMCSC10,,1,1
"J.T. Linnemann,",8,CMCSC10,,15,15
19,5,CMCSC10,,2,2
"A.L. Longinotti,",8,CMCSC10,,16,16
"11, 10",5,CMCSC10,,6,6
"G. Luis-Raya,",8,CMCSC10,,13,13
20,5,CMCSC10,,2,2
"J. Lundeen,",8,CMCSC10,,11,11
19,5,CMCSC10,,2,2
"R. L´opez-Coto,",8,CMCSC10,,15,15
21,5,CMCSC10,,2,2
"K. Malone,",8,CMCSC10,,10,10
3,5,CMCSC10,,1,1
"O. Martinez,",8,CMCSC10,,12,12
12,5,CMCSC10,,2,2
"J. Mart´ınez-Castro,",8,CMCSC10,,20,20
22,5,CMCSC10,,2,2
"J.A. Matthews,",8,CMCSC10,,14,14
23,5,CMCSC10,,2,2
"P. Miranda-Romagnoli,",8,CMCSC10,,21,21
24,5,CMCSC10,,2,2
"J.A. Morales-Soto,",8,CMCSC10,,18,18
6,5,CMCSC10,,1,1
"E. Moreno,",8,CMCSC10,,10,10
12,5,CMCSC10,,2,2
"M. Mostaf´a,",8,CMCSC10,,12,12
8,5,CMCSC10,,1,1
"A. Nayerhoda,",8,CMCSC10,,13,13
9,5,CMCSC10,,1,1
"L. Nellen,",8,CMCSC10,,10,10
25,5,CMCSC10,,2,2
"M. Newbold,",8,CMCSC10,,11,11
26,5,CMCSC10,,2,2
"M.U. Nisa,",8,CMCSC10,,10,10
19,5,CMCSC10,,2,2
"R. Noriega-Papaqui,",8,CMCSC10,,19,19
24,5,CMCSC10,,2,2
"L. Olivera-Nieto,",8,CMCSC10,,17,17
15,5,CMCSC10,,2,2
"N. Omodei,",8,CMCSC10,,10,10
27,5,CMCSC10,,2,2
"A. Peisker,",8,CMCSC10,,11,11
19,5,CMCSC10,,2,2
"Y. P´erez Araujo,",8,CMCSC10,,17,17
10,5,CMCSC10,,2,2
"E.G. P´erez-P´erez,",8,CMCSC10,,19,19
20,5,CMCSC10,,2,2
"C.D. Rho,",8,CMCSC10,,9,9
28,5,CMCSC10,,2,2
"D. Rosa-Gonz´alez,",8,CMCSC10,,18,18
11,5,CMCSC10,,2,2
"E. Ruiz-Velasco,",8,CMCSC10,,16,16
15,5,CMCSC10,,2,2
"H. Salazar,",8,CMCSC10,,11,11
12,5,CMCSC10,,2,2
"F. Salesa Greus,",8,CMCSC10,,16,16
"9, 29",5,CMCSC10,,5,5
"A. Sandoval,",8,CMCSC10,,12,12
4,5,CMCSC10,,1,1
"M. Schneider,",8,CMCSC10,,13,13
1,5,CMCSC10,,1,1
"H. Schoorlemmer,",8,CMCSC10,,16,16
15,5,CMCSC10,,2,2
"J. Serna-Franco,",8,CMCSC10,,16,16
4,5,CMCSC10,,1,1
"A.J. Smith,",8,CMCSC10,,11,11
1,5,CMCSC10,,1,1
"R.W. Springer,",8,CMCSC10,,14,14
26,5,CMCSC10,,2,2
"P. Surajbali,",8,CMCSC10,,13,13
15,5,CMCSC10,,2,2
"K. Tollefson,",8,CMCSC10,,13,13
19,5,CMCSC10,,2,2
"I. Torres,",8,CMCSC10,,10,10
11,5,CMCSC10,,2,2
"R. Turner,",8,CMCSC10,,10,10
16,5,CMCSC10,,2,2
F. Ure,8,CMCSC10,,6,6
˜,8,CMCSC10,,1,1
"na-Mena,",8,CMCSC10,,8,8
11,5,CMCSC10,,2,2
"T. Weisgarber,",8,CMCSC10,,14,14
30,5,CMCSC10,,2,2
"E. Willox,",8,CMCSC10,,10,10
1,5,CMCSC10,,1,1
"H. Zhou,",8,CMCSC10,,8,8
31,5,CMCSC10,,2,2
and,8,CMCSC10,,3,3
C. de Le´on,8,CMCSC10,,11,11
6,5,CMCSC10,,1,1
HAWC Collaboration,8,CMCSC10,,18,18
1,5,CMR6,,1,1
"Department of Physics, University of Maryland, College Park, MD, USA",7,CMTI8,,68,68
2,5,CMR6,,1,1
"Erlangen Centre for Astroparticle Physics, Friedrich-Alexander-Universit¨at Erlangen-N¨urnberg, Erlangen, Germany",7,CMTI8,,113,113
3,5,CMR6,,1,1
"Physics Division, Los Alamos National Laboratory, Los Alamos, NM, USA",7,CMTI8,,69,69
4,5,CMR6,,1,1
"Instituto de F´ısica, Universidad Nacional Aut´onoma de M´exico, Ciudad de Mexico, Mexico",7,CMTI8,,89,89
5,5,CMR6,,1,1
"Universidad Aut´onoma de Chiapas, Tuxtla Guti´errez, Chiapas, M´exico",7,CMTI8,,69,69
6,5,CMR6,,1,1
"Universidad Michoacana de San Nicol´as de Hidalgo, Morelia, Mexico",7,CMTI8,,66,66
7,5,CMR6,,1,1
"Instituto de Geof´ısica, Universidad Nacional Aut´onoma de M´exico, Ciudad de Mexico, Mexico",7,CMTI8,,92,92
8,5,CMR6,,1,1
"Department of Physics, Pennsylvania State University, University Park, PA, USA",7,CMTI8,,78,78
9,5,CMR6,,1,1
"Institute of Nuclear Physics Polish Academy of Sciences, PL-31342 IFJ-PAN, Krakow, Poland",7,CMTI8,,89,89
10,5,CMR6,,2,2
"Instituto de Astronom´ıa, Universidad Nacional Aut´onoma de M´exico, Ciudad de Mexico, Mexico",7,CMTI8,,93,93
11,5,CMR6,,2,2
"Instituto Nacional de Astrof´ısica, ´Optica y Electr´onica, Puebla, Mexico",7,CMTI8,,74,74
12,5,CMR6,,2,2
"Facultad de Ciencias F´ısico Matem´aticas, Benem´erita Universidad Aut´onoma de Puebla, Puebla, Mexico",7,CMTI8,,102,102
13,5,CMR6,,2,2
"Departamento de F´ısica, Centro Universitario de Ciencias Exactase Ingenierias, Universidad de Guadalajara, Guadalajara, Mexico",7,CMTI8,,127,127
14,5,CMR6,,2,2
"Department of Physics, University of Wisconsin-Madison, Madison, WI, USA",7,CMTI8,,72,72
15,5,CMR6,,2,2
"Max-Planck Institute for Nuclear Physics, 69117 Heidelberg, Germany",7,CMTI8,,67,67
16,5,CMR6,,2,2
"Department of Physics, Michigan Technological University, Houghton, MI, USA",7,CMTI8,,75,75
17,5,CMR6,,2,2
"Department of Physics, Faculty of Science, Chulalongkorn University, 254 Phayathai Road, Pathumwan, Bangkok 10330, Thailand",7,CMTI8,,123,123
18,5,CMR6,,2,2
"National Astronomical Research Institute of Thailand (Public Organization), Don Kaeo, MaeRim, Chiang Mai 50180, Thailand",7,CMTI8,,120,120
19,5,CMR6,,2,2
"Department of Physics and Astronomy, Michigan State University, East Lansing, MI, USA",7,CMTI8,,85,85
20,5,CMR6,,2,2
"Universidad Politecnica de Pachuca, Pachuca, Hgo, Mexico",7,CMTI8,,56,56
21,5,CMR6,,2,2
"INFN and Universita di Padova, via Marzolo 8, I-35131,Padova,Italy",7,CMTI8,,66,66
22,5,CMR6,,2,2
