text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. 39818corr
January 28, 2021",9,NimbusRomNo9L-Regu,,41,24
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"Alfvénic versus non-Alfvénic turbulence in the inner heliosphere
as observed by Parker Solar Probe",16,NimbusSanL-Bold,,98,64
Chen Shi,10,NimbusRomNo9L-Regu,,8,8
1,7,NimbusRomNo9L-Regu,,1,1
", Marco Velli",10,NimbusRomNo9L-Regu,,13,13
1,7,NimbusRomNo9L-Regu,,1,1
", Olga Panasenco",10,NimbusRomNo9L-Regu,,16,16
2,7,NimbusRomNo9L-Regu,,1,1
", Anna Tenerani",10,NimbusRomNo9L-Regu,,15,15
3,7,NimbusRomNo9L-Regu,,1,1
", Victor Réville",10,NimbusRomNo9L-Regu,,16,16
4,7,NimbusRomNo9L-Regu,,1,1
", Stuart D. Bale",10,NimbusRomNo9L-Regu,,16,16
5,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
6,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
7,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
8,7,NimbusRomNo9L-Regu,,1,1
", Justin Kasper",10,NimbusRomNo9L-Regu,,15,15
9,7,NimbusRomNo9L-Regu,,1,1
",
Kelly Korreck",10,NimbusRomNo9L-Regu,,15,13
10,7,NimbusRomNo9L-Regu,,2,2
", J. W. Bonnell",10,NimbusRomNo9L-Regu,,15,15
6,7,NimbusRomNo9L-Regu,,1,1
", Thierry Dudok de Wit",10,NimbusRomNo9L-Regu,,22,22
11,7,NimbusRomNo9L-Regu,,2,2
", David M. Malaspina",10,NimbusRomNo9L-Regu,,20,20
12,7,NimbusRomNo9L-Regu,,2,2
", Keith Goetz",10,NimbusRomNo9L-Regu,,13,13
13,7,NimbusRomNo9L-Regu,,2,2
", Peter R. Harvey",10,NimbusRomNo9L-Regu,,17,17
6,7,NimbusRomNo9L-Regu,,1,1
",
Robert J. MacDowall",10,NimbusRomNo9L-Regu,,21,19
14,7,NimbusRomNo9L-Regu,,2,2
", Marc Pulupa",10,NimbusRomNo9L-Regu,,13,13
6,7,NimbusRomNo9L-Regu,,1,1
", Anthony W. Case",10,NimbusRomNo9L-Regu,,17,17
10,7,NimbusRomNo9L-Regu,,2,2
", Davin Larson",10,NimbusRomNo9L-Regu,,14,14
6,7,NimbusRomNo9L-Regu,,1,1
", J. L. Verniero",10,NimbusRomNo9L-Regu,,16,16
6,7,NimbusRomNo9L-Regu,,1,1
