text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
2
7
3
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Mon. Not. R. Astron. Soc.,7,CMR8,,25,25
000,7,CMBX8,,3,3
", 1–6 (XXXX)",7,CMR8,,12,12
Printed 5 January 2021,7,CMR8,,22,22
(MN L,7,CMR8,,5,5
A,5,CMR6,,1,1
TEX style ﬁle v2.2),7,CMR8,,19,19
"Analysing the radio ﬂux density proﬁle of the M31 galaxy:
a possible dark matter interpretation",17,CMBX12,,95,57
Man Ho Chan,14,CMR12,,11,11
1,9,CMR10,,1,1
⋆,9,CMMI10,,1,1
", Chu Fai Yeung",14,CMR12,,15,15
1,9,CMR10,,1,1
", Lang Cui",14,CMR12,,10,10
2,9,CMR10,,1,1
†,14,CMSY10,,1,1
", Chun Sing Leung",14,CMR12,,17,17
3,9,CMR10,,1,1
1,5,CMR6,,1,1
"Department of Science and Environmental Studies, The Education University of Hong Kong, Tai Po, Hong Kong, China",7,CMTI8,,112,112
2,5,CMR6,,1,1
"Xinjiang Astronomical Observatory, Chinese Academy of Sciences, Urumqi, China",7,CMTI8,,77,77
3,5,CMR6,,1,1
"Hong Kong Polytechnic University, Hong Kong, China",7,CMTI8,,50,50
