text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Telescope Array Bursts, Radio Pulses and Axion
Quark Nuggets",17,CMBX12,,60,46
Xunyu Liang,11,CMBX12,,11,11
1,7,CMR8,,1,1
and Ariel Zhitnitsky,11,CMBX12,,20,20
2,7,CMR8,,1,1
"Department of Physics and Astronomy, University of British Columbia, Vancouver,
V6T 1Z1, BC, Canada",9,CMR10,,99,79
E-mail:,9,CMR10,,7,7
1,6,CMR7,,1,1
"xunyul@phas.ubc.ca,",9,CMTT10,,19,19
2,6,CMR7,,1,1
arz@phas.ubc.ca,9,CMTT10,,15,15
Abstract.,9,CMBX10,,9,9
"Telescope Array (TA) experiment has recorded [1, 2] several short time
bursts of air shower like events. These bursts are very distinct from conventional single
showers, and are found to be strongly correlated with lightnings.
In our previous
work [3] we proposed that these bursts represent the direct manifestation of the dark
matter annihilation events within the so-called axion quark nugget (AQN) model.
In the present work we suggest to test this proposal to search for the radio signals
in frequency band",9,CMR10,,511,89
ν,9,CMMI10,,1,1
∈,9,CMSY10,,1,1
(0,9,CMR10,,2,2
.,9,CMMI10,,1,1
5,9,CMR10,,1,1
−,9,CMSY10,,1,1
"200) MHz which must be synchronized with the TA
bursts. We argued that the conventional lightning-induced radio emission can be easily
discriminated from the AQN-induced radio pulses discussed in this work.",9,CMR10,,206,86
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
l,5,Times-Roman,,1,1
u,10,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
p,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
h,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
2
2
7
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Telescope Array Bursts, Radio Pulses and Axion Quark Nuggets",11,CMTI12,,60,60
2,11,CMR12,,1,1
1. Introduction,11,CMBX12,,15,15
"This work is tightly linked to our recent proposal [3] interpreting the mysterious bursts
observed by Telescope Array (TA) experiment [1, 2] in terms of the AQN annihilation
events under the thunderstorm. These events are very unusual and cannot be interpreted
In the present work we
in terms of conventional single showers as reviewed below.
shall argue that the proposed mechanism [3] in terms of the AQN annihilation events
inevitably predict the radio wave pulses which must be synchronized with TA bursts.
Based on this prediction we suggest to test our proposal by searching for the radio
signals in frequency band",11,CMR12,,620,89
ν,11,CMMI12,,1,1
∈,11,CMSY10,,1,1
(0,11,CMR12,,2,2
.,11,CMMI12,,1,1
5,11,CMR12,,1,1
−,11,CMSY10,,1,1
"200) MHz which must be synchronized with the
TA bursts.",11,CMR12,,55,44
"Such test would unambiguously support or refute the proposal because the
main arguments of the present work based on synchronization which represents pure
geometrical property of the system. This is because the radio pulse and the TA burst are
originated from the same location, emitted at the same instant, and propagate with the
speed of light. This feature of synchronization is not sensitive to many assumptions and
uncertainties which were inevitably present in estimates [3] interpreting the TA bursts
as the AQN annihilation events. Furthermore, we also argue that the conventional
lightning-induced radio emission is qualitatively diﬀerent from the AQN -induced radio
pulses discussed in this work. Therefore, these two diﬀerent radio signals can be easily
distinguished from each other.",11,CMR12,,795,88
