text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. pera_etal
April 9, 2021",9,NimbusRomNo9L-Regu,,38,24
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
r,6,Times-Roman,,1,1
p,10,Times-Roman,,1,1
A,14,Times-Roman,,1,1
,5,Times-Roman,,0,0
8,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
v
0
6
6
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
pyUPMASK: An improved unsupervised clustering algorithm,16,NimbusSanL-Bold,,55,55
M. S. Pera,10,NimbusRomNo9L-Regu,,10,10
1,7,NimbusRomNo9L-Regu,,1,1
", G. I. Perren",10,NimbusRomNo9L-Regu,,14,14
1,7,NimbusRomNo9L-Regu,,1,1
", A. Moitinho",10,NimbusRomNo9L-Regu,,13,13
2,7,NimbusRomNo9L-Regu,,1,1
", H. D. Navone",10,NimbusRomNo9L-Regu,,14,14
3,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
4,7,NimbusRomNo9L-Regu,,1,1
", and R. A. Vazquez",10,NimbusRomNo9L-Regu,,19,19
5,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Instituto de Astrofísica de La Plata (IALP-CONICET), 1900 La Plata, Argentina",8,NimbusRomNo9L-Regu,,77,77
e-mail:,8,NimbusRomNo9L-Regu,,7,7
msolpera@gmail.com,8,t1xtt,,18,18
2,5,NimbusRomNo9L-Regu,,1,1
"CENTRA, Faculdade de Ciências, Universidade de Lisboa, Ed. C8, Campo Grande, 1749-016 Lisboa, Portugal",8,NimbusRomNo9L-Regu,,102,102
3,5,NimbusRomNo9L-Regu,,1,1
"Facultad de Ciencias Exactas, Ingeniería y Agrimensura (UNR), 2000 Rosario, Argentina",8,NimbusRomNo9L-Regu,,85,85
