text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 5, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"0
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"c
e",8,Times-Roman,,3,1
D,14,Times-Roman,,1,1
1,10,Times-Roman,,1,1
3,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
,5,Times-Roman,,0,0
M,17,Times-Roman,,1,1
I,6,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
4
3
0
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Two Year Cosmology Large Angular Scale Surveyor (CLASS) Observations: Long Timescale Stability
Achieved with a Front-End Variable-delay Polarization Modulator at 40 GHz",9,CMBX10,,168,94
"Kathleen Harrington ,",8,CMCSC10,,21,21
"1, 2, 3",5,CMCSC10,,7,7
"Rahul Datta ,",8,CMCSC10,,13,13
3,5,CMCSC10,,1,1
"Keisuke Osumi
,",8,CMCSC10,,15,13
3,5,CMCSC10,,1,1
"Michael K. Brewer,",8,CMCSC10,,18,18
3,5,CMCSC10,,1,1
Ricardo Bustos,8,CMCSC10,,14,14
Charles L. Bennett,8,CMCSC10,,18,18
"Joseph Cleary,",8,CMCSC10,,14,14
3,5,CMCSC10,,1,1
"Jullianna Denes Couto ,",8,CMCSC10,,23,23
3,5,CMCSC10,,1,1
Sumit Dahal (,8,CMCSC10,,13,13
  ,8,Velthuis-dvng9,,2,0
")
,",8,CMCSC10,,3,1
3,5,CMCSC10,,1,1
"Thomas Essinger-Hileman ,",8,CMCSC10,,25,25
7,5,CMCSC10,,1,1
Johannes Hubmayr,8,CMCSC10,,16,16
Joseph R. Eimer,8,CMCSC10,,15,15
"Jeffrey Iuliano ,",8,CMCSC10,,17,17
3,5,CMCSC10,,1,1
"John Karakla,",8,CMCSC10,,13,13
3,5,CMCSC10,,1,1
Yunyang Li (,8,CMCSC10,,12,12
李,8,gbsnu67,,1,1
云,8,gbsnu4e,,1,1
炀,8,gbsnu70,,1,1
),8,CMCSC10,,1,1
