text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
1,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
3
8
2
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
;,11,CMR12,,1,1
To be published in,10,CMR10,,18,18
The Astrophysical Journal,10,CMTI10,,25,25
"Draft version January 5, 2021",9,CMCSC10,,29,29
Typeset using L,9,CMR10,,15,15
A,6,CMR7,,1,1
TEX,9,CMR10,,3,3
modern,9,CMBX10,,6,6
style in AASTeX63,9,CMR10,,17,17
"Optical Identiﬁcation and Spectroscopy of Supernova Remnants in the
Galaxy M51",11,CMBX12,,78,67
∗,7,CMSY8,,1,1
"P. Frank Winkler,",10,CMCSC10,,17,17
1,7,CMCSC10,,1,1
"Sadie C. Coffin,",10,CMCSC10,,16,16
"2, 3",7,CMCSC10,,4,4
"William P. Blair,",10,CMCSC10,,17,17
4,7,CMCSC10,,1,1
"Knox S. Long,",10,CMCSC10,,13,13
"5, 6",7,CMCSC10,,4,4
and Kip D. Kuntz,10,CMCSC10,,16,16
7,7,CMCSC10,,1,1
1,6,CMR7,,1,1
"Department of Physics, Middlebury College, Middlebury, VT, 05753; winkler@middlebury.edu",9,CMTI10,,88,88
2,6,CMR7,,1,1
"Department of Physics, Middlebury College, Middlebury, VT, 05753",9,CMTI10,,64,64
