text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. ms_v2
January 5, 2021",9,NimbusRomNo9L-Regu,,36,20
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
L,10,NimbusRomNo9L-Regu,,1,1
etter to the,10,rtxsc,,12,12
E,10,NimbusRomNo9L-Regu,,1,1
ditor,10,rtxsc,,5,5
"The Near-Sun Streamer Belt Solar Wind: Turbulence and Solar
Wind Acceleration",16,NimbusSanL-Bold,,77,59
C. H. K. Chen,10,NimbusRomNo9L-Regu,,13,13
1,7,NimbusRomNo9L-Regu,,1,1
", B. D. G. Chandran",10,NimbusRomNo9L-Regu,,19,19
2,7,NimbusRomNo9L-Regu,,1,1
", L. D. Woodham",10,NimbusRomNo9L-Regu,,15,15
3,7,NimbusRomNo9L-Regu,,1,1
", S. I. Jones-Mecholsky",10,NimbusRomNo9L-Regu,,23,23
4,7,NimbusRomNo9L-Regu,,1,1
", J. C. Perez",10,NimbusRomNo9L-Regu,,13,13
5,7,NimbusRomNo9L-Regu,,1,1
", S. Bourouaine",10,NimbusRomNo9L-Regu,,15,15
5,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
6,7,NimbusRomNo9L-Regu,,1,1
", T. A.
Bowen",10,NimbusRomNo9L-Regu,,13,7
7,7,NimbusRomNo9L-Regu,,1,1
", K. G. Klein",10,NimbusRomNo9L-Regu,,13,13
8,7,NimbusRomNo9L-Regu,,1,1
", M. Moncuquet",10,NimbusRomNo9L-Regu,,14,14
9,7,NimbusRomNo9L-Regu,,1,1
", J. C. Kasper",10,NimbusRomNo9L-Regu,,14,14
10,7,NimbusRomNo9L-Regu,,2,2
",",7,rtxmi,,1,1
11,7,NimbusRomNo9L-Regu,,2,2
", S. D. Bale",10,NimbusRomNo9L-Regu,,12,12
1,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
3,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
7,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
12,7,NimbusRomNo9L-Regu,,2,2
1,5,NimbusRomNo9L-Regu,,1,1
"School of Physics and Astronomy, Queen Mary University of London, London E1 4NS, UK",8,NimbusRomNo9L-Regu,,83,83
e-mail:,8,NimbusRomNo9L-Regu,,7,7
christopher.chen@qmul.ac.uk,8,t1xtt,,27,27
2,5,NimbusRomNo9L-Regu,,1,1
"Department of Physics and Astronomy, University of New Hampshire, Durham, NH 03824, USA",8,NimbusRomNo9L-Regu,,87,87
3,5,NimbusRomNo9L-Regu,,1,1
