text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
3,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
c,8,Times-Roman,,1,1
q,10,Times-Roman,,1,1
"-
r",6,Times-Roman,,3,1
g,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
0
6
6
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
k,11,CMMI12,,1,1
"-Inﬂation-corrected Einstein-Gauss-Bonnet Gravity with Massless Primordial
Gravitons",11,CMBX12,,84,74
"S.D. Odintsov,",9,CMR10,,14,14
1,6,CMR7,,1,1
",",6,CMMI7,,1,1
2,6,CMR7,,1,1
"V.K. Oikonomou,",9,CMR10,,15,15
3,6,CMR7,,1,1
",",6,CMMI7,,1,1
4,6,CMR7,,1,1
",",6,CMMI7,,1,1
5,6,CMR7,,1,1
"F.P. Fronimos,",9,CMR10,,14,14
3,6,CMR7,,1,1
1),5,CMR6,,2,2
"ICREA, Passeig Luis Companys,
23, 08010 Barcelona, Spain",8,CMTI9,,56,29
2),5,CMR6,,2,2
"Institute of Space Sciences (IEEC-CSIC) C. Can Magrans s/n,
08193 Barcelona, Spain",8,CMTI9,,82,59
3),5,CMR6,,2,2
"Department of Physics,
Aristotle University of Thessaloniki,
Thessaloniki 54124, Greece",8,CMTI9,,87,37
4),5,CMR6,,2,2
"Laboratory for Theoretical Cosmology,
Tomsk State University of Control Systems and Radioelectronics,
634050 Tomsk, Russia (TUSUR)",8,CMTI9,,130,63
5),5,CMR6,,2,2
"Tomsk State Pedagogical University,
634061 Tomsk, Russia",8,CMTI9,,56,35
"In the present paper, we study the inﬂationary phenomenology of a",8,CMR9,,65,65
