text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. smith_ngts14
January 6, 2021",9,NimbusRomNo9L-Regu,,43,27
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,4,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
0
7
4
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
NGTS-14Ab: a Neptune-sized transiting planet in the desert,16,NimbusSanL-Bold,,58,58
A. M. S. Smith,10,NimbusRomNo9L-Regu,,14,14
"1,",7,NimbusRomNo9L-Regu,,2,2
,7,rtxmi,,0,0
", J. S. Acton",10,NimbusRomNo9L-Regu,,13,13
2,7,NimbusRomNo9L-Regu,,1,1
", D. R. Anderson",10,NimbusRomNo9L-Regu,,16,16
3,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
4,7,NimbusRomNo9L-Regu,,1,1
", D. J. Armstrong",10,NimbusRomNo9L-Regu,,17,17
3,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
4,7,NimbusRomNo9L-Regu,,1,1
", D. Bayliss",10,NimbusRomNo9L-Regu,,12,12
3,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
4,7,NimbusRomNo9L-Regu,,1,1
", C. Belardi",10,NimbusRomNo9L-Regu,,12,12
2,7,NimbusRomNo9L-Regu,,1,1
", F. Bouchy",10,NimbusRomNo9L-Regu,,11,11
5,7,NimbusRomNo9L-Regu,,1,1
",
R. Brahm",10,NimbusRomNo9L-Regu,,10,8
6,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
7,7,NimbusRomNo9L-Regu,,1,1
", J. T. Briegal",10,NimbusRomNo9L-Regu,,15,15
