text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 6, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX62,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
0
4
4
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Investigating the origin of the FIP eﬀect with a shell turbulence model,9,CMR10,,71,71
"Victor R´eville,",8,CMCSC10,,16,16
1,5,CMCSC10,,1,1
"Alexis P. Rouillard,",8,CMCSC10,,20,20
1,5,CMCSC10,,1,1
"Marco Velli,",8,CMCSC10,,12,12
2,5,CMCSC10,,1,1
"Andrea Verdini,",8,CMCSC10,,15,15
3,5,CMCSC10,,1,1
"´Eric Buchlin,",8,CMCSC10,,14,14
4,5,CMCSC10,,1,1
"Micha¨el Lavarra,",8,CMCSC10,,17,17
1,5,CMCSC10,,1,1
"and
Nicolas Poirier",8,CMCSC10,,19,15
1,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"IRAP, Universit´e Toulouse III - Paul Sabatier, CNRS, CNES, Toulouse, France",7,CMTI8,,76,76
2,5,CMR6,,1,1
"UCLA Earth Planetary and Space Sciences Department, LA, CA, USA",7,CMTI8,,63,63
3,5,CMR6,,1,1
"Dipatimento di Fisica e Astronomia, Universit´a di Firenze, Sesto Fiorentino, Italia",7,CMTI8,,84,84
4,5,CMR6,,1,1
"Universit´e Paris-Saclay, CNRS, Institut d’Astrophysique Spatiale, 91405, Orsay, France",7,CMTI8,,87,87
Submitted to Frontiers in Astronomy and Space Sciences,9,CMR10,,54,54
ABSTRACT,9,CMR10,,8,8
The enrichment of coronal loops and the slow solar wind with elements that have low First Ionisation,9,CMR10,,100,100
"Potential, known as the FIP eﬀect, has often been interpreted as the tracer of a common origin. A
current explanation for this FIP fractionation rests on the inﬂuence of ponderomotive forces and
turbulent mixing acting at the top of the chromosphere. The implied wave transport and turbulence
mechanisms are also key to wave-driven coronal heating and solar wind acceleration models. This work
makes use of a shell turbulence model run on open and closed magnetic ﬁeld lines of the solar corona
to investigate with a uniﬁed approach the inﬂuence of magnetic topology, turbulence amplitude and
dissipation on the FIP fractionation. We try in particular to assess whether there is a clear distinction
between the FIP eﬀect on closed and open ﬁeld regions.",9,CMR10,,753,105
Keywords:,9,CMTI10,,9,9
"turbulence, slow wind, FIP eﬀect, transition region",9,CMR10,,51,51
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
"The First Ionization Potential (FIP) eﬀect is an en-
richment of heavy elements with low-FIP such as Fe,
Si and Mg compared with photospheric abundances. It
was initially measured in the solar wind and Solar En-
ergetic Particles (SEPs) and later inferred from spectro-
scopic observations of the corona (see Meyer 1985a,b;
Bochsler et al. 1986; Gloeckler & Geiss 1989; Feldman
1992, and references therein). The FIP bias, i.e. the ra-
tio of coronal to photospheric abundances, is moreover",9,CMR10,,490,57
"mass independent. This means that processes below the
transition region are strongly aﬀecting the hydrostatic
balance of the partially ionized chromosphere. Early on,
explanations of the FIP eﬀect involved diﬀusion, ﬂows
or some sort of turbulent mixing in the chromosphere to
prevent any gravitational settling (see, e.g. Marsch et al.
1995; Schwadron et al. 1999).",9,CMR10,,366,59
"Schwadron et al. (1999) favored the hypothesis of tur-
bulent wave heating in the chromosphere as a way to
both prevent a mass-dependant fractionation and to",9,CMR10,,157,54
"obtain a low-FIP bias. Later on, Laming (2004) pro-",9,CMR10,,51,51
"posed the ponderomotive acceleration, i.e. the time av-
eraged gradient of magnetic ﬂuctuations, as the origin
of the FIP eﬀect. The ponderomotive acceleration has",9,CMR10,,163,55
"this advantage that it may change sign and could ex-
plain the inverse FIP eﬀect observed in low-mass stars
(Wood & Linsky 2010; Laming 2015). Both processes
rely on Alfv´en waves propagating parallel and anti-
parallel to the magnetic ﬁeld, to trigger a turbulent cas-
cade through non-linear interactions and heating. These
wave populations naturally arise in coronal loops, where
footpoints motions excite the loop on both ends, but
they are also expected in the open solar wind where re-
ﬂection on large scale gradients (Velli et al. 1989; Zhou &",9,CMR10,,551,59
"Matthaeus 1989) or compressible instabilities (Tenerani
& Velli 2013; Shoda et al. 2018b; R´eville et al. 2018) cre-
ate an sunward component from a purely anti-sunward
wave packet.",9,CMR10,,181,60
"The Ulysses spacecraft have shown clear composition
diﬀerences between the fast and the slow wind compo-
nents, the slow wind showing FIP biases close to the
one observed in coronal loops (Geiss et al. 1995). Af-
ter all, decades of observations (Belcher & Davis 1971;
Tu & Marsch 1995; Bruno & Carbone 2013) and mod-",9,CMR10,,317,55
eling of ﬂuctuations in the solar wind have now brought,9,CMR10,,55,55
"compelling evidence that turbulence is likely to be a
fundamental
ingredient of coronal heating and solar
wind acceleration (see, e.g., Verdini & Velli 2007; Perez
& Chandran 2013; Shoda et al. 2018b; R´eville et al.",9,CMR10,,216,57
2,9,CMR10,,1,1
R´eville et al.,9,CMCSC10,,15,15
"2020b). Perturbations, or waves are also essential to pro-
vide the additional acceleration giving birth to the fast
wind (",9,CMR10,,123,58
≥,9,CMSY10,,1,1
"600 km/s), through the ponderomotive force
(Alazraki & Couturier 1971; Belcher 1971; Jacques 1977;
Leer et al. 1982). The low-FIP bias of the slow wind is
often understood as the proof that the it originates in
coronal loops, through exchange and magnetic reconﬁg-
uration (or reconnection) in the low corona (see, e.g.,
Antiochos et al. 2012). Yet, if turbulence is both re-
sponsible for the solar wind acceleration and the FIP
eﬀect, can we rule out a scenario where FIP fractiona-
tion occurs in purely open regions?",9,CMR10,,520,55
"We investigate this question using a coupled modelling
approach. First, we extract unidimensional proﬁles of
open solar wind ﬂux tubes and coronal loops using a
multi-dimensional MHD code (R´eville et al. 2020b). We
then use the",9,CMR10,,228,54
Shell-Atm,9,CMCSC10,,9,9
code (Buchlin & Velli 2007;,9,CMR10,,27,27
"Verdini et al. 2009) to compute the propagation, cas-
cade and dissipation of purely transverse perturbations
of velocity and magnetic ﬁeld along these proﬁles. We
perform a parameter study where we vary the geom-
etry, the initial perturbation amplitude and the initial
injection scale, and discuss their eﬀect on the turbulence
properties in the chromosphere and transition region.
We estimate the resulting FIP biases with an analytical
fractionation model.",9,CMR10,,460,58
2.,8,CMR9,,2,2
BACKGROUND WIND AND TRANSITION,9,CMR10,,30,30
REGION PROFILES,9,CMR10,,15,15
"In this section, we describe the global MHD simulation
used to extract the diﬀerent wind proﬁles later input
in our turbulence model. The code itself is a global
MHD solver based on PLUTO (Mignone et al. 2007)
and our current implementation is described in details
in R´eville et al. (2020b) and R´eville et al. (2020a). The
main purpose of the global simulation is to provide a
realistic structure of the transition region, which plays",9,CMR10,,436,59
"an essential part in the present work. We rely on a single
run, of a dipolar solar ﬁeld of 5 G, which is typical of
solar minimum conﬁgurations (see, e.g., DeRosa et al.
2012), and a uniform coronal heating prescribed with
the following function:",9,CMR10,,246,58
Q,9,CMMI10,,1,1
h,6,CMMI7,,1,1
=,9,CMR10,,1,1
F,9,CMMI10,,1,1
h,6,CMMI7,,1,1
/H,9,CMMI10,,2,2
,9,CMEX10,,0,0
R,9,CMMI10,,1,1
,6,CMSY7,,0,0
r,9,CMMI10,,1,1
,9,CMEX10,,0,0
2,6,CMR7,,1,1
,9,CMEX10,,0,0
exp,9,CMR10,,3,3
−,9,CMSY10,,1,1
r,9,CMMI10,,1,1
−,9,CMSY10,,1,1
R,9,CMMI10,,1,1
,6,CMSY7,,0,0
H,9,CMMI10,,1,1
,9,CMEX10,,0,0
",",9,CMMI10,,1,1
(1),9,CMR10,,3,3
where,9,CMR10,,5,5
H,9,CMMI10,,1,1
= 1,9,CMR10,,3,3
R,9,CMMI10,,1,1
,6,CMSY7,,0,0
", and",9,CMR10,,5,5
F,9,CMMI10,,1,1
h,6,CMMI7,,1,1
= 10,9,CMR10,,4,4
5,6,CMR7,,1,1
erg.cm,9,CMR10,,6,6
−,6,CMSY7,,1,1
2,6,CMR7,,1,1
s,9,CMR10,,1,1
−,6,CMSY7,,1,1
1,6,CMR7,,1,1
". The value
of",9,CMR10,,14,11
F,9,CMMI10,,1,1
h,6,CMMI7,,1,1
corresponds to the global energy output of the,9,CMR10,,46,46
solar wind.,9,CMR10,,11,11
"The result of the simulation is shown in Figure 1. The
left panel is a zoom on the transition region as a func-
tion of height and latitude. Contrarily with previous
studies (R´eville et al. 2020b,a), whose inner boundary",9,CMR10,,221,56
Figure 1.,8,CMBX9,,9,9
"Plasma temperature obtained with the global
MHD model. On the left panel, we show the temperature",8,CMR9,,97,53
"proﬁle as a function of latitude and height. The white line
shows the contour",8,CMR9,,77,59
T,8,CMMI9,,1,1
= 10,8,CMR9,,4,4
5,5,CMR6,,1,1
"K, characterizing the location of
the transition region. Blue lines and orange lines are open
ﬁeld lines (referred as CH for coronal holes), green and red
lines are coronal loops (referred as LO). They are almost
perfectly radial at this scale. On the right panel, we show
an extended view of the solution and integrated ﬁeld lines in
the meridional plane up to 5",8,CMR9,,363,61
R,8,CMMI9,,1,1
,5,CMSY6,,0,0
". The black line on the right
is the Alfv´en surface.",8,CMR9,,53,29
"was located at the base of the corona, we start the sim-
ulation at the photosphere with a temperature of 6000
K. We initialize the simulation from a one dimensional
proﬁle of the solar atmosphere obtained with the 1D ver-
sion of the code described in R´eville et al. (2018) and
the boundary conditions are identical to R´eville et al.
(2020b). We use a spherical grid with a radial reso-
lution that goes from 3",9,CMR10,,413,56
×,9,CMSY10,,1,1
10,9,CMR10,,2,2
−,6,CMSY7,,1,1
5,6,CMR7,,1,1
R,9,CMMI10,,1,1
,6,CMSY7,,0,0
to 0,9,CMR10,,4,4
.,9,CMMI10,,1,1
3,9,CMR10,,1,1
R,9,CMMI10,,1,1
,6,CMSY7,,0,0
"from the
photosphere to 20",9,CMR10,,26,17
R,9,CMMI10,,1,1
,6,CMSY7,,0,0
". There are 544 points in the ra-
dial and 512 in the latitudinal direction. The location
of the transition region (TR) varies with the latitude",9,CMR10,,144,55
"It is relatively constant
and the temperature proﬁles.
in coronal holes at around 1",9,CMR10,,83,28
.,9,CMMI10,,1,1
003,9,CMR10,,3,3
R,9,CMMI10,,1,1
,6,CMSY7,,0,0
", i.e. 2000 km above
the photosphere. The minimum height corresponds to
the highest coronal temperatures at the very edge of the
helmet streamer. The height of the TR then increases
within the core of the streamer up to 1",9,CMR10,,221,56
.,9,CMMI10,,1,1
007,9,CMR10,,3,3
R,9,CMMI10,,1,1
