text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version February 1, 2021",7,CMCSC10,,30,30
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
9,9,Times-Roman,,1,1
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
1
9
8
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Particle Dynamics in 3D Self-gravitating Disks II: Strong Gas Accretion and Thin Dust Disks,9,CMBX10,,91,91
Hans Baehr,8,CMCSC10,,10,10
1,5,CMCSC10,,1,1
and Zhaohuan Zhu,8,CMCSC10,,16,16
1,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"Department of Physics and Astronomy, University of Nevada, Las Vegas, 4505 South Maryland Parkway, Las Vegas, NV 89154, USA",7,CMTI8,,123,123
"(Received February 1, 2021; Revised February 1, 2021; Accepted February 1, 2021)",8,CMR9,,80,80
"ABSTRACT
Observations suggest that protoplanetary disks have moderate accretion rates onto the central young
star, especially at early stages (e.g. HL Tau), indicating moderate disk turbulence. However, recent
ALMA observations suggest that dust is highly settled, implying weak turbulence. Motivated by such
tension, we carry out 3D stratiﬁed local simulations of self-gravitating disks, focusing on settling of dust
particles in actively accreting disks. We ﬁnd that gravitationally unstable disks can have moderately",9,CMR10,,519,108
"high accretion rates while maintaining a relatively thin dust disk for two reasons. First, accretion stress
from the self-gravitating spirals (self-gravity stress) can be stronger than the stress from turbulence
(Reynolds stress) by a factor of 5-20. Second, the strong gravity from the gas to the dust decreases
the dust scale height by another factor of",9,CMR10,,355,107
∼,9,CMSY10,,1,1
"2. Furthermore, the turbulence is slightly anisotropic,
producing a larger Reynolds stress than the vertical dust diﬀusion coeﬃcient. Thus, gravitoturbulent
disks have unusually high vertical Schmidt numbers (",9,CMR10,,209,100
Sc,9,CMMI10,,2,2
z,6,CMMI7,,1,1
") if we scale the total accretion stress with
the vertical diﬀusion coeﬃcient (e.g.",9,CMR10,,83,45
Sc,9,CMMI10,,2,2
z,6,CMMI7,,1,1
∼,9,CMSY10,,1,1
"10-100). The reduction of the dust scale height by the
gas gravity, should also operate in gravitationally stable disks (",9,CMR10,,121,66
Q >,9,CMMI10,,3,3
"1). Gravitational forces between
particles become more relevant for the concentration of intermediate dust sizes, forming dense clouds
of dust. After comparing with HL Tau observations, our results suggest that self-gravity and gravity
among diﬀerent disk components could be crucial for solving the conﬂict between the protoplanetary
disk accretion and dust settling, at least at the early stages.",9,CMR10,,398,101
Keywords:,9,CMTI10,,9,9
protoplanetary disks — turbulence — hydrodynamics,9,CMR10,,49,49
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
"Disks accrete signiﬁcant amounts of material during
their",9,CMR10,,57,51
∼,9,CMSY10,,1,1
"1 Myr lifetime (Ribas et al. 2015), but the pro-
cess which can ubiquitously transfer angular momentum
in a disk remains elusive. Measurements of gas turbu-
lence often cannot reveal the midplane properties, due
to optically thick tracers. Normally only gas velocities
in the upper disk atmosphere can be probed (Flaherty",9,CMR10,,321,56
"et al. 2015; Teague et al. 2016; Flaherty et al. 2017).
Observing the dust layer allows for a diﬀerent indicator
of disk turbulence at the midplane (Pinte et al. 2016).",9,CMR10,,168,56
"Various ﬂuid instabilities have been used to explain
the turbulence which can drive disk accretion, including,
but not limited to, the magneto-rotational instability
(MRI) (Balbus & Hawley 1991), subcritical baroclinic
instability (SBI) (Klahr & Bodenheimer 2003; Klahr
& Hubbard 2014), and vertical shear instability (VSI)
(Nelson et al. 2013). Each is promising but comes with",9,CMR10,,378,57
"Corresponding author: Hans Baehr
hans-paul.baehr@unlv.edu",7,CMR8,,57,32
"important caveats. SBI requires low viscosities and pro-
duces comparatively weak angular momentum transport
(Malygin et al. 2017; Pfeil & Klahr 2019) while MRI
appears less likely to operate in the midplane of proto-
stellar disks due to low ionization and non-ideal MHD
eﬀects (Lesur et al. 2014; Bai 2015).",9,CMR10,,309,56
"VSI has become a focal point of research to explain
disk turbulence due to its robustness and being capable",9,CMR10,,107,55
"of producing other disk features (e.g. vortices) (Stoll
& Kley 2014; Manger & Klahr 2018). However, Flock
et al. (2020) recently showed that for the level of tur-
bulent stress that VSI produces, the measured dust dis-
tribution is thicker than in observations. Pinte et al.
(2016) has shown that the dust disk of HL Tau revealed
by ALMA has a scale height less than 1 AU at 100 AU,
which is equivalent to a turbulent level of",9,CMR10,,426,56
α <,9,CMMI10,,3,3
10,9,CMR10,,2,2
−,6,CMSY7,,1,1
3,6,CMR7,,1,1
". On
the other hand, the detected accretion rate requires a
turbulent level of",9,CMR10,,78,54
α,9,CMMI10,,1,1
∼,9,CMSY10,,1,1
10,9,CMR10,,2,2
−,6,CMSY7,,1,1
2,6,CMR7,,1,1
". Furthermore, recent edge-
on ALMA observations of dust disks (Villenave et al.",9,CMR10,,80,52
"2020) and disk accretion rate constraints from spectral
energy distribution studies (Ribas et al. 2020) add more
evidence that dust layers are signiﬁcantly thinner than
theoretically anticipated. This suggests particles are sig-",9,CMR10,,228,59
2,9,CMR10,,1,1
Baehr & Zhu,9,CMCSC10,,11,11
"niﬁcantly settled even though there is still moderate ac-
cretion to drive short disk lifetimes.",9,CMR10,,96,57
"In this paper, we focus on the vertical dust distribu-
tion in disks subject to gravitational instabilities (GI)
which make it an alternative to hydrodynamic instabili-
ties like VSI. We lay out the theoretical framework on GI
and dust diﬀusion in Section 2. Section 3 describes our
numerical setup. In section 4, we measure the particle
scale heights and gas turbulent properties to determine
the level of vertical dust settling and vertical diﬀusion.
Finally, the implications on disk observations and the
evolution of protoplanetary disks are discussed in Sec-
tion 5 before we summarize our ﬁndings in Section 6.",9,CMR10,,616,58
2.,8,CMR9,,2,2
GRAVITOTURBULENCE,9,CMR10,,17,17
Turbulent transport in disks is described via the,9,CMR10,,49,49
α,9,CMMI10,,1,1
"model (Shakura & Sunyaev 1973), where the viscosity",9,CMR10,,51,51
ν,9,CMMI10,,1,1
is scaled to the local isotropic pressure,9,CMR10,,41,41
ν,9,CMMI10,,1,1
=,9,CMR10,,1,1
αc,9,CMMI10,,2,2
s,6,CMR7,,1,1
"H ,",9,CMMI10,,3,3
(1),9,CMR10,,3,3
such that,9,CMR10,,9,9
α,9,CMMI10,,1,1
"is a dimensionless constant describing the
relative size and speed of turbulent motions in terms of
the disk pressure scale height",9,CMR10,,130,56
H,9,CMMI10,,1,1
=,9,CMR10,,1,1
c,9,CMMI10,,1,1
s,6,CMMI7,,1,1
/,9,CMMI10,,1,1
"Ω and the sound
speed",9,CMR10,,21,15
c,9,CMMI10,,1,1
s,6,CMMI7,,1,1
(Pringle 1981). Please note that we deﬁne,9,CMR10,,41,41
c,9,CMMI10,,1,1
s,6,CMMI7,,1,1
=,9,CMR10,,1,1
,9,CMEX10,,0,0
γP/ρ,9,CMMI10,,4,4
", which has also been adopted for deﬁning
the Toomre Q parameter and disk",9,CMR10,,73,41
α,9,CMMI10,,1,1
"(Gammie 2001).
In a thin disk approximation, the remaining component
of the vertically-integrated stress tensor",9,CMR10,,111,53
T,9,CMMIB10,,1,1
"can be ex-
pressed in terms of",9,CMR10,,30,19
α,9,CMMI10,,1,1
", pressure",9,CMR10,,10,10
P,9,CMMI10,,1,1
", orbital radius",9,CMR10,,16,16
R,9,CMMI10,,1,1
"and
orbital frequency Ω (Cossins et al. 2009)",9,CMR10,,45,41
T,9,CMMI10,,1,1
rφ,6,CMMI7,,2,2
=,9,CMR10,,1,1
−,9,CMSY10,,1,1
αP,9,CMMI10,,2,2
d,9,CMMI10,,1,1
ln Ω,9,CMR10,,4,4
d,9,CMMI10,,1,1
ln,9,CMR10,,2,2
R,9,CMMI10,,1,1
.,9,CMMI10,,1,1
"The stress tensor can be separated into two compo-
nents, the gravitational stress",9,CMR10,,82,50
G,9,CMMI10,,1,1
"(e.g. due to spiral’s
self-gravity) and the Reynolds stress",9,CMR10,,59,37
R,9,CMMI10,,1,1
"from the disk
turbulence,",9,CMR10,,25,13
R,9,CMMI10,,1,1
+,9,CMR10,,1,1
G,9,CMMI10,,1,1
=,9,CMR10,,1,1
−,9,CMSY10,,1,1
αP,9,CMMI10,,2,2
d,9,CMMI10,,1,1
ln Ω,9,CMR10,,4,4
d,9,CMMI10,,1,1
ln,9,CMR10,,2,2
R,9,CMMI10,,1,1
",",9,CMMI10,,1,1
