text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Density proﬁle of multi-state fuzzy dark matter,11,CMBX12,,47,47
"Lauren Street,",9,CMR10,,14,14
∗,6,CMSY7,,1,1
"Peter Suranyi,",9,CMR10,,14,14
†,6,CMSY7,,1,1
and L.C.R. Wijewardhana,9,CMR10,,23,23
‡,6,CMSY7,,1,1
"Department of Physics, University of Cincinnati",8,CMTI9,,47,47
"(Dated: January 5, 2021)",8,CMR9,,24,24
"Equations of motion for excited states of weakly self-interacting bosons forming fuzzy dark matter
are solved using the WKB approximation. The contribution of self-interactions are neglected in the
equations of motion. Wave functions of excited states are expressed in terms of a yet undetermined
gravitational potential. At equilibrium, the contributions of states to the density distribution are
summed using Bose-Einstein statistics. Combined with the Poisson equation, a diﬀerential equation
is obtained for the gravitational potential, which has physically acceptable solutions only if the
energy spectrum of excited states has a ﬁnite gap, corresponding to a ﬁnite virial radius. Such a
gap could be created by decay processes, in ﬁrst order perturbation of the self-interaction potential.
The obtained density proﬁle is found to be similar to the Burkert proﬁle.",8,CMR9,,869,102
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
p,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
h,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
9
4
3
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
INTRODUCTION,8,CMBX9,,12,12
The structure of galaxies and the rotation curves of stars,9,CMR10,,58,58
