text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Possible Atmospheric Diversity of Low Mass Exoplanets,12,Calibri,,53,53
–,12,Calibri,,1,1
some Central Aspects,12,Calibri,,20,20
John Lee Grenfell,9,Calibri,,17,17
1,6,Calibri,,1,1
", Jeremy Leconte",9,Calibri,,16,16
2,6,Calibri,,1,1
", François Forget",9,Calibri,,17,17
3,6,Calibri,,1,1
", Mareike Godolt",9,Calibri,,16,16
4,6,Calibri,,1,1
",Óscar Carrión-González",9,Calibri,,23,23
4,6,Calibri,,1,1
", Lena Noack",9,Calibri,,12,12
5,6,Calibri,,1,1
", 
Feng Tian",9,Calibri,,12,9
6,6,Calibri,,1,1
", Heike Rauer",9,Calibri,,13,13
"1,4,5",6,Calibri,,5,5
", Fabrice Gaillard",9,Calibri,,18,18
7,6,Calibri,,1,1
", Émeline Bolmont",9,Calibri,,17,17
8,6,Calibri,,1,1
", Benjamin Charnay",9,Calibri,,18,18
9,6,Calibri,,1,1
and Martin Turbet,9,Calibri,,17,17
8,6,Calibri,,1,1
,9,Calibri,,0,0
,9,Calibri,,0,0
1,11,Calibri,,1,1
,11,Calibri,,0,0
,9,Calibri-Italic,,0,0
,8,TimesNewRomanPSMT,,0,0
(1) Institut für Planetenforschung (PF),8,Calibri,,39,39
"Deutsches Zentrum für Luft- und Raumfahrt (DLR) 
Rutherfordstr. 2 
12489 Berlin 
Germany",8,Calibri,,88,48
(2) Laboratoire d’Astrophysique de Bordeaux (LAB),8,Calibri,,49,49
"Université Bordeaux 
Centre National de la Recherche Scientifique (CNRS) B18N 
Alle Geoffroy Saint-Hilaire 
33615 Pessac 
France 

(3) Laboratoire de Météorologie Dynamique (LMD) 
 Institut Pierre Simon Laplace Université 
4 Place Jussieu 
75005 Paris 
France 

(4) Zentrum für Astronomie und Astrophysik (ZAA) 
Technische Universität Berlin (TUB) 
Hardenbergstr. 26 
10623 Berlin 
Germany 

(5) Institut für Geologische Wissenschaften 
Freie Universität Berlin (FUB) 
Malteserstr. 74-100 
12249 Berlin 
Germany 

(6) Macau University of Science and Technology 
Taipa, Macau 

(7) CNRS Orléans Campus 
Institut des Sciences de la Terre d'Orléans (ISTO) 
1A Rue de la Ferollerie Campus Géosciences 
45100 Orléans 
France 

(8) Observatoire Astronomique de l'Université de Genève",8,Calibri,,777,57
"Observatoire de Genève 
Chemin de Pégase, 51 
1290 Versoix 
Switzerland",8,Calibri,,71,23
"(9) Observatoire de Paris (OP) 
Site de Meudon",8,Calibri,,46,31
–,8,Calibri,,1,1
"5 
Place Jules Janssen 
F-92195 Meudon cedex 
Paris",8,Calibri,,51,21
,8,Calibri,,0,0
,9,Calibri-Italic,,0,0
