text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 14, 2021",9,CMCSC10,,30,30
Typeset using L,9,CMR10,,15,15
A,6,CMR7,,1,1
TEX,9,CMR10,,3,3
preprint2,9,CMBX10,,9,9
style in AASTeX62,9,CMR10,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
0
5
7
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Correction to the photometric magnitudes of the,11,CMR12,,47,47
Gaia,11,CMTI12,,4,4
Early Data Release 3,11,CMR12,,20,20
"Lin Yang,",10,CMCSC10,,9,9
1,7,CMCSC10,,1,1
"Haibo Yuan,",10,CMCSC10,,11,11
2,7,CMCSC10,,1,1
"Ruoyi Zhang,",10,CMCSC10,,12,12
2,7,CMCSC10,,1,1
"Zexi Niu,",10,CMCSC10,,9,9
3,7,CMCSC10,,1,1
"Yang Huang,",10,CMCSC10,,11,11
4,7,CMCSC10,,1,1
"Fuqing Duan,",10,CMCSC10,,12,12
1,7,CMCSC10,,1,1
"and
Yi Fang",10,CMCSC10,,11,7
2,7,CMCSC10,,1,1
1,6,CMR7,,1,1
"College of Artiﬁcial Intelligence, Beijing Normal University No.19, Xinjiekouwai St, Haidian District, Beijing,
100875, P.R.China",9,CMTI10,,129,111
2,6,CMR7,,1,1
"Department of Astronomy, Beijing Normal University No.19, Xinjiekouwai St, Haidian District, Beijing, 100875,
P.R.China; yuanhb@bnu.edu.cn",9,CMTI10,,138,109
3,6,CMR7,,1,1
"National Astronomical Observatories, Chinese Academy of Sciences 20A Datun Road, Chaoyang District, Beijing,
China",9,CMTI10,,114,108
4,6,CMR7,,1,1
"South-Western Institute for Astronomy Research, Yunnan University, Kunming 650500, People’s Republic of China",9,CMTI10,,109,109
ABSTRACT,11,CMR12,,8,8
"In this letter, we have carried out an independent validation of the",11,CMR12,,68,68
Gaia,11,CMTI12,,4,4
"EDR3 pho-
tometry using about 10,000 Landolt standard stars from Clem & Landolt (2013). Using
a machine learning technique, the",11,CMR12,,127,83
U BV RI,11,CMMI12,,7,7
magnitudes are converted into the,11,CMR12,,33,33
Gaia,11,CMTI12,,4,4
"magnitudes and colors and then compared to those in the EDR3, with the eﬀect of
metallicity incorporated. Our result conﬁrms the signiﬁcant improvements in the cali-
bration process of the",11,CMR12,,188,85
Gaia,11,CMTI12,,4,4
EDR3. Yet modest trends up to 10 mmag with,11,CMR12,,42,42
G,11,CMMI12,,1,1
"magnitude
are found for all the magnitudes and colors for the 10",11,CMR12,,64,54
< G <,11,CMMI12,,5,5
"19 mag range, partic-
ularly for the bright and faint ends. With the aid of synthetic magnitudes computed
on the CALSPEC spectra with the",11,CMR12,,137,83
Gaia,11,CMTI12,,4,4
"EDR3 passbands, absolute corrections are
further obtained, paving the way for optimal usage of the",11,CMR12,,98,57
Gaia,11,CMTI12,,4,4
"EDR3 photometry in
high accuracy investigations.",11,CMR12,,48,29
Keywords:,11,CMTI12,,9,9
"Astronomy data analysis, Fundamental parameters of stars, Stellar photom-",11,CMR12,,73,73
etry,11,CMR12,,4,4
1.,10,CMR10,,2,2
INTRODUCTION,11,CMR12,,12,12
