text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Comparison of the measured atmospheric muon
ﬂux with Monte Carlo simulations for the ﬁrst
KM3NeT detection units",17,NimbusSanL-Bold,,112,45
The KM3NeT Collaboration,10,NimbusSanL-Bold,,24,24
‡*,7,NimbusRomNo9L-Regu,,2,2
‡,7,NimbusRomNo9L-Regu,,1,1
"https://www.km3net.org/km3net-author-list-for-icrc-2019
E-mail:",9,NimbusRomNo9L-ReguItal,,63,55
piotr.kalaczynski@ncbj.gov.pl,9,NimbusMonL-Regu,,29,29
The KM3NeT Collaboration has successfully deployed its ﬁrst detection units in the Mediter-,9,NimbusRomNo9L-Regu,,91,91
ranean Sea in December 2015 (ARCA) and September 2017 (ORCA). The sample of data,9,NimbusRomNo9L-Regu,,80,80
"collected between September 2016 and March 2017 has been used to measure the atmospheric
muon ﬂux at two different depths under the sea level: about 3.5 km with ARCA and about 2.5 km",9,NimbusRomNo9L-Regu,,182,93
with ORCA. The atmospheric muon ﬂux represents an abundant signal for a neutrino telescope,9,NimbusRomNo9L-Regu,,90,90
"and can be used to test the reliability of the Monte Carlo simulation chain. In this work, the",9,NimbusRomNo9L-Regu,,94,94
"measurements are compared to Monte Carlo simulations based on MUPAGE and CORSIKA
codes. Measured events and simulated events are treated using the same approach, making the",9,NimbusRomNo9L-Regu,,172,91
comparison reliable.,9,NimbusRomNo9L-Regu,,20,20
Corresponding authors:,9,NimbusRomNo9L-Medi,,22,22
Piotr Kalaczynski,9,NimbusRomNo9L-Regu,,17,17
†1,7,NimbusRomNo9L-Regu,,2,2
", Rosa Coniglione",9,NimbusRomNo9L-Regu,,17,17
"2
1",7,NimbusRomNo9L-Regu,,3,1
"National Centre for Nuclear Research, 00-681 Warsaw, Poland",9,NimbusRomNo9L-ReguItal,,59,59
2,7,NimbusRomNo9L-Regu,,1,1
"Instituto Nazionale Di Fisica Nucleare - Laboratori Nazionali del Sud, Via S. Soﬁa 62 - 95123
Catania, Italy",9,NimbusRomNo9L-ReguItal,,108,93
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
x,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
-,6,Times-Roman,,1,1
p,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
h,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
7
0
9
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"36th International Cosmic Ray Conference 2019
25.07.2019 - 1.08.2019
Madison, Wisconsin, USA",9,NimbusRomNo9L-ReguItal,,92,45
*,6,NimbusRomNo9L-Regu,,1,1
for collaboration list see PoS(ICRC2019)1177,8,NimbusRomNo9L-Regu,,44,44
†,6,NimbusRomNo9L-Regu,,1,1
Presenter.,8,NimbusRomNo9L-Regu,,10,10
"© Copyright owned by the author(s) under the terms of the Creative Commons
Attribution-NonCommercial-NoDerivatives 4.0 International License (CC BY-NC-ND 4.0).",5,NimbusRomNo9L-Regu,,159,84
http://pos.sissa.it/,5,NimbusMonL-Regu,,20,20
Measured and simulated atmospheric muons for the ﬁrst KM3NeT detectors,9,NimbusRomNo9L-ReguItal,,70,70
Piotr Kalaczynski,9,NimbusRomNo9L-Regu,,17,17
1. Introduction,11,NimbusRomNo9L-Medi,,15,15
"KM3NeT is a research infrastructure being constructed at the bottom of the Mediterranean
Sea. It consists of two neutrino detectors: ARCA (Astroparticle Research with Cosmics in the
Abyss) located off-shore Portopalo di Capo Passero, Sicily, Italy, at a depth of 3500 m and ORCA
(Oscillation Research with Cosmics in the Abyss) off-shore Toulon, France, at a depth of 2450 m.
The main purpose of the ARCA telescope is the detection of TeV-PeV neutrinos from astro-
physical sources or in coincidence with other high energy events, for example gravitational waves,
gamma ray bursts, blazar ﬂares. The ORCA telescope is designed to study the neutrino mass hier-
archy (NMH), using oscillations of the atmospheric neutrinos in the GeV range [1].",10,NimbusRomNo9L-Regu,,742,98
"Both KM3NeT detectors are based on the same technology [1]: vertically aligned detection
units (DUs), each carrying 18 digital optical modules (DOMs). Each DOM contains 31 3-inch
photomultiplier tubes (PMTs), calibration and positioning instrumentation and readout electronics
boards. The difference between ARCA and ORCA is the horizontal (90 m and 20 m respectively)
and vertical (36 m and 9 m respectively) spacing between the DOMs, which is optimised to search
for high- and low-energy neutrinos, respectively. The ﬁrst DUs are already taking data at both the",10,NimbusRomNo9L-Regu,,563,98
"ARCA and ORCA sites. Atmospheric muons represent an important background to the physics
analyses in a neutrino telescope, but they are also a useful tool to test the performance of the
detector and validity of the simulations. In this paper a comparison of the ﬁrst data collected so far
by ARCA and ORCA to the Monte Carlo (MC) simulations is presented.",10,NimbusRomNo9L-Regu,,354,102
2. Simulation chain,11,NimbusRomNo9L-Medi,,19,19
"The KM3NeT simulation chain shown in Figure 1 has a modular structure. The generation of
the atmospheric muon bundles is performed using two different codes: MUPAGE [2] and COR-
SIKA [3]. MUPAGE is a fast, parametric simulation code developed for the ANTARES experiment
[4] that generates muon bundles, induced by cosmic rays impinging the Earth atmosphere, at differ-
ent undersea depths and different zenith angles, on the surface of the active volume of the detector.
CORSIKA (COsmic Ray SImulations for KAscade) is a software package that simulates the inter-
actions of the primary cosmic ray (CR) nuclei in the upper layers of the atmosphere and follows the
development of the shower to a speciﬁed observation level (in this work it is the sea level). Their
energy spectrum is simulated following a power law,",10,NimbusRomNo9L-Regu,,815,101
E,10,NimbusRomNo9L-ReguItal,,1,1
−,7,CMSY10,,1,1
γ,7,StandardSymL-Slant_167,,1,1
", where the spectral index",10,NimbusRomNo9L-Regu,,26,26
γ,10,StandardSymL-Slant_167,,1,1
"is chosen
by the user. The CORSIKA package is ﬂexible and allows the user to choose between different",10,NimbusRomNo9L-Regu,,101,91
models to describe the primary interactions and the composition of the CR primary ﬂux.,10,NimbusRomNo9L-Regu,,86,86
"A dedicated software, called ""Corant"", has been developed to convert the CORSIKA output
format to the KM3NeT standard format of events and to evaluate the weights to be applied to
each event, according to the model of the CR composition chosen by the user. The propagation of
the muon bundles to the active volume of the detector is performed using a 3-dimensional muon
propagator contained in the gSeaGen [6] library, a GENIE-based [5] package designed mainly to
simulate neutrino interactions. After the muon bundle propagation, the Cherenkov photons emitted
along the path of muons and the probability of their detection by the DOMs are simulated with a
custom application developed for KM3NeT using multidimensional interpolation tables [7], called",10,NimbusRomNo9L-Regu,,752,96
"""JSirene"". The next step is the creation of a simulated data stream, similar to the data stream coming",10,NimbusRomNo9L-Regu,,102,102
2,10,NimbusRomNo9L-Regu,,1,1
Measured and simulated atmospheric muons for the ﬁrst KM3NeT detectors,9,NimbusRomNo9L-ReguItal,,70,70
Piotr Kalaczynski,9,NimbusRomNo9L-Regu,,17,17
"Figure 1: Schematic drawing of the KM3NeT atmospheric muon simulation chain. Programs are
colour-coded, corresponding to the physics event generator for which they are used. The MUPAGE
chain is marked in red and the CORSIKA chain in blue. The software is grouped according to the
simulation stage it belongs to.",10,NimbusRomNo9L-Regu,,311,94
"from the detector. This is done with the addition of the environmental optical background, due to
the bioluminescence and to the",10,NimbusRomNo9L-Regu,,128,97
40,7,NimbusRomNo9L-Regu,,2,2
K,10,CMSS10,,1,1
"decay, with the simulation of the detector response, taking into
account the front-end electronics behaviour. The same trigger algorithms used for real data are used
to identify possible interesting events in the simulated sample [8]. Finally, the simulated events
are processed with the same reconstruction programs used for the real data stream. At this stage
the simulated MC events can be easily compared to the calibrated data. A track reconstruction
algorithm is applied both to data and MC events. In this work only a track reconstruction code
(""JGandalf"" [9]) is considered, which is speciﬁcally designed to reconstruct atmospheric muons
and muons induced by neutrinos.",10,NimbusRomNo9L-Regu,,677,100
3. Data vs MC comparisons,11,NimbusRomNo9L-Medi,,25,25
