text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"n
u",10,Times-Roman,,3,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"6
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
m,15,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
l,5,Times-Roman,,1,1
p,10,Times-Roman,,1,1
.,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
c,8,Times-Roman,,1,1
i,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
"y
h
p",10,Times-Roman,,5,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
2
2
7
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
1,10,Times-Roman,,1,1
0,10,Times-Roman,,1,1
"1
2",10,Times-Roman,,3,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–17 (2021)",7,TeXGyreTermesX-Regular,,13,13
Preprint 29 June 2021,7,TeXGyreTermesX-Regular,,21,21
Compiled using MNRAS L,7,TeXGyreTermesX-Regular,,22,22
A,6,TeXGyreTermesX-Regular,,1,1
TEX style ﬁle v3.0,7,TeXGyreTermesX-Regular,,18,18
Dissipation in weakly collisional plasmas,15,TeXGyreTermesX-Bold,,41,41
O. Pezzi,11,TeXGyreTermesX-Regular,,8,8
ID,4,TeXGyreAdventor-Regular,,2,2
1,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
★,8,NewTXMI,,1,1
", H. Liang",11,TeXGyreTermesX-Regular,,10,10
ID,4,TeXGyreAdventor-Regular,,2,2
