text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
2
0
8
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
MNRAS,7,CMR8,,5,5
000,7,CMB10,,3,3
", 1–19 (2020)",7,CMR8,,13,13
Preprint 5 January 2021,7,CMR8,,23,23
Compiled using MNRAS L,7,CMR8,,22,22
A,5,CMR6,,1,1
TEX style ﬁle v3.0,7,CMR8,,18,18
"Estimation of the size and structure of the broad line region using
Bayesian approach",17,CMB10,,85,67
Amit Kumar Mandal,14,CMR12,,17,17
1,9,CMR10,,1,1
",",9,CMMI10,,1,1
2,9,CMR10,,1,1
,9,CMMI10,,0,0
", Suvendu Rakshit",14,CMR12,,17,17
3,9,CMR10,,1,1
",",9,CMMI10,,1,1
4,9,CMR10,,1,1
", C. S. Stalin",14,CMR12,,14,14
2,9,CMR10,,1,1
",
R. G. Petrov",14,CMR12,,14,12
5,9,CMR10,,1,1
", Blesson Mathew",14,CMR12,,16,16
1,9,CMR10,,1,1
", Ram Sagar",14,CMR12,,11,11
2,9,CMR10,,1,1
1,5,CMR6,,1,1
"Department of Physics, CHRIST (Deemed to be University), Hosur Road, Bangalore 560 029, India",7,CMTI8,,93,93
2,5,CMR6,,1,1
