text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
,5,Times-Roman,,0,0
2,9,Times-Roman,,1,1
1,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
5
2
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Alkali metals in white dwarf atmospheres as tracers of
ancient planetary crusts",17,NimbusSanL-Bold,,79,54
Mark A. Hollands,11,NimbusRomNo9L-Regu,,16,16
1,7,CMR8,,1,1
,11,CMMI12,,0,0
", Pier-Emmanuel Tremblay",11,NimbusRomNo9L-Regu,,24,24
1,7,CMR8,,1,1
", Boris T. G¨ansicke",11,NimbusRomNo9L-Regu,,20,20
1,7,CMR8,,1,1
",",7,CMMI8,,1,1
2,7,CMR8,,1,1
", Detlev Koester",11,NimbusRomNo9L-Regu,,16,16
3,7,CMR8,,1,1
",",11,NimbusRomNo9L-Regu,,1,1
Nicola Pietro Gentile-Fusillo,11,NimbusRomNo9L-Regu,,29,29
4,7,CMR8,,1,1
1,7,CMR8,,1,1
"Department of Physics, The University of Warwick, Coventry, CV4 7AL, UK",11,NimbusRomNo9L-Regu-Slant_167,,71,71
2,7,CMR8,,1,1
"Centre for Exoplanets and Habitability, University of Warwick, Coventry, CV4 7AL, UK",11,NimbusRomNo9L-Regu-Slant_167,,84,84
3,7,CMR8,,1,1
