text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. Zoutendijk_Eridanus2-proﬁle
June 15, 2021",9,NimbusRomNo9L-Regu,,56,42
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"n
u",10,Times-Roman,,3,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"4
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
v
3
5
2
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
The MUSE-Faint survey,16,NimbusSanL-Bold,,21,21
II. The dark matter–density proﬁle of the ultra-faint dwarf galaxy Eridanus 2,13,NimbusSanL-Bold,,77,77
,9,rtxbmi,,0,0
Sebastiaan L. Zoutendijk,10,NimbusRomNo9L-Regu,,24,24
1,7,NimbusRomNo9L-Regu,,1,1
", Jarle Brinchmann",10,NimbusRomNo9L-Regu,,18,18
2,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
1,7,NimbusRomNo9L-Regu,,1,1
", Nicolas F. Bouché",10,NimbusRomNo9L-Regu,,19,19
3,7,NimbusRomNo9L-Regu,,1,1
", Mark den Brok",10,NimbusRomNo9L-Regu,,15,15
4,7,NimbusRomNo9L-Regu,,1,1
", Davor Krajnovi´c",10,NimbusRomNo9L-Regu,,18,18
4,7,NimbusRomNo9L-Regu,,1,1
", Konrad
Kuijken",10,NimbusRomNo9L-Regu,,16,8
1,7,NimbusRomNo9L-Regu,,1,1
", Michael V. Maseda",10,NimbusRomNo9L-Regu,,19,19
1,7,NimbusRomNo9L-Regu,,1,1
", and Joop Schaye",10,NimbusRomNo9L-Regu,,17,17
1,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Leiden Observatory, Leiden University, P.O. Box 9513, 2300 RA Leiden, The Netherlands",8,NimbusRomNo9L-Regu,,85,85
