text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"g
u",10,Times-Roman,,3,1
A,14,Times-Roman,,1,1
,5,Times-Roman,,0,0
"0
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
v
4
5
9
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Dispersion of Light Traveling through the Interstellar Space,
Induced and Intrinsic Lorentz Invariance Violation",17,CMBX12,,112,61
I. Brevik,11,CMBX12,,9,9
"a,",7,CMMI8,,2,2
∗,7,SFRM0800,,1,1
",",11,CMR12,,1,1
M. Chaichian,11,CMBX12,,12,12
"b,",7,CMMI8,,2,2
†,7,SFRM0800,,1,1
and,11,CMR12,,3,3
M. Oksanen,11,CMBX12,,10,10
"b,",7,CMMI8,,2,2
‡,7,SFRM0800,,1,1
a,7,CMMI8,,1,1
"Department of Energy and Process Engineering, Norwegian University of Science and Technology,
N-7491 Trondheim, Norway",11,CMTI12,,118,93
b,7,CMMI8,,1,1
"Department of Physics, University of Helsinki, P.O.Box 64, FI-00014 Helsinki, Finland",11,CMTI12,,85,85
Abstract,14,CMBX12,,8,8
1,14,CMBX12,,1,1
Introduction,14,CMBX12,,12,12
Theoretical models and experimental observations sug-,9,CMR10,,53,53
gest that gamma-ray bursts (GRB) and high-energy neu-,9,CMR10,,53,53
