text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 5, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
Optical variability power spectrum analysis of blazar sources on intranight timescales,9,CMBX10,,86,86
1,5,CMR6,,1,1
"Astronomical Observatory of the Jagiellonian University, Orla 171, 30-244 Krakow, Poland",7,CMTI8,,88,88
Arti Goyal,8,CMCSC10,,10,10
1,5,CMCSC10,,1,1
(Received; Revised; Accepted),8,CMR9,,29,29
Submitted to ApJ,9,CMR10,,16,16
ABSTRACT,9,CMR10,,8,8
"We report the ﬁrst results of a systematic investigation to characterize blazar variability power
spectral densities (PSDs) at optical frequencies using densely sampled (5–15 minutes integration time),
high photometric accuracy (",9,CMR10,,229,103
,9,MSAM10,,0,0
"0.2–0.5%) R-band intranight light curves, covering timescales ranging",9,CMR10,,69,69
from several hours to,9,CMR10,,21,21
∼,9,CMSY10,,1,1
"15 minutes. Our sample consists of 14 optically bright blazars, including nine BL
Lacertae objects (BL Lacs) and ﬁve ﬂat-spectrum radio quasars (FSRQs) which have shown statistically
signiﬁcant variability during 29 monitoring sessions. We model the intranight PSDs as simple power–
laws and derive the best-ﬁt slope along with uncertainty using the ‘power spectral response’ method.
Our main results are the following: (1) on 19 out of 29 monitoring sessions, the intranight PSDs show
an acceptable ﬁt to simple power-laws at the rejection conﬁdence",9,CMR10,,550,101
≤,9,CMSY10,,1,1
"90%; (2) for these 19 instances, the
PSD slopes show a large range from 1.4 to 4.0, consistent with statistical characters of red (slope",9,CMR10,,136,99
∼,9,CMSY10,,1,1
"2)
and black (slope",9,CMR10,,19,16
≥,9,CMSY10,,1,1
"3) noise stochastic processes; (3) the average PSD slopes for the BL Lacs and FSRQs
are indistinguishable from one another; (4) the normalization of intranight PSDs for individual blazar
sources which were monitored on more than one occasion turns out to be consistent with one another
with a few exceptions. The average PSD slope, 2.9",9,CMR10,,335,102
±,9,CMSY10,,1,1
0.3 (1,9,CMR10,,6,6
σ,9,CMMI10,,1,1
"uncertainty) is steeper than the red-noise
type character of variability found on longer timescales (many decades to days), indicative of a cutoﬀ in
the variability spectrum on timescales around a few days at the synchrotron frequencies of the emission
spectrum.",9,CMR10,,262,105
Keywords:,9,CMTI10,,9,9
Galaxies:active–galaxies:jets–acceleration of particles–radiation mechanisms: non-thermal,9,CMR10,,89,89
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
"Intense emission and rapid ﬂux variability provide
important clues to understand the underlying physi-",9,CMR10,,102,51
