text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
6,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
4
5
4
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Draft version January 7, 2021",9,CMCSC10,,29,29
Typeset using L,9,CMR10,,15,15
A,6,CMR7,,1,1
TEX,9,CMR10,,3,3
manuscript,9,CMBX10,,10,10
style in AASTeX63,9,CMR10,,17,17
Trigonometric Parallaxes of Four Star-forming Regions in the Distant Inner Galaxy,11,CMBX12,,81,81
"Y. Xu,",10,CMCSC10,,6,6
1,7,CMCSC10,,1,1
"S. B. Bian,",10,CMCSC10,,11,11
"1, 2",7,CMCSC10,,4,4
"M. J. Reid,",10,CMCSC10,,11,11
3,7,CMCSC10,,1,1
"J. J. Li,",10,CMCSC10,,9,9
1,7,CMCSC10,,1,1
"K. M. Menten,",10,CMCSC10,,13,13
4,7,CMCSC10,,1,1
"T. M. Dame,",10,CMCSC10,,11,11
3,7,CMCSC10,,1,1
"B. Zhang,",10,CMCSC10,,9,9
5,7,CMCSC10,,1,1
"A. Brunthaler,",10,CMCSC10,,14,14
4,7,CMCSC10,,1,1
"Y. W. Wu,",10,CMCSC10,,9,9
6,7,CMCSC10,,1,1
"L. Moscadelli,",10,CMCSC10,,14,14
7,7,CMCSC10,,1,1
