text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
MNRAS,7,CMR8,,5,5
000,7,CMB10,,3,3
", 1–5 (2015)",7,CMR8,,12,12
Preprint 5 January 2021,7,CMR8,,23,23
Compiled using MNRAS L,7,CMR8,,22,22
A,5,CMR6,,1,1
TEX style ﬁle v3.0,7,CMR8,,18,18
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
8
1
5
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Spin evolution of neutron stars in two modes: implication for
millisecond pulsars",15,CMB10,,81,61
Sudip Bhattacharyya,11,CMR12,,19,19
⋆,7,CMMI8,,1,1
"Department of Astronomy and Astrophysics, Tata Institute of Fundamental Research, Mumbai 400005, India",7,CMTI8,,102,102
Accepted 2020 December 30. Received 2020 December 29; in original form 2020 November 26,7,CMR8,,87,87
ABSTRACT,8,CMB10,,8,8
An understanding of spin frequency (,9,CMR10,,36,36
ν,9,CMMI10,,1,1
") evolution of neutron stars in the low-mass X-ray binary (LMXB) phase is
essential to explain the observed",9,CMR10,,107,73
ν,9,CMMI10,,1,1
"-distribution of millisecond pulsars (MSPs), and to probe the stellar and binary
physics, including the possibility of continuous gravitational wave emission. Here, using numerical computations we
conclude that",9,CMR10,,210,115
ν,9,CMMI10,,1,1
"can evolve in two distinctly diﬀerent modes, as",9,CMR10,,47,47
ν,9,CMMI10,,1,1
may approach a lower spin equilibrium value (,9,CMR10,,45,45
ν,9,CMMI10,,1,1
eq,6,CMR7,,2,2
",",6,CMMI7,,1,1
per,6,CMR7,,3,3
),9,CMR10,,1,1
for persistent accretion for a long-term average accretion rate (,9,CMR10,,65,65
˙,9,CMR10,,1,1
M,9,CMMI10,,1,1
av,6,CMR7,,2,2
) greater than a critical limit (,9,CMR10,,33,33
˙,9,CMR10,,1,1
M,9,CMMI10,,1,1
av,6,CMR7,,2,2
",",6,CMMI7,,1,1
crit,6,CMR7,,4,4
"), and may
˙",9,CMR10,,12,10
M,9,CMMI10,,1,1
av,6,CMR7,,2,2
<,9,CMMI10,,1,1
˙,9,CMR10,,1,1
M,9,CMMI10,,1,1
av,6,CMR7,,2,2
",",6,CMMI7,,1,1
crit,6,CMR7,,4,4
". For example,
approach a higher eﬀective spin equilibrium value (",9,CMR10,,66,51
ν,9,CMMI10,,1,1
eq,6,CMR7,,2,2
",",6,CMMI7,,1,1
eﬀ,6,CMR7,,2,2
") for transient accretion for
when ˙",9,CMR10,,36,29
M,9,CMMI10,,1,1
av,6,CMR7,,2,2
falls below ˙,9,CMR10,,13,13
M,9,CMMI10,,1,1
av,6,CMR7,,2,2
",",6,CMMI7,,1,1
crit,6,CMR7,,4,4
"for an initially persistent source,",9,CMR10,,35,35
ν,9,CMMI10,,1,1
"increases considerably due to transient accretion,
˙",9,CMR10,,52,50
M,9,CMMI10,,1,1
av,6,CMR7,,2,2
"to
which is counterintuitive. We also ﬁnd that, contrary to what was suggested, a fast or sudden decrease of
zero in the last part of the LMXB phase is not essential for the genesis of spin-powered MSPs, and neutron stars
˙",9,CMR10,,223,112
M,9,CMMI10,,1,1
av,6,CMR7,,2,2
-decreasing phase. Our ﬁndings imply that the traditional way of,9,CMR10,,64,64
ν,9,CMMI10,,1,1
"-evolution computation
could spin up in this
is inadequate in most cases, even for initially persistent sources, and may not even correctly estimate whether",9,CMR10,,156,111
ν,9,CMMI10,,1,1
increases or decreases.,9,CMR10,,23,23
Key words:,9,CMB10,,10,10
"accretion, accretion discs — methods: numerical — pulsars: general — stars: neutron — stars: rotation
— X-rays: binaries",9,CMR10,,120,101
1 INTRODUCTION,8,CMB10,,14,14
"A rapidly spinning neutron star, with a measured spin",8,CMR9,,53,53
>,8,CMMI9,,1,1
"100 Hz, is typically known as a mil-
frequency (",8,CMR9,,48,36
ν,8,CMMI9,,1,1
) of,8,CMR9,,4,4
∼,8,CMSY9,,1,1
"Bhattacharya & van den Heuvel
(MSP;
lisecond pulsar
1991). Such a star is believed to be spun up in its low-mass
X-ray binary (LMXB) phase, due to the angular momentum
transfer by the matter accreted from the companion donor
star (Radhakrishnan & Srinivasan 1982; Alpar et al. 1982;",8,CMR9,,282,60
"Wijnands & van der Klis
1998; Chakrabarty & Morgan
1998; Archibald et al. 2009; Papitto et al. 2013; Bassa et al.
2014). A subset of neutron stars in the LMXB phase are
observed as accretion-powered millisecond X-ray pulsars
(AMXPs; Patruno & Watts 2012; Salvo & Sanna 2020, and
references therein) and nuclear-powered millisecond X-ray
pulsars (NMXPs; Watts 2012; Bhattacharyya 2020a, and
references therein), and after this phase some of the stars
manifest themselves as spin-powered millisecond pulsars
(Bhattacharya & van den Heuvel 1991).",8,CMR9,,543,62
The neutron star spin evolution can happen by accre-,8,CMR9,,52,52
"tion related spin-up and spin-down torques and by elec-
tromagnetic (EM) and gravitational wave (GW) spin-down
torques (e.g., Bildsten 1998; Bhattacharyya & Chakrabarty
2017; Haskell & Patruno 2017; Bhattacharyya 2017, 2020b;
Chen 2020). Hence, the observed",8,CMR9,,257,57
ν,8,CMMI9,,1,1
-value distribution of,8,CMR9,,22,22
⋆,5,CMMI6,,1,1
E-mail: sudip@tifr.res.in,7,CMR8,,25,25
©,7,SFRM0800,,1,1
2015 The Authors,7,CMR8,,16,16
"MSPs can be very useful to probe the properties and evo-
lution of neutron stars and their binary systems, the stel-
lar magnetospheric emission and pulsar wind, which give
rise to the EM torque, and a plausible stellar ellipticty,
which should give rise to the GW torque. Two notable
observational aspects of this distribution are it cuts oﬀ
sharply
730 Hz (Chakrabarty et al. 2003; Patruno 2010;
Ferrario & Wickramasinghe 2007) and MSPs in LMXBs ap-",8,CMR9,,451,59
pear to have overall higher,8,CMR9,,27,27
ν,8,CMMI9,,1,1
"-values than the post-LMXB
phase spin-powered MSPs (Tauris 2012; Papitto et al. 2014;
Patruno et al. 2017). Note that one needs to understand such
observed aspects of the",8,CMR9,,170,60
ν,8,CMMI9,,1,1
"-value distribution in order to use it
as a tool to probe the physics of neutron stars and binaries.",8,CMR9,,100,61
∼,8,CMSY9,,1,1
The,8,CMR9,,3,3
ν,8,CMMI9,,1,1
"-value distribution is primarily caused by the spin
evolution in the LMXB phase, which is generally explained
in terms of the spin equilibrium frequency (",8,CMR9,,154,57
ν,8,CMMI9,,1,1
eq,5,CMR6,,2,2
") for persistent
accretion, as we brieﬂy describe below. Note that ‘persistent",8,CMR9,,78,61
accretion’ implies that the source does not show alternate,8,CMR9,,58,58
"outburst and quiescent cycles with a timescale of months
to years as observed from transients (Lin et al. 2019), but
the long-term average accretion rate ( ˙",8,CMR9,,157,59
M,8,CMMI9,,1,1
av,5,CMR6,,2,2
") can evolve with a
timescale of
a hundred million years or more. An accreting
neutron star in the LMXB phase spins up and spins down",8,CMR9,,133,54
"due to the accretion through the stellar magnetosphere. The
magnetosphere can stop a thin, Keplerian disc at the magne-",8,CMR9,,119,59
∼,8,CMSY9,,1,1
2,11,CMR12,,1,1
Bhattacharyya,11,CMTI12,,13,13
"tospheric radius (e.g., Wang 1996)",8,CMR9,,34,34
r,8,CMMI9,,1,1
m,5,CMR6,,1,1
=,8,CMR9,,1,1
ξ,8,CMMI9,,1,1
µ,8,CMMI9,,1,1
4,5,CMR6,,1,1
2,8,CMR9,,1,1
GM,8,CMMI9,,2,2
˙,8,CMR9,,1,1
M,8,CMMI9,,1,1
2,5,CMR6,,1,1
,8,CMEX9,,0,0
,8,CMEX9,,0,0
1,5,CMR6,,1,1
/,5,CMMI6,,1,1
7,5,CMR6,,1,1
",",8,CMMI9,,1,1
(1),8,CMR9,,3,3
(2),8,CMR9,,3,3
where,8,CMR9,,5,5
µ,8,CMMI9,,1,1
(=,8,CMR9,,2,2
BR,8,CMMI9,,2,2
3,5,CMR6,,1,1
") is the neutron star magnetic dipole mo-
ment,",8,CMR9,,47,41
B,8,CMMI9,,1,1
"is the stellar surface dipole magnetic ﬁeld,",8,CMR9,,44,44
M,8,CMMI9,,1,1
and,8,CMR9,,3,3
R,8,CMMI9,,1,1
˙,8,CMR9,,1,1
M,8,CMMI9,,1,1
"is the instan-
are the stellar mass and radius respectively,
taneous accretion rate and",8,CMR9,,87,45
ξ,8,CMMI9,,1,1
"is an order of unity constant.
Note that, for persistent accretion, we consider ˙",8,CMR9,,81,50
M,8,CMMI9,,1,1
= ˙,8,CMR9,,3,3
M,8,CMMI9,,1,1
av,5,CMR6,,2,2
". In
the accretion phase,",8,CMR9,,25,20
r,8,CMMI9,,1,1
m,5,CMR6,,1,1
is less than the light-cylinder radius,8,CMR9,,38,38
r,8,CMMI9,,1,1
lc,5,CMR6,,2,2
(=,8,CMR9,,2,2
c/,8,CMMI9,,2,2
2,8,CMR9,,1,1
πν,8,CMMI9,,2,2
) and the corotation radius,8,CMR9,,27,27
r,8,CMMI9,,1,1
co,5,CMR6,,2,2
", given by",8,CMR9,,10,10
r,8,CMMI9,,1,1
co,5,CMR6,,2,2
=,8,CMR9,,1,1
1,5,CMR6,,1,1
/,5,CMMI6,,1,1
3,5,CMR6,,1,1
",",8,CMMI9,,1,1
GM,8,CMMI9,,2,2
4,8,CMR9,,1,1
π,8,CMMI9,,1,1
2,5,CMR6,,1,1
ν,8,CMMI9,,1,1
2,5,CMR6,,1,1
,8,CMEX9,,0,0
,8,CMEX9,,0,0
"and matter and angular momentum are transferred to the
neutron star. On the other hand, in the propeller phase (",8,CMR9,,112,57
r,8,CMMI9,,1,1
co,5,CMR6,,2,2
"<
r",8,CMMI9,,3,1
m,5,CMR6,,1,1
< r,8,CMMI9,,3,3
lc,5,CMR6,,2,2
"), the accreted matter is at least partially driven
away from the system, and the star loses angular momentum
(see Watts 2012; Bhattacharyya & Chakrabarty 2017). In",8,CMR9,,164,57
"the accretion phase, the star spins up and hence",8,CMR9,,48,48
r,8,CMMI9,,1,1
co,5,CMR6,,2,2
"decreases,
and in the propeller phase, the star spins down and hence",8,CMR9,,68,57
r,8,CMMI9,,1,1
co,5,CMR6,,2,2
"increases. Therefore,",8,CMR9,,21,21
r,8,CMMI9,,1,1
co,5,CMR6,,2,2
approaches,8,CMR9,,10,10
r,8,CMMI9,,1,1
m,5,CMR6,,1,1
", and the neutron star
reaches the spin equilibrium for",8,CMR9,,55,32
r,8,CMMI9,,1,1
co,5,CMR6,,2,2
=,8,CMR9,,1,1
r,8,CMMI9,,1,1
m,5,CMR6,,1,1
", with",8,CMR9,,6,6
ν,8,CMMI9,,1,1
"attaining
the spin equilibrium frequency:",8,CMR9,,41,31
ν,8,CMMI9,,1,1
eq,5,CMR6,,2,2
=,8,CMR9,,1,1
"1
2",8,CMR9,,3,1
π,8,CMMI9,,1,1
r,8,CMEX9,,1,1
"GM
r",8,CMMI9,,4,2
"3
m",5,CMR6,,3,1
=,8,CMR9,,1,1
"1
2",8,CMR9,,3,1
11,5,CMR6,,2,2
/,5,CMMI6,,1,1
14,5,CMR6,,2,2
πξ,8,CMMI9,,2,2
3,5,CMR6,,1,1
/,5,CMMI6,,1,1
2,5,CMR6,,1,1
G,8,CMMI9,,1,1
5,5,CMR6,,1,1
M,8,CMMI9,,1,1
