text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Review,9,URWPalladioL-Ital,,6,6
Quantum String Cosmology,17,URWPalladioL-Bold,,24,24
Maurizio Gasperini,9,URWPalladioL-Bold,,18,18
"1,2",7,URWPalladioL-Bold,,3,3
1,6,URWPalladioL-Roma,,1,1
"Dipartimento di Fisica, Università di Bari, Via G. Amendola 173, 70126 Bari, Italy",8,URWPalladioL-Roma,,82,82
2,6,URWPalladioL-Roma,,1,1
"Istituto Nazionale di Fisica Nucleare, Sezione di Bari, Italy",8,URWPalladioL-Roma,,61,61
"Version January 15, 2021 submitted to Universe",8,URWPalladioL-Roma,,46,46
Abstract:,9,URWPalladioL-Bold,,9,9
"We present a short review of possible applications of the Wheeler-De Witt equation to
cosmological models based on the low-energy string effective action, and characterised by an initial
regime of asymptotically ﬂat, low energy, weak coupling evolution. Considering in particular a class of
duality-related (but classically disconnected) background solutions, we shall discuss the possibility of",9,URWPalladioL-Roma,,395,104
"quantum transitions between the phases of pre-big bang and post-big bang evolution. We will show that
it is possible, in such a context, to represent the birth of our Universe as a quantum process of tunneling
or “anti-tunneling” from an initial state asymptotically approaching the string perturbative vacuum.",9,URWPalladioL-Roma,,310,107
Keywords:,9,URWPalladioL-Bold,,9,9
string cosmology; quantum cosmology; Wheeler-De Witt equation.,9,URWPalladioL-Roma,,62,62
To appear in,9,URWPalladioL-Bold,,12,12
the Special Issue on,9,URWPalladioL-Roma,,20,20
"“Quantum Cosmology""",9,URWPalladioL-Ital,,19,19
", edited by Paulo Vargas Moniz
(",9,URWPalladioL-Roma,,32,30
Universe,9,URWPalladioL-Ital,,8,8
", MDPI, 2021).",9,URWPalladioL-Roma,,14,14
Preprint,9,URWPalladioL-Bold,,8,8
: BA-TH/802-20,9,URWPalladioL-Roma,,14,14
Availabe at,9,URWPalladioL-Bold,,11,11
: https://doi.org/10.3390/universe7010014,9,URWPalladioL-Roma,,41,41
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
c,8,Times-Roman,,1,1
q,10,Times-Roman,,1,1
"-
r",6,Times-Roman,,3,1
g,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
0
7
0
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Submitted to,7,URWPalladioL-Roma,,12,12
Universe,7,URWPalladioL-Ital,,8,8
", pages 1 – 16",7,URWPalladioL-Roma,,14,14
www.mdpi.com/journal/universe,7,URWPalladioL-Roma,,29,29
"Version January 15, 2021 submitted to",7,URWPalladioL-Roma,,37,37
Universe,7,URWPalladioL-Ital,,8,8
2 of 16,7,URWPalladioL-Roma,,7,7
1. Introduction,9,URWPalladioL-Bold,,15,15
"In the standard cosmological context the Universe is expected to emerge from the big bang singularity
and to evolve initially through a phase of very high curvature and density, well inside the quantum gravity
regime. Quantum cosmology, in that context, turns out to be a quite appropriate formalism to describe the
“birth of our Universe”, possibly in a state approaching the de Sitter geometric conﬁguration typical of
inﬂation (see, e.g., [1] for a review).",9,URWPalladioL-Roma,,460,107
"In the context of string cosmology, in contrast, there are scenarios where the Universe emerges from a
state satisfying the postulate of “asymptotic past triviality” [2] (see [3] for a recent discussion): in that case
the initial phase is classical, with a curvature and a density very small in string (or Planck) units. Even in
that case, however, the transition to the decelerated radiation-dominated evolution, typical of standard
cosmology, is expected to occur after crossing a regime of very high-curvature and strong coupling. The
birth of our Universe, regarded as the beginning of the standard cosmological state, corresponds in that
case to the transition (or “bounce”) from the phase of growing to decreasing curvature, and even in that
case can be described by using quantum cosmology methods, like for a Universe emerging from an initial",9,URWPalladioL-Roma,,850,114
singularity.,9,URWPalladioL-Roma,,12,12
"There is, however, a crucial difference between a quantum description of the “big bang” and of the
“big bounce”: indeed, the bounce is preceded by a long period of low-energy, classical evolution, while the
standard big bang picture implies that the space-time dynamics suddenly ends at the singularity, with no
classical description at previous epochs (actually, there are no “previous” epochs, as the time coordinate
itself ends at the singularity). In that context the initial state of the Universe is unknown, and has to be
ﬁxed through some ad hoc prescription: hence, different choices for the initial boundary conditions are in
principle allowed [4–9], leading in general to different quantum pictures for the very early cosmological
evolution. Such an approach, based in particular on “no-boundary” initial conditions, has been recently
applied also to the ekpyrotic scenario [10], leading to the production of ekpyrotic instantons [11,12]. In
the class of string cosmology models considered in this paper, in contrast, the initial state is uniquely
determined by a ﬁxed choice of pre-big bang (or pre-bounce) evolution (see, e.g., [13–17]), which starts
asymptotically from the string perturbative vacuum and which, in this way, unambiguously determines
the initial “wave function” of the Universe and the subsequent transition probabilities.",9,URWPalladioL-Roma,,1351,108
"In this paper we report the results of previous works, based on the study of the Wheeler–De Witt
(WDW) equation [18,19] in the “minisuperspace” associated with a class of cosmological backgrounds
compatible with the dynamics the low-energy string effective action [20–26]. It is possible, in such a context,
to obtain a non-vanishing transition probability between two different geometrical conﬁgurations—in",9,URWPalladioL-Roma,,407,111
"particular, from a pre-big bang to a post-big bang state—even if they are classically disconnected by a",9,URWPalladioL-Roma,,103,103
"space-time singularity. There is no need, to this purpose, of adding higher-order string-theory contributions
(like",9,URWPalladioL-Roma,,115,109
α,9,PazoMath-Italic,,1,1
,7,CMSY10,,0,0
"and loop corrections) to the WDW equation, except those possibly encoded into an effective
(non-local) dilaton potential (but see [27,28] for high-curvature contributions to the WDW equation). It
will be shown, also, that there are no problems of operator ordering in the WDW equation, as the ordering
is automatically ﬁxed by the duality symmetry of the effective action. Other possible problems—of
conceptual nature and typical of the WDW approach to quantum cosmology—however, remain, like
the the validity of a probabilistic interpretation of the wave function [29], the existence and the possible
meaning of a semiclassical limit [30], the unambiguous identiﬁcation of a time-like coordinate in superspace
(see however [23], and see [31] for a recent discussion).",9,URWPalladioL-Roma,,768,108
"Let us stress that this review is dedicated in particular to string cosmology backgrounds of the
pre-big bang type, and limited to a class of spatially homogeneous geometries. It should be recalled,
however, that there are other important works in a quantum cosmology context which are also directly
(or indirectly) related to the string effective action, and which are applied to more general classes of",9,URWPalladioL-Roma,,404,104
"Version January 15, 2021 submitted to",7,URWPalladioL-Roma,,37,37
Universe,7,URWPalladioL-Ital,,8,8
3 of 16,7,URWPalladioL-Roma,,7,7
"background geometries not necessarily characterised by spatial Abelian isometries, and not necessarily
emerging from the string vacuum.",9,URWPalladioL-Roma,,135,102
