text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Time dependent signatures of core-collapse supernova neutrinos at HALO,11,CMBX12,,70,70
"SLAC-PUB-17582, N3AS-21-002",8,CMR9,,27,27
"B. Ekinci,",9,CMR10,,10,10
"1,",6,CMR7,,2,2
∗,6,CMSY7,,1,1
"Y. Pehlivan,",9,CMR10,,12,12
"1,",6,CMR7,,2,2
†,6,CMSY7,,1,1
and Amol V. Patwardhan,9,CMR10,,22,22
"2,",6,CMR7,,2,2
‡,6,CMSY7,,1,1
1,5,CMR6,,1,1
"Mimar Sinan Fine Arts University, Sisli, Istanbul, 34380, Turkey",8,CMTI9,,64,64
2,5,CMR6,,1,1
"SLAC National Accelerator Laboratory, 2575 Sand Hill Road, Menlo Park, CA, 94025",8,CMTI9,,80,80
"(Dated: February 16, 2021)",8,CMR9,,26,26
"We calculate the response of a lead-based detector, such as the Helium and Lead Observatory
(HALO) or its planned upgrade HALO-1kt to a galactic core-collapse supernova. We pay particular
attention to the time dependence of the reaction rates. All reaction rates decrease as the neutrino
luminosity exponentially drops during the cooling period but the ratio of one-neutron (1n) to two-
neutron (2n) event rates in HALO is independent of this overall decrease. Nevertheless, we ﬁnd that
this ratio still changes with time due to the changing character of neutrino ﬂavor transformations
with the evolving conditions in the supernova. In the case of inverted hierarchy, this is caused by the
fact that the spectral splits become less and less sharp with the decreasing luminosity. In the case
of normal hierarchy, it is caused by the passage of the shock wave through the Mikheyev-Smirnov-
Wolfenstein resonance region. However, in both cases, we ﬁnd that the change in the ratio of 1n to
2n event rates is limited to a few percent.",8,CMR9,,1030,103
"PACS numbers: 14.60.Pq, 95.85.Ry, 97.60.Bw. 95.55.Vj
Keywords: Core collapse supernova, neutrino detection, HALO, collective neutrino oscillations.",7,CMR8,,147,94
I.,8,CMBX9,,2,2
INTRODUCTION,8,CMBX9,,12,12
and neutral-current (NC) reactions,9,CMR10,,34,34
"Based on statistical and observational studies, some-
where between 0",9,CMR10,,69,53
.,9,CMMI10,,1,1
5,9,CMR10,,1,1
−,9,CMSY10,,1,1
"3 supernova explosions should happen
in our galaxy per century [1, 2]. The latest supernova
exploded about 120 years ago [3] but it was not optically
detected because it was buried in dust near the galactic
center. However, with today’s neutrino detection capabil-
ities, the next galactic core-collapse supernova will leave
thousands of events in the neutrino detectors [4, 5] even
if it explodes near the center of the galaxy. The question
of what we can learn about the core-collapse supernovae
and about neutrinos themselves from such a signal is a
prevailing one. A recent review can be found in Ref. [6].
In this paper we are interested in calculating the re-
sponse of a lead-based detector such as HALO or HALO-
1kt to a galactic core-collapse supernova.",9,CMR10,,762,59
1,6,CMR7,,1,1
"Neutrinos and
antineutrinos of all ﬂavors are emitted from a supernova
[7, 8]. These neutrinos undergo ﬂavor evolution after they
thermally decouple from the proto-neutron star at the
center. Besides the ordinary vacuum oscillations, this",9,CMR10,,238,58
"involves collective neutrino oscillations which happen due
to coherent neutrino-neutrino scattering in the inner re-
gions [9–12], and Mikheyev-Smirnov-Wolfenstein (MSW)
resonances due to coherent scattering on background elec-
trons [13–15] in the outer regions. HALO can detect these
neutrinos through charged-current (CC) reactions",9,CMR10,,334,58
ν,9,CMMI10,,1,1
e,6,CMMI7,,1,1
+,9,CMR10,,1,1
208,6,CMR7,,3,3
Pb,9,CMR10,,2,2
−→,9,CMSY10,,2,2
207,6,CMR7,,3,3
Bi +,9,CMR10,,4,4
n,9,CMMI10,,1,1
+,9,CMR10,,1,1
e,9,CMMI10,,1,1
−,6,CMSY7,,1,1
",
ν",9,CMMI10,,3,1
