text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 29, 2021",7,CMCSC10,,30,30
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
8,9,Times-Roman,,1,1
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
8
8
8
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Particle Dynamics in 3D Self-gravitating Disks I: Spirals,9,CMBX10,,57,57
Hans Baehr,8,CMCSC10,,10,10
1,5,CMCSC10,,1,1
and Zhaohuan Zhu,8,CMCSC10,,16,16
1,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"Department of Physics and Astronomy, University of Nevada, Las Vegas, 4505 South Maryland Parkway, Las Vegas, NV 89154, USA",7,CMTI8,,123,123
"(Received January 29, 2021; Revised January 29, 2021; Accepted January 29, 2021)",8,CMR9,,80,80
"ABSTRACT
Spiral arms are distinctive features of many circumstellar disks, observed in scattered light, which
traces the disk surface, millimeter dust emission, which probes the disk midplane, as well as molecular
emission. The two leading explanations for spirals are wakes generated by a massive planet and the
density waves excited by disk self-gravity. We use stratiﬁed 3D hydrodynamic shearing-box simulations
including dust particles and disk self-gravity to investigate how gas and dust spirals in a self-gravitating",9,CMR10,,523,108
"disk depend on the simulation size, the cooling eﬃciency, and the aerodynamics properties of particles.
We ﬁnd that opening angles of spirals are universal (",9,CMR10,,157,103
∼,9,CMSY10,,1,1
10,9,CMR10,,2,2
o,6,CMMI7,,1,1
"), and not signiﬁcantly aﬀected by the size
of the computational domain, the cooling time, or the particle size. In simulations with the biggest
domain, the spirals in the gaseous disk become slightly more open with a higher cooling eﬃciency. Small
dust follows the gaseous spirals very well, while intermediate-sized dust with dimensionless stopping
time (St) close to 1 concentrates to the spirals more and shows stronger spirals. However, large dust
with St",9,CMR10,,460,103
>,9,CMMI10,,1,1
"1 also shows spirals, which is diﬀerent from some previous simulations. We identify that this
is due to the gravity from the gas to the dust component. We show that when St",9,CMR10,,172,93
,9,MSAM10,,0,0
Q,9,CMMI10,,1,1
", the gravitational
force from the gaseous spirals to the dust particles becomes stronger than the particles’ aerodynamic
drag force, so that the gas signiﬁcantly aﬀects these large particles through gravitational interaction.
This has important implications for both spiral observations and planetesimal formation/dynamics.",9,CMR10,,324,104
Keywords:,9,CMTI10,,9,9
protoplanetary disks — turbulence — hydrodynamics,9,CMR10,,49,49
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
"Protoplanetary disks are observed with a number of
features and substructures, from the common rings of
recent surveys (Andrews et al. 2018; Long et al. 2018)
to the less common but equally intriguing spirals (Grady
et al. 2013; P´erez et al. 2016; Huang et al. 2018a; John-
ston et al. 2020), vortices (van der Marel et al. 2013,
2016) and potential warps (Benisty et al. 2015). Spirals
in the gas can be caused by two distinctive mechanisms,",9,CMR10,,443,58
"either by the wakes produced by the superposition of
higher order modes induced by a point source (i.e. a
planet) (Zhu et al. 2015; Dong et al. 2015; Bae & Zhu
2018a,b) or by non-axisymmetric modes of gravitational
instabilities (Lin & Shu 1964; Dong et al. 2016; Lee et al.
2019). Distinguishing between these two sometimes re-
lies on the pitch angle of the spiral arms (Pohl et al.
2015; Hall et al. 2018), the number of arms (Bae & Zhu
2018a,b) or their amplitude (Juh´asz et al. 2015). We
focus on the pitch angle for the ease in comparing and",9,CMR10,,548,59
"Corresponding author: Hans Baehr
hans-paul.baehr@unlv.edu",7,CMR8,,57,32
"constraining this parameter with observations. While
the number of arms is easier to constrain observation-
ally, most disks only show two which is in line with theo-
retical expectations for either cause (Bae & Zhu 2018a).
Due in part to observational constraints, determining
which causes the spirals in images, however, has proven
to be a challenge (Forgan et al. 2018b,a; Ren et al. 2018).
Observations come in three regimes, those which are
observed in light scattered oﬀ the optically thick gas",9,CMR10,,500,59
