text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Solar Physics
DOI: 10.1007/",7,CMR8,,27,13
•••••,7,SFRM0800,,5,5
-,7,CMR8,,1,1
•••,7,SFRM0800,,3,3
-,7,CMR8,,1,1
•••,7,SFRM0800,,3,3
-,7,CMR8,,1,1
••••,7,SFRM0800,,4,4
-,7,CMR8,,1,1
•,7,SFRM0800,,1,1
"Measurements of Solar Diﬀerential Rotation Using
the Century Long Kodaikanal Sunspot Data",11,CMBX12,,89,48
Bibhuti Kumar Jha,9,CMBX10,,17,17
"1,2,3",6,CMBX7,,5,5
Aditya Priyadarshi,9,CMBX10,,18,18
"1,2",6,CMBX7,,3,3
Subhamoy Chaterjee,9,CMBX10,,18,18
5,6,CMBX7,,1,1
Dipankar Banerjee,9,CMBX10,,17,17
"1,2,6",6,CMBX7,,5,5
·,9,CMBSY10,,1,1
·,9,CMBSY10,,1,1
Sudip Mandal,9,CMBX10,,12,12
4,6,CMBX7,,1,1
·,9,CMBSY10,,1,1
·,9,CMBSY10,,1,1
©,7,SFRM0800,,1,1
Springer,7,CMR8,,8,8
••••,7,SFRM0800,,4,4
Abstract,9,CMBX10,,8,8
"The rotational proﬁle of the Sun is considered to be one of the key
inputs in a solar dynamo model. Hence, precise and long-term measurements
of this quantity is important for our understanding of solar magnetism and its
variability. In this study, we use the newly digitized, white light sunspot data",9,CMR10,,301,80
"(1923 – 2011) from Kodaikanal Solar Observatory (KoSO) to derive the solar
rotation proﬁle. An automated correlation based sunspot tracking algorithm is
implemented to measure the rotation parameters,",9,CMR10,,200,77
A,9,CMMI10,,1,1
", the equatorial rotation rate
and",9,CMR10,,34,30
B,9,CMMI10,,1,1
", the latitudinal gradient. Our measurements of",9,CMR10,,47,47
A,9,CMMI10,,1,1
= 14,9,CMR10,,4,4
.,9,CMMI10,,1,1
381,9,CMR10,,3,3
±,9,CMSY10,,1,1
0,9,CMR10,,1,1
.,9,CMMI10,,1,1
004 and,9,CMR10,,7,7
B,9,CMMI10,,1,1
=,9,CMR10,,1,1
−,9,CMSY10,,1,1
2,9,CMR10,,1,1
.,9,CMMI10,,1,1
72,9,CMR10,,2,2
±,9,CMSY10,,1,1
0,9,CMR10,,1,1
.,9,CMMI10,,1,1
"04 compare well with previous studies. In our analysis, we ﬁnd
that the bigger sunspots (with area",9,CMR10,,98,62
>,9,CMMI10,,1,1
400,9,CMR10,,3,3
µ,9,CMMI10,,1,1
"Hem) rotate slower than the smaller
ones. At the same time, we do not ﬁnd any variation in the rotation rates between
activity extremes, i.e solar maxima and minima. Lastly, we employ our tracking
algorithm on the Michelson Doppler Imager (MDI) data and compare the MDI
results with our KoSO values.",9,CMR10,,299,81
"bibhuti.kj@iiap.res.in, maitraibibhu@gmail.com",7,CMR8,,46,46
,12,MarVoSym,,0,0
B. K. Jha,7,CMR8,,9,9
,12,MarVoSym,,0,0
D. Banerjee,7,CMR8,,11,11
dipu@iiap.res.in,7,CMR8,,16,16
1,5,CMR6,,1,1
5,5,CMR6,,1,1
"Indian Institute of Astrophysics, Koramangala, Bangalore 560034, India",7,CMR8,,70,70
2,5,CMR6,,1,1
"Aryabhatta Research Institute of Observational Sciences, Nainital",7,CMR8,,65,65
"263000,Uttarakhand, India",7,CMR8,,25,25
3,5,CMR6,,1,1
"Pondicherry University, Chinna Kalapet, Kalapet, Puducherry 605014, India",7,CMR8,,73,73
4,5,CMR6,,1,1
"Max Planck Institute for Solar System Research, Justus-von-Liebig-Weg 3, D-37077",7,CMR8,,80,80
"G¨ottingen,Germany",7,CMR8,,18,18
"Southwest Research Institute, 1050 Walnut Street #300, Boulder, CO 80302, USA",7,CMR8,,77,77
6,5,CMR6,,1,1
"Center of Excellence in Space Sciences India, IISER Kolkata, Mohanpur 741246,",7,CMR8,,77,77
"West Bengal, India",7,CMR8,,18,18
SOLA: main.tex; 7 January 2021; 1:45; p. 1,7,CMTT8,,42,42
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
6,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
1
4
9
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Keywords:,9,CMBX10,,9,9
"Solar Cycle, Observations; Sunspots, Statistics",9,CMR10,,47,47
B. K. Jha et. al.,7,CMR8,,17,17
1. Introduction,10,CMBX10,,15,15
