text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 5, 2021",9,CMCSC10,,29,29
Typeset using L,9,CMR10,,15,15
A,6,CMR7,,1,1
TEX,9,CMR10,,3,3
preprint,9,CMBX10,,8,8
style in AASTeX63,9,CMR10,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
1
1
9
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Parametric simulation studies on the wave propagation of solar radio emission:
the source size, duration, and position",11,CMBX12,,118,78
"PeiJin Zhang ,",10,CMCSC10,,14,14
"1, 2",7,CMCSC10,,4,4
"ChuanBing Wang ,",10,CMCSC10,,16,16
"1, 2",7,CMCSC10,,4,4
and Eduard P. Kontar,10,CMCSC10,,20,20
3,7,CMCSC10,,1,1
1,6,CMR7,,1,1
"CAS Key Laboratory of Geospace Environment, School of Earth and Space Sciences,
University of Science and Technology of China (USTC), Hefei, Anhui 230026, China",9,CMTI10,,160,80
2,6,CMR7,,1,1
"CAS Center for the Excellence in Comparative Planetology, USTC, Hefei, Anhui 230026, China",9,CMTI10,,90,90
3,6,CMR7,,1,1
"School of Physics and Astronomy, University of Glasgow, Glasgow G12 8QQ, UK",9,CMTI10,,75,75
"(Received October 19, 2020; Revised January 5, 2021; Accepted xxx)",10,CMR10,,66,66
Submitted to xxx,11,CMR12,,16,16
