text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
luminosity relation, where extended clumpy systems become point-source dominated, and also in the available spectra for the
sample. These results allow us to derive the rest-frame UV luminosity function for the SF and AGN-dominated sub-samples.
We ﬁnd the SF-dominated LF is best ﬁt with a double-power law, with a lensed Schechter function being unable to explain the
existence of extremely luminous SF galaxies at",9,TeXGyreTermesX-Regular,,482,123
𝑀,9,NewTXMI,,1,1
UV,7,TeXGyreTermesX-Regular,,2,2
 −,9,txsys,,2,2
23,9,TeXGyreTermesX-Regular,,2,2
.,9,NewTXMI,,1,1
"5. If we identify AGN-dominated sources according to a point-source
morphology criterion we recover the relatively ﬂat faint-end slope of the AGN LF determined in previous studies. If we instead
separate the LF according to the current spectroscopic AGN fraction, we ﬁnd a steeper faint-end slope of",9,TeXGyreTermesX-Regular,,299,126
𝛼,9,NewTXMI,,1,1
=,9,txmiaX,,1,1
−,9,txsys,,1,1
1,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
83,9,TeXGyreTermesX-Regular,,2,2
±,9,txsys,,1,1
0,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
"11.
Using a simple model to predict the rest-frame AGN LF from the",9,TeXGyreTermesX-Regular,,66,62
𝑧,9,NewTXMI,,1,1
=,9,txmiaX,,1,1
"4 galaxy LF we ﬁnd that the increasing impact of host
galaxy light on the measured morphology of faint AGN can explain our observations.",9,TeXGyreTermesX-Regular,,136,82
Key words:,9,TeXGyreTermesX-Bold,,10,10
galaxies: evolution – galaxies: formation – galaxies: high-redshift,9,TeXGyreTermesX-Regular,,67,67
1 INTRODUCTION,8,TeXGyreTermesX-Bold,,14,14
"How supermassive black holes and their host galaxies co-evolve over
cosmic time poses many fundamental questions within Astrophysics.
The detection of luminous quasars at very high redshift (e.g. Fan
et al. 2003; Willott et al. 2010a; Mortlock et al. 2011; Bañados
et al. 2016, 2018; Yang et al. 2020) demonstrates that active black
holes are present less than a Gyr after the Big Bang. Within the
same epoch, the star-forming (SF) galaxy population is known to be",8,TeXGyreTermesX-Regular,,464,67
"building-up rapidly from measurements of the evolving rest-frame
UV luminosity function (LF; e.g. Bouwens et al. 2015; Finkelstein
et al. 2015; Bowler et al. 2020; Ono et al. 2018). Until recently,
the populations of quasars and SF galaxies at redshifts",8,TeXGyreTermesX-Regular,,253,66
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
4,8,TeXGyreTermesX-Regular,,1,1
−,8,txsys,,1,1
"8
have typically been treated as separate, due primarily to the disparate
luminosity space occupied by the current samples. This is despite the
majority of galaxies and quasars at very high-redshifts being selected
based on the same spectral feature in optical/NIR survey data; the
Lyman-continuum and/or the Lyman-",8,TeXGyreTermesX-Regular,,315,71
𝛼,8,NewTXMI,,1,1
"break. The strong Lyman-
break in the spectral energy distribution (SED), which is redshifted
into the optical ﬁlters at",8,TeXGyreTermesX-Regular,,120,68
𝑧,8,NewTXMI,,1,1
,8,txsya,,0,0
3 and near-IR at,8,TeXGyreTermesX-Regular,,16,16
𝑧,8,NewTXMI,,1,1
,8,txsya,,0,0
"7, has allowed large
samples of UV-bright galaxies and AGN",8,TeXGyreTermesX-Regular,,58,37
1,7,TeXGyreTermesX-Regular,,1,1
"to be selected eﬃciently.
In the last decade, the advent of intermediate surveys that probe
areas up to a few hundred square degrees on the sky has led to the",8,TeXGyreTermesX-Regular,,158,66
"ﬁrst samples that bridge both faint AGN as well as bright galaxies,
ﬁlling in a previously unachievable parameter space in volume and
luminosity (Matute et al. 2013; Kashikawa et al. 2015; Matsuoka et al.
2018b; Stevans et al. 2018; Ono et al. 2018; Adams et al. 2020). The
properties of these intermediate luminosity sources are important
for several reasons. Firstly, the existence of very UV bright, highly
star-forming galaxies can challenge models of feedback and dust
obscuration via the inferred steepness of the bright-end of the Lyman-",8,TeXGyreTermesX-Regular,,544,70
"break galaxy (LBG) UV LF (e.g. Bower et al. 2012; Gonzalez-Perez
et al. 2013; Bowler et al. 2014; Dayal et al. 2014; Clay et al. 2015).
Furthermore, the uncertainty in the number of the brightest galaxies
in combination with ‘contamination’ of these samples with faint-
AGN or interloper populations can confuse the interpretation of the
shape and evolution of the galaxy LF (e.g. Bowler et al. 2012; Bian
et al. 2013). Secondly, the determination of the faint-end slope of
the AGN LF is crucial for understanding if these sources played any
signiﬁcant role in reionizing the Universe at",8,TeXGyreTermesX-Regular,,587,70
𝑧,8,NewTXMI,,1,1
,8,txsya,,0,0
"7 (e.g. as advocated
by Giallongo et al. 2015, 2019, see discussion in Parsa et al. 2018).
Thirdly, samples of sources in which the AGN and stellar component
both contribute measurably to the observed light give an insight into
how and when black holes become intricately linked to their host
galaxy (e.g. via measurements of the black-hole to bulge/stellar mass
relation at very high-redshift; Willott et al. 2010b; Venemans et al.
2017).",8,TeXGyreTermesX-Regular,,439,69
★,6,NewTXMI5,,1,1
E-mail: rebecca.bowler@physics.ox.ac.uk,7,TeXGyreTermesX-Regular,,39,39
1,6,TeXGyreTermesX-Regular,,1,1
"In this work we use the more inclusive term AGN rather than quasar
throughout.",7,TeXGyreTermesX-Regular,,78,66
While the rest-frame UV,8,TeXGyreTermesX-Regular,,23,23
𝑧,8,NewTXMI,,1,1
,8,txsys,,0,0
4 AGN LF was ﬁrst measured several,8,TeXGyreTermesX-Regular,,34,34
decades ago (e.g. Warren et al. 1994; Richards et al. 2006; Masters,8,TeXGyreTermesX-Regular,,67,67
©,7,TeXGyreTermes-Regular,,1,1
2020 The Authors,7,TeXGyreTermesX-Regular,,16,16
2,11,TeXGyreTermesX-Regular,,1,1
R. A. A. Bowler et al.,11,TeXGyreTermesX-Italic,,22,22
"et al. 2012; Ikeda et al. 2012), recent surveys have been able to select
larger samples over a wider luminosity range, thus providing greater
precision. In particular, there have been several successful campaigns
to identify fainter sources at",8,TeXGyreTermesX-Regular,,243,72
𝑧,8,NewTXMI,,1,1
≥,8,txsys,,1,1
"4 with surveys such as the Subaru
High-",8,TeXGyreTermesX-Regular,,39,33
𝑧,8,NewTXMI,,1,1
"Exploration of Low-Luminosity Quasars (SHELLQs: Mat-
suoka et al. 2018a), the Infrared Medium Survey (IMS: Kim et al.
2019) and the Hyper-SuprimeCam Stragetic Survey Program (HSC-
SSP; Akiyama et al. 2018). These studies have been able to constrain
the faint-end",8,TeXGyreTermesX-Regular,,262,68
2,7,TeXGyreTermesX-Regular,,1,1
of the AGN LF for the ﬁrst time at,8,TeXGyreTermesX-Regular,,34,34
𝑧,8,NewTXMI,,1,1
,8,txsya,,0,0
"4, however
there remain large discrepancies in the derived faint-end slope which
ranges from",8,TeXGyreTermesX-Regular,,92,69
𝛼,8,NewTXMI,,1,1
 −,8,txsys,,2,2
1,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"3 (Matsuoka et al. 2018b; Akiyama et al. 2018)
to as steep as",8,TeXGyreTermesX-Regular,,61,46
𝛼,8,NewTXMI,,1,1
 −,8,txsys,,2,2
"2 (McGreer et al. 2018; Giallongo et al. 2019;
Shin et al. 2020). A key challenge in the robust determination of the
number density of the lowest luminosity AGN is that faint-ward of
a certain absolute UV magnitude (",8,TeXGyreTermesX-Regular,,216,69
𝑀,8,NewTXMI,,1,1
UV,7,TeXGyreTermesX-Regular,,2,2
 −,8,txsys,,2,2
"23; Stevans et al. 2018;
Ono et al. 2018; Adams et al. 2020), LBGs become overwhelmingly
more numerous. In response, AGN selection methodologies have
typically included a condition that the source must be unresolved in
imaging data, as expected for a source dominated by the central AGN.
Despite this, the very faintest sources targeted by these studies have
shown spectra that are typical of Lyman-break galaxies (e.g. Mat-
suoka et al. 2018b; Kashikawa et al. 2015). Furthermore, as studies
probe fainter AGN in the rest-frame UV, it is unclear how the light
from star-formation might impact the morphology (e.g. Gavignaud
et al. 2006) and hence cause current selection procedures based on
compactness to become incomplete. Thus a more detailed analysis
of the properties of faint-AGN and bright galaxies is required.",8,TeXGyreTermesX-Regular,,819,70
"In Adams et al. (2020) we selected a sample of LBGs and AGN
at",8,TeXGyreTermesX-Regular,,62,59
𝑧,8,NewTXMI,,1,1
,8,txsys,,0,0
"4 from the COSMOS and XMM-LSS deep extragalactic
ﬁelds using a photometric redshift analysis based on the ground-
based optical to NIR photometry. The advantages of this sample over
previous studies are i) we do not impose any condition on source
size or morphology and hence we are complete to both point-sources
and extended galaxies, ii) we exploit the NIR data which results
in a very clean selection of",8,TeXGyreTermesX-Regular,,407,67
𝑧,8,NewTXMI,,1,1
,8,txsys,,0,0
"4 sources and iii) we have used
two of the most widely studied deep ﬁelds where there is wealth
of deep multi-wavelength data and spectroscopy available. Here we
utilise this sample to investigate the properties of objects within
the ‘transition’ regime between bright-AGN and the typical galaxy
population at this redshift. We do this by looking at the morphology
and size of the sources using both the available ground-based and
wide-area",8,TeXGyreTermesX-Regular,,440,68
Hubble Space Telescope,8,TeXGyreTermesX-Italic,,22,22
(,8,TeXGyreTermesX-Regular,,1,1
HST,8,TeXGyreTermesX-Italic,,3,3
") mosaics in COSMOS. In
addition we have compiled publicly available spectra for the sample
and use this to further classify sources. The structure of the paper is",8,TeXGyreTermesX-Regular,,163,71
"as follows. In Section 2 we describe the variety of datasets we use,
and in Section 3 we describe the size measurements and the results
from the available archival spectra of the sample. In Section 4 we
derive the AGN fraction from our data and estimate the separated SF
and AGN-dominated LFs. We discuss our results in 5 and present a
simple empirical model of the AGN LF which we use to interpret
our results in Section 6. We end with conclusions in 7. Throughout
this work we present magnitudes in the AB system (Oke 1974; Oke
& Gunn 1983). The standard concordance cosmology is assumed,
with",8,TeXGyreTermesX-Regular,,595,68
𝐻,8,NewTXMI,,1,1
0,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
70 km s,8,TeXGyreTermesX-Regular,,7,7
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
Mpc,8,TeXGyreTermesX-Regular,,3,3
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
",",8,TeXGyreTermesX-Regular,,1,1
Ω,8,txmiaX,,1,1
m,7,TeXGyreTermesX-Regular,,1,1
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
3 and,8,TeXGyreTermesX-Regular,,5,5
Ω,8,txmiaX,,1,1
Λ,7,txmiaX,,1,1
=,8,txmiaX,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
7. At,8,TeXGyreTermesX-Regular,,5,5
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
2,6,TeXGyreTermesX-Regular,,1,1
"The AGN LF is typically parameterised as a double-power law (DPL) of
the form",7,TeXGyreTermesX-Regular,,77,68
𝜙,7,NewTXMI7,,1,1
∝,7,txsys,,1,1
𝜙,7,NewTXMI7,,1,1
∗,6,txsys,,1,1
/( (,7,txsys,,4,4
𝐿,7,NewTXMI7,,1,1
/,7,txsys,,1,1
𝐿,7,NewTXMI7,,1,1
∗,6,txsys,,1,1
),7,txsys,,1,1
𝛼,6,NewTXMI5,,1,1
+ (,7,txsys,,3,3
𝐿,7,NewTXMI7,,1,1
/,7,txsys,,1,1
𝐿,7,NewTXMI7,,1,1
∗,6,txsys,,1,1
),7,txsys,,1,1
𝛽,6,NewTXMI5,,1,1
),7,txsys,,1,1
". This functional form includes
four free parameters, a bright and faint-end slope (",7,TeXGyreTermesX-Regular,,84,52
𝛽,7,NewTXMI7,,1,1
and,7,TeXGyreTermesX-Regular,,3,3
𝛼,7,NewTXMI7,,1,1
"), a charac-
teristic luminosity (",7,TeXGyreTermesX-Regular,,34,21
𝐿,7,NewTXMI7,,1,1
∗,6,txsys,,1,1
) and normalisation,7,TeXGyreTermesX-Regular,,19,19
𝜙,7,NewTXMI7,,1,1
∗,6,txsys,,1,1
". For ﬁtting the rest-frame
UV LF of LBGs a Schechter function is commonly assumed of the form",7,TeXGyreTermesX-Regular,,94,66
𝜙,7,NewTXMI7,,1,1
∝,7,txsys,,1,1
𝜙,7,NewTXMI7,,1,1
∗,6,txsys,,1,1
(,7,txsys,,1,1
𝐿,7,NewTXMI7,,1,1
/,7,txsys,,1,1
𝐿,7,NewTXMI7,,1,1
∗,6,txsys,,1,1
),7,txsys,,1,1
𝛼,6,NewTXMI5,,1,1
𝑒,7,NewTXMI7,,1,1
−,6,txsys,,1,1
𝐿,6,NewTXMI5,,1,1
/,6,txsys,,1,1
𝐿,6,NewTXMI5,,1,1
∗,5,txsys,,1,1
. For the Schechter function the bright-end slope is,7,TeXGyreTermesX-Regular,,52,52
replaced by an exponential decline bright-ward of,7,TeXGyreTermesX-Regular,,49,49
𝐿,7,NewTXMI7,,1,1
∗,6,txsys,,1,1
.,7,TeXGyreTermesX-Regular,,1,1
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–15 (2020)",7,TeXGyreTermesX-Regular,,13,13
[,8,txsys,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
4,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
4,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
],8,txsys,,1,1
"this cosmology implies that one arcsec corresponds to
physical distances of",8,TeXGyreTermesX-Regular,,75,53
[,8,txsys,,1,1
7,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
7,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
6,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
6,8,TeXGyreTermesX-Regular,,1,1
],8,txsys,,1,1
kpc.,8,TeXGyreTermesX-Regular,,4,4
2 SAMPLE SELECTION AND DATA,8,TeXGyreTermesX-Bold,,27,27
The sample of,8,TeXGyreTermesX-Regular,,13,13
𝑧,8,NewTXMI,,1,1
,8,txsys,,0,0
"4 galaxies and AGN we utilize in this work
was selected in the COSMOS and XMM-LSS deep extragalactic
ﬁelds. The selection was based on a photometric redshift ﬁtting of
the optical to NIR bands (u-band to",8,TeXGyreTermesX-Regular,,203,66
𝐾,8,NewTXMI,,1,1
𝑠,7,NewTXMI7,,1,1
") from the available ground-
based data. In this paper we further include",8,TeXGyreTermesX-Regular,,73,44
HST,8,TeXGyreTermesX-Italic,,3,3
"ACS imaging and
spectroscopic observations available in the public domain.",8,TeXGyreTermesX-Regular,,74,58
2.1 The sample,8,TeXGyreTermesX-Bold,,14,14
The full sample of,8,TeXGyreTermesX-Regular,,18,18
𝑧,8,NewTXMI,,1,1
,8,txsys,,0,0
"4 sources from Adams et al. (2020) consisted
of 20064 (38722) sources in the COSMOS (XMM-LSS) ﬁelds bright-
ward of the 50 percent completeness limit of",8,TeXGyreTermesX-Regular,,152,62
𝑀,8,NewTXMI,,1,1
UV,7,TeXGyreTermesX-Regular,,2,2
 −,8,txsys,,2,2
"20. To be
included in the sample the object must have a best-ﬁtting photometric",8,TeXGyreTermesX-Regular,,79,69
redshift in the range 3,8,TeXGyreTermesX-Regular,,23,23
.,8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
< 𝑧 <,8,NewTXMI,,5,5
4,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
5 with either a galaxy or AGN SED.,8,TeXGyreTermesX-Regular,,34,34
Stars were removed using a relative,8,TeXGyreTermesX-Regular,,35,35
𝜒,8,NewTXMI,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
"cut, such that the galaxy or
AGN template must have a better ﬁt than the stellar model. In this
work we reﬁned this sample using the most up-to-date photometry
in the ﬁelds. We matched the original catalogue with a new",8,TeXGyreTermesX-Regular,,218,66
𝐼,8,NewTXMI,,1,1
"-band
selected catalogue (created in an identical fashion) that included
the deeper HSC DR2 data, and the UltraVISTA DR4 imaging. The
matching process revealed a small number of artefacts that were
removed in the newer HSC release. We also required the objects to
satisfy the selection criterion described above when run on the new
deeper photometry, and be brighter than 15",8,TeXGyreTermesX-Regular,,374,67
𝜎,8,NewTXMI,,1,1
in the ground-based,8,TeXGyreTermesX-Regular,,19,19
𝐼,8,NewTXMI,,1,1
"-
band to ensure a robust morphology analysis. As a result of these steps
we were left with a sample of 15126 (25592) sources in COSMOS
(XMM-LSS). For the morphology analysis we required the sources
to be covered by the",8,TeXGyreTermesX-Regular,,219,71
HST,8,TeXGyreTermesX-Italic,,3,3
"/ACS mosaic in the COSMOS ﬁeld. The
sub-sample covered by this mosaic contained 13848 sources.",8,TeXGyreTermesX-Regular,,94,58
2.2 Imaging data,8,TeXGyreTermesX-Bold,,16,16
Within the COSMOS ﬁeld we used the,8,TeXGyreTermesX-Regular,,34,34
HST,8,TeXGyreTermesX-Italic,,3,3
"/Advanced Camera for
Surveys (ACS) mosaic in the F814W ﬁlter (hereafter",8,TeXGyreTermesX-Regular,,71,50
𝐼,8,NewTXMI,,1,1
814,7,TeXGyreTermesX-Regular,,3,3
": Koeke-
moer et al. 2007; Scoville et al. 2007; Massey et al. 2010). We
obtained 10",8,TeXGyreTermesX-Regular,,84,63
×,8,txsys,,1,1
10 arcsec,8,TeXGyreTermesX-Regular,,9,9
2,7,TeXGyreTermesX-Regular,,1,1
cut-outs,8,TeXGyreTermesX-Regular,,8,8
3,7,TeXGyreTermesX-Regular,,1,1
"from this mosaic for each source
in our COSMOS sample where the ACS data existed (correspond-",8,TeXGyreTermesX-Regular,,93,60
"ing to 96 percent of the sample). The ACS data has a pixel scale
of 0",8,TeXGyreTermesX-Regular,,69,64
.,8,NewTXMI,,1,1
03 arcsec,8,TeXGyreTermesX-Regular,,9,9
/,8,txsys,,1,1
"pix, and a typical point-source full-width-at-half-
maximum (FWHM) of less than 0.1 arcsec. The COSMOS ﬁeld is
uniformly covered to single orbit depth, leading to a 5",8,TeXGyreTermesX-Regular,,166,58
𝜎,8,NewTXMI,,1,1
"depth of 27.0
(0.6 arcsecond diameter aperture). Both the COSMOS and XMM-
LSS ﬁelds contain a wealth of data in the optical and NIR bands. In
this study we measure the rest-frame UV size from the HSC",8,TeXGyreTermesX-Regular,,199,67
𝐼,8,NewTXMI,,1,1
"and
CFHT",8,TeXGyreTermesX-Regular,,8,4
𝑖,8,NewTXMI,,1,1
"-bands. This allowed us to identify any potential systemat-
ics in the size measurement from using data of diﬀerent depth and
seeing. The HSC",8,TeXGyreTermesX-Regular,,141,65
𝐼,8,NewTXMI,,1,1
"-band is available across both ﬁelds, with varying
depth, while the CFHT",8,TeXGyreTermesX-Regular,,72,50
𝑖,8,NewTXMI,,1,1
"-band is uniform in depth but is available
for only a 1 deg",8,TeXGyreTermesX-Regular,,59,42
2,7,TeXGyreTermesX-Regular,,1,1
"subsection of each ﬁeld (Bowler et al. 2020). The
images have a pixel scale of 0",8,TeXGyreTermesX-Regular,,80,49
.,8,NewTXMI,,1,1
15 and 0,8,TeXGyreTermesX-Regular,,8,8
.,8,NewTXMI,,1,1
"2 in COSMOS and XMM-
LSS respectively. The seeing in these bands was approximately 0.65
arcsec.",8,TeXGyreTermesX-Regular,,95,66
3,6,TeXGyreTermesX-Regular,,1,1
"https://irsa.ipac.caltech.edu/data/COSMOS/index_cutouts.
html",7,t1xtt,,61,56
SF to AGN transition at z,11,TeXGyreTermesX-Italic,,25,25
,11,txsys,,0,0
4,11,TeXGyreTermesX-Italic,,1,1
3,11,TeXGyreTermesX-Regular,,1,1
"low-redshift interlopers in COSMOS (XMM-LSS). In COSMOS,
100 percent of the sources in our sample at",8,TeXGyreTermesX-Regular,,100,56
𝑀,8,NewTXMI,,1,1
UV,7,TeXGyreTermesX-Regular,,2,2
<,8,NewTXMI,,1,1
−,8,txsys,,1,1
23,8,TeXGyreTermesX-Regular,,2,2
.,8,NewTXMI,,1,1
"5 are con-
ﬁrmed spectroscopically, partially due to the campaign of Boutsia
et al. (2018). In XMM, we ﬁnd a lower percentage of 42 percent
in the same magnitude range. At the bright-end of our sample the
spectroscopic redshifts come primarily from magnitude limited sur-
veys including the Sloan Digital Sky Survey (SDSS; Eisenstein et al.
2011; Richards et al. 2002), zCOSMOS (Lilly et al. 2007), VIMOS
VLT Deep Survey (VVDS; Le Fèvre et al. 2015) and Primus (Coil
et al. 2011). At the faint-end of our survey the redshifts were obtained
as speciﬁc follow-up for high-redshift galaxies. The ALPINE sample
includes sources from the VIMOS Ultra Deep Survey (VUDS; Le
Fèvre et al. 2015) and Deep Imaging Multi-Object Spectrograph
(DEIMOS; Hasinger et al. 2018) follow-up of high-redshift sources
that are spread over the COSMOS ﬁeld. The VANDELS survey on the
other hand, was limited to a smaller region of the ﬁeld that overlaps
with the",8,TeXGyreTermesX-Regular,,937,72
HST,8,TeXGyreTermesX-Italic,,3,3
"Cosmic Assembly NIR Deep Extragalactic Legacy Sur-
vey (CANDELS; Grogin et al. 2011; Koekemoer et al. 2011) where
extremely deep spectroscopic integrations were performed. Thus the
VANDELS sources extend to fainter magnitudes than in ALPINE.
At the faint-end of the survey",8,TeXGyreTermesX-Regular,,272,66
,8,txsya,,0,0
"2 percent of our sample have been
conﬁrmed as part of these deep spectroscopic surveys. While we
cross-matched our sample to all available spectroscopic redshifts,
we were only able to obtain a subset of reduced spectra depending
on the survey. We extracted all of the publicly available spectra from
SDSS, zCOSMOS, VVDS and VANDELS for further analysis.",8,TeXGyreTermesX-Regular,,354,70
3 RESULTS,8,TeXGyreTermesX-Bold,,9,9
Armed with our sample of,8,TeXGyreTermesX-Regular,,24,24
𝑧,8,NewTXMI,,1,1
,8,txsys,,0,0
"4 sources in the COSMOS and
XMM-LSS ﬁelds, we proceeded to measure their sizes and spectro-
scopic properties. As we are primarily concerned with the objects in
the ‘transition’ regime where AGN and LBGs have similar number
densities, this analysis focuses on the results at",8,TeXGyreTermesX-Regular,,274,68
𝑀,8,NewTXMI,,1,1
UV,7,TeXGyreTermesX-Regular,,2,2
,8,txsya,,0,0
−,8,txsys,,1,1
"22. At
these bright magnitudes we have a larger proportion of spectroscopic
follow-up from magnitude limited surveys and we are able to identify
the source morphology at high S/N in the high-resolution",8,TeXGyreTermesX-Regular,,201,68
HST,8,TeXGyreTermesX-Italic,,3,3
"data
(e.g. even if the source fragments into several clumps the components
are detected individually at",8,TeXGyreTermesX-Regular,,103,69
>,8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
𝜎,8,NewTXMI,,1,1
).,8,TeXGyreTermesX-Regular,,2,2
3.1 Visual morphology,8,TeXGyreTermesX-Bold,,21,21
We ﬁrst visually inspected the,8,TeXGyreTermesX-Regular,,30,30
𝑧,8,NewTXMI,,1,1
,8,txsys,,0,0
"4 sources that had high-resolution
imaging from the COSMOS",8,TeXGyreTermesX-Regular,,58,34
HST,8,TeXGyreTermesX-Italic,,3,3
/ACS,8,TeXGyreTermesX-Regular,,4,4
𝐼,8,NewTXMI,,1,1
814,7,TeXGyreTermesX-Regular,,3,3
"mosaic. In Fig. 2 we
show postage-stamp images of the brightest 30 sources in our sample.
The brightest eight sources have been spectroscopically conﬁrmed as
quasars (see Table A1) and as expected, these sources appear com-
pact. As we go fainter in this sub-sample there is a dramatic change
in the visual morphology, with the appearance of extended, clumpy,
sources. For example objects ID793151, ID746876 and ID168777 are
clearly resolved, with multiple-components that extend",8,TeXGyreTermesX-Regular,,479,68
>,8,NewTXMI,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"5 arcsec
(",8,TeXGyreTermesX-Regular,,10,8
>,8,NewTXMI,,1,1
3,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"5 kpc) from the centroid. This is as expected from the galaxy
size-luminosity relation and extensive studies of similarly luminous
sources at",8,TeXGyreTermesX-Regular,,141,68
𝑧,8,NewTXMI,,1,1
,8,txsys,,0,0
