text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 6, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX default style in AASTeX61,7,CMR8,,29,29
"STARSHADE RENDEZVOUS:
EXOPLANET ORBIT CONSTRAINTS FROM MULTI-EPOCH DIRECT IMAGING",9,CMR10,,81,59
"Andrew Romero-Wolf,",8,CMCSC10,,19,19
1,5,CMCSC10,,1,1
"Geoffrey Bryden,",8,CMCSC10,,16,16
1,5,CMCSC10,,1,1
"Greg Agnes,",8,CMCSC10,,11,11
1,5,CMCSC10,,1,1
"Jonathan W. Arenberg,",8,CMCSC10,,21,21
2,5,CMCSC10,,1,1
"Samuel Case Bradford,",8,CMCSC10,,21,21
1,5,CMCSC10,,1,1
"Simone D’Amico,",8,CMCSC10,,15,15
3,5,CMCSC10,,1,1
"John Debes,",8,CMCSC10,,11,11
4,5,CMCSC10,,1,1
"Matt Greenhouse,",8,CMCSC10,,16,16
5,5,CMCSC10,,1,1
"Renyu Hu,",8,CMCSC10,,9,9
1,5,CMCSC10,,1,1
"Steve Matousek,",8,CMCSC10,,15,15
1,5,CMCSC10,,1,1
"Jason Rhodes,",8,CMCSC10,,13,13
1,5,CMCSC10,,1,1
"and
John Ziemer",8,CMCSC10,,15,11
1,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA 91109, USA",7,CMTI8,,86,86
2,5,CMR6,,1,1
"Northrop Grumman Aerospace Systems, Redondo Beach, CA 90278, USA",7,CMTI8,,64,64
3,5,CMR6,,1,1
"Stanford University, Stanford, CA 94305, USA",7,CMTI8,,44,44
4,5,CMR6,,1,1
"Space Telescope Science Institute, Baltimore, MD 21218, USA",7,CMTI8,,59,59
5,5,CMR6,,1,1
"NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA",7,CMTI8,,58,58
ABSTRACT,9,CMR10,,8,8
The addition of an external starshade to the,9,CMR10,,44,44
Nancy Grace Roman Space Telescope,9,CMTI10,,33,33
"will enable the direct imaging of
Earth-radius planets orbiting at",9,CMR10,,66,33
∼,9,CMSY10,,1,1
"1 AU. Classiﬁcation of any detected planets as Earth-like requires both spectroscopy
to characterize their atmospheres and multi-epoch imaging to trace their orbits. We consider here the ability of the
Starshade Rendezvous Probe to constrain the orbits of directly imaged Earth-like planets. The target list for this
proposed mission consists of the 16 nearby stars best suited for direct imaging. The ﬁeld of regard for a starshade
mission is constrained by solar exclusion angles, resulting in four observing windows during a two-year mission. We ﬁnd
that for habitable-zone planetary orbits that are detected at least three times during the four viewing opportunities,
their semi-major axes are measured with a median precision of 7 mas, or a median fractional precision of 3%. Habitable-
zone planets can be correctly identiﬁed as such 96.7% of the time, with a false positive rate of 2.8%.
If a more
conservative criteria is used for habitable-zone classiﬁcation (95% probability), the false positive rate drops close to
zero, but with only 81% of the truly Earth-like planets correctly classiﬁed as residing in the habitable zone.",9,CMR10,,1136,120
Keywords:,9,CMTI10,,9,9
"planets, imaging",9,CMR10,,16,16
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
M,17,Times-Roman,,1,1
I,6,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
6
7
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
2,9,CMR10,,1,1
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
The Starshade Rendezvous Probe (SRP) mission concept proposes adding a Starshade to the,9,CMR10,,87,87
"Nancy Grace Roman
Space Telescope",9,CMTI10,,33,17
"enabling the detection of habitable zone exoplanets and characterization of their atmospheres (Seager
et al. 2019). Romero-Wolf et al. (2020) described in detail the technical basis for the SRP study report (Seager
et al. 2019) along with the simulations used to estimate sensitivity of the observatory. The corresponding software is
publicly available for reproduction of the results below and for comparison with similar simulations.",9,CMR10,,435,118
1,6,CMR7,,1,1
". The main result
of these studies is that SRP is capable of discovering Earth-size planets in the habitable zones of nearby stars using
the relatively moderate aperture of the",9,CMR10,,176,118
Roman,9,CMTI10,,5,5
"space telescope (Romero-Wolf et al. 2020) along with the Coronagraph
Instrument (CGI).",9,CMR10,,86,68
"While the SRP science objectives include quantifying the amount of habitable zone dust around nearby stars and
measuring the metallicity of known gas giant planets, the primary driver is the detection and characterization of
Earth-like planets. The overall strategy, described in more detail in Romero-Wolf et al. (2020), involves three main
steps: 1) initial detection via direct imaging, 2) habitable zone determination via orbit tracing, and 3) atmosphere
characterization via spectroscopy. The integration times necessary to image and to take spectra of Earth-like planets
(steps 1 and 3) were taken into account with a model of the observatory. However, step 2 is more complicated since
the observatory ﬁeld of regard is constrained by solar exclusion angles, typically limiting the target observing windows
to two",9,CMR10,,819,120
∼,9,CMSY10,,1,1
30 day blocks per year – a total of 4 observing opportunities during the assumed 2-year mission lifetime.,9,CMR10,,105,105
"Depending on the orientation and phase of a planet’s orbit, it may or may not be visible during each of these 4
observing windows. In Romero-Wolf et al. (2020), we assumed that detecting the planet during at least 3 of the 4
epochs would be suﬃcient to determine if a planet lies within its parent star’s habitable zone.
In this paper, we
consider this step in more detail, performing multi-epoch orbit ﬁtting for the target list and expected signal-to-noise
given by the Romero-Wolf et al. (2020) observatory model.",9,CMR10,,516,119
"Measurement of planetary orbits has been previously modeled for several types of observations – radial velocity,
astrometric wobble, and coronagraphic direct imaging. Examples include: 1) Mawet et al. (2019) combining radial
velocity measurements with direct imaging upper limits to improve the orbital ﬁt for the planet eps Eri b, 2) Ford
(2006) quantifying the robustness of planetary orbit determination via the stellar astrometric signal, concentrating on
the diﬃculty posed by multi-planet systems, and 3) Guyon et al. (2013) considering simultaneous stellar astrometry and
direct imaging, ﬁnding that Earth-like planets can be characterized in just a few observations. Among the studies that,
like this paper, concentrate on direct imaging, Blunt et al. (2017) performed a detailed analysis of orbital constraints
based on the small fraction of an orbit that is traced by known long-period direct-imaged planets. For theoretical
cases where the observations span at least half an orbital period, Horning et al. (2019) ﬁnd that three equally spaced
observations with SNR",9,CMR10,,1075,120
≥,9,CMSY10,,1,1
"10 can measure the semi-major axis and eccentricity to 10%. Guimond & Cowan (2019)
also consider direct imaging of shorter period planets, ﬁnding that a habitable zone planet’s semi-major axis can be
measured to within 5% if it is observed with precision 3.5 mas over three epochs each spaced by at least 90 days apart.
Here we consider the results obtainable by a speciﬁc mission concept – the Starshade Rendezvous Probe. Unlike
previous work, this includes: 1) a realistic signal-to-noise calculation as a function of stellar illumination, rather than
an assumed astrometric precision, 2) a starshade-speciﬁc inner working angle that obscures planet images close to the",9,CMR10,,671,123
"star, and 3) observing windows based on known target sky positions and observatory pointing constraints, not just
arbitrarily spaced images. Furthermore we focus here not on general orbit ﬁtting results, but on a speciﬁc science
question – whether or not we can determine if a planet lies in its parent star’s habitable zone.",9,CMR10,,325,114
"In the following, we ﬁrst summarize the observatory model from Romero-Wolf et al. (2020) used to calculate the
signal-to-noise for each planet image",9,CMR10,,148,110
§,9,SFRM1000,,1,1
"2. For many sets of simulated observations, we then extract orbital elements for
each injected planets",9,CMR10,,102,80
§,9,SFRM1000,,1,1
3. We give the resulting precision for the orbital ﬁts in,9,CMR10,,57,57
§,9,SFRM1000,,1,1
4 and summarize in,9,CMR10,,18,18
§,9,SFRM1000,,1,1
5.,9,CMR10,,2,2
"We brieﬂy summarize the models used for planet properties, orbit propagation, and the observatory. A detailed",9,CMR10,,109,109
presentation of these models can be found in Romero-Wolf et al. (2020).,9,CMR10,,71,71
2.,8,CMR9,,2,2
OBSERVING MODEL,9,CMR10,,15,15
2.1.,9,CMR10,,4,4
Targets,9,CMTI10,,7,7
1,5,CMR6,,1,1
https://github.com/afromero/Starshade_Rendezvous_Probe_sims,7,CMTT8,,59,59
3,9,CMR10,,1,1
Table 1.,8,CMBX9,,8,8
Planet and Dust Parameters,8,CMR9,,26,26
Parameter,8,CMR9,,9,9
Earth-like planet geometric albedo,8,CMR9,,34,34
a,5,CMMI6,,1,1
Earth-like planet radius,8,CMR9,,24,24
b,5,CMMI6,,1,1
Habitable zone,8,CMR9,,14,14
Value (or [Range]),8,CMR9,,18,18
0.2,8,CMR9,,3,3
[0,8,CMR9,,2,2
.,8,CMMI9,,1,1
8,8,CMR9,,1,1
a,8,CMMI9,,1,1
0,5,CMR6,,1,1
.,5,CMMI6,,1,1
5,5,CMR6,,1,1
p,5,CMR6,,1,1
−,8,CMSY9,,1,1
1,8,CMR9,,1,1
.,8,CMMI9,,1,1
4],8,CMR9,,2,2
r,8,CMMI9,,1,1
⊕,5,CMSY6,,1,1
[0,8,CMR9,,2,2
.,8,CMMI9,,1,1
95,8,CMR9,,2,2
−,8,CMSY9,,1,1
1,8,CMR9,,1,1
.,8,CMMI9,,1,1
67],8,CMR9,,3,3
L,8,CMMI9,,1,1
,5,CMMI6,,0,0
√,8,CMSY9,,1,1
Leinert et al. (1998),8,CMR9,,21,21
"Zodiacal dust brightness
Exozodi dust brightness",8,CMR9,,48,24
c,5,CMMI6,,1,1
a,8,CMMI9,,1,1
"For the assumed isotropic scattering, this geometric albedo
is equivalent to 0.3 spherical albedo.",8,CMR9,,98,59
b,8,CMMI9,,1,1
The semi-major axis,8,CMR9,,19,19
a,8,CMMI9,,1,1
p,5,CMR6,,1,1
"is modiﬁed by a factor of
account for stellar irradiance.",8,CMR9,,57,31
c,8,CMMI9,,1,1
The unit of 1 zodi is equivalent to 22 mag/arcsec,8,CMR9,,49,49
2,5,CMR6,,1,1
.,8,CMR9,,1,1
4.5 zodi,8,CMR9,,8,8
L,8,CMMI9,,1,1
,5,CMMI6,,0,0
to,8,CMR9,,2,2
√,8,CMSY9,,1,1
"Planet sizes and orbital periods are drawn randomly from these deﬁned ranges for Earth-like planets, based on the
distribution deﬁned by SAG-13 (Belikov & et al. 2017) and modiﬁed by HabEx to include the dependence of the orbital
semi-major axis on the lower limit of planet radii. The orbital period",9,CMR10,,300,115
P,9,CMMI10,,1,1
deﬁnes the orbital radius,9,CMR10,,25,25
a,9,CMMI10,,1,1
p,6,CMMI7,,1,1
"by way of the
stellar mass",9,CMR10,,26,13
M,9,CMMI10,,1,1
,6,CMMI7,,0,0
"using Kepler’s third law. For sampling of Earth-like exoplanets, the orbits are assumed to be circular,
consistent with most previous studies, e.g. Stark et al. (2016). However, when ﬁtting, we allow eccentricity to be a
free parameter (see",9,CMR10,,240,116
§,9,SFRM1000,,1,1
3).,9,CMR10,,3,3
stellar luminosity relative to the Sun) to outside the outer habitable zone (deﬁned as 1.67,9,CMR10,,91,91
