text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
D,7,NimbusRomNo9L-Regu,,1,1
RAFT VERSION,6,NimbusRomNo9L-Regu,,12,12
J,7,NimbusRomNo9L-Regu,,1,1
ANUARY,6,NimbusRomNo9L-Regu,,6,6
"6, 2021
Typeset using L",7,NimbusRomNo9L-Regu,,23,15
A,5,NimbusRomNo9L-Regu,,1,1
TEX,7,NimbusRomNo9L-Regu,,3,3
twocolumn,7,NimbusRomNo9L-Medi,,9,9
style in AASTeX63,7,NimbusRomNo9L-Regu,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
2
2
6
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
A Multiwavelength Survey of Wolf-Rayet Nebulae in the Large Magellanic Cloud,9,NimbusRomNo9L-Medi,,76,76
C,8,NimbusRomNo9L-Regu,,1,1
LARA,7,NimbusRomNo9L-Regu,,4,4
S,8,NimbusRomNo9L-Regu,,1,1
HANG,7,NimbusRomNo9L-Regu,,4,4
H,8,NimbusRomNo9L-Regu,,1,1
UNG,7,NimbusRomNo9L-Regu,,3,3
（,8,bsmiuff,,1,1
洪,8,bsmiu6d,,1,1
宇,8,bsmiu5b,,1,1
函,8,bsmiu51,,1,1
）,8,bsmiuff,,1,1
",",8,NimbusRomNo9L-Regu,,1,1
"1, 2",5,NimbusRomNo9L-Regu,,4,4
P,8,NimbusRomNo9L-Regu,,1,1
O,7,NimbusRomNo9L-Regu,,1,1
-S,8,NimbusRomNo9L-Regu,,2,2
HENG,7,NimbusRomNo9L-Regu,,4,4
O,8,NimbusRomNo9L-Regu,,1,1
U,7,NimbusRomNo9L-Regu,,1,1
（,8,bsmiuff,,1,1
歐,8,bsmiu6b,,1,1
柏,8,bsmiu67,,1,1
昇,8,bsmiu66,,1,1
）,8,bsmiuff,,1,1
",",8,NimbusRomNo9L-Regu,,1,1
"1, 3",5,NimbusRomNo9L-Regu,,4,4
Y,8,NimbusRomNo9L-Regu,,1,1
OU,7,NimbusRomNo9L-Regu,,2,2
-H,8,NimbusRomNo9L-Regu,,2,2
UA,7,NimbusRomNo9L-Regu,,2,2
C,8,NimbusRomNo9L-Regu,,1,1
HU,7,NimbusRomNo9L-Regu,,2,2
（,8,bsmiuff,,1,1
朱有,8,bsmiu67,,2,2
花,8,bsmiu82,,1,1
）,8,bsmiuff,,1,1
",",8,NimbusRomNo9L-Regu,,1,1
"1, 3, 4",5,NimbusRomNo9L-Regu,,7,7
R,8,NimbusRomNo9L-Regu,,1,1
OBERT,7,NimbusRomNo9L-Regu,,5,5
A. G,8,NimbusRomNo9L-Regu,,4,4
RUENDL,7,NimbusRomNo9L-Regu,,6,6
",",8,NimbusRomNo9L-Regu,,1,1
4,5,NimbusRomNo9L-Regu,,1,1
AND,7,NimbusRomNo9L-Regu,,3,3
C,8,NimbusRomNo9L-Regu,,1,1
HUAN,7,NimbusRomNo9L-Regu,,4,4
-J,8,NimbusRomNo9L-Regu,,2,2
UI,7,NimbusRomNo9L-Regu,,2,2
L,8,NimbusRomNo9L-Regu,,1,1
I,7,NimbusRomNo9L-Regu,,1,1
（,8,bsmiuff,,1,1
李,8,bsmiu67,,1,1
傳,8,bsmiu50,,1,1
睿,8,bsmiu77,,1,1
）,8,bsmiuff,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Institute of Astronomy and Astrophysics, Academia Sinica, No.1, Sec. 4, Roosevelt Rd., Taipei 10617, Taiwan, R.O.C.",7,NimbusRomNo9L-ReguItal,,115,115
2,5,NimbusRomNo9L-Regu,,1,1
"Summit Public School: K2, El Cerrito, CA 94530, U.S.A.",7,NimbusRomNo9L-ReguItal,,54,54
3,5,NimbusRomNo9L-Regu,,1,1
"Department of Physics, National Taiwan University, No.1, Sec. 4, Roosevelt Rd., Taipei 10617, Taiwan, R.O.C.",7,NimbusRomNo9L-ReguItal,,108,108
4,5,NimbusRomNo9L-Regu,,1,1
"Department of Astronomy, University of Illinois, 1002 West Green Street, Urbana, IL 61801, U.S.A.",7,NimbusRomNo9L-ReguItal,,97,97
ABSTRACT,9,NimbusRomNo9L-Regu,,8,8
"Surveys of Wolf-Rayet (WR) stars in the Large Magellanic Cloud (LMC) have yielded a fairly complete
catalog of 154 known stars. We have conducted a comprehensive, multiwavelength study of the interstel-
lar/circumstellar environments of WR stars, using the Magellanic Cloud Emission Line Survey (MCELS) im-
ages in the H",9,NimbusRomNo9L-Regu,,320,103
α,9,CMMI10,,1,1
", [O",9,NimbusRomNo9L-Regu,,4,4
III,8,NimbusRomNo9L-Regu,,3,3
"] , and [S",9,NimbusRomNo9L-Regu,,10,10
II,8,NimbusRomNo9L-Regu,,2,2
] lines;,9,NimbusRomNo9L-Regu,,8,8
Spitzer Space Telescope,9,NimbusRomNo9L-ReguItal,,23,23
8 and 24,9,NimbusRomNo9L-Regu,,8,8
µ,9,CMMI10,,1,1
m images; Blanco 4m Telescope H,9,NimbusRomNo9L-Regu,,31,31
α,9,CMMI10,,1,1
CCD images; and Australian Telescope Compact Array (ATCA) + Parkes Telescope H,9,NimbusRomNo9L-Regu,,78,78
I,8,NimbusRomNo9L-Regu,,1,1
"data cube of the LMC.
We have also examined whether the WR stars are in OB associations, classiﬁed the H",9,NimbusRomNo9L-Regu,,104,82
II,8,NimbusRomNo9L-Regu,,2,2
"environments of WR
stars, and used this information to qualitatively assess the WR stars’ evolutionary stages. The 30 Dor giant H",9,NimbusRomNo9L-Regu,,129,110
II,8,NimbusRomNo9L-Regu,,2,2
"region has active star formation and hosts young massive clusters, thus we have made statistical analyses for 30
Dor and the rest of the LMC both separately and altogether. Due to the presence of massive young clusters, the
WR population in 30 Dor is quite different from that from elsewhere in the LMC. We ﬁnd small bubbles (",9,NimbusRomNo9L-Regu,,326,112
<,9,CMMI10,,1,1
50,9,NimbusRomNo9L-Regu,,2,2
pc diameter) around,9,NimbusRomNo9L-Regu,,19,19
∼,9,CMSY10,,1,1
"12% of WR stars in the LMC, most of which are WN stars and not in OB associations.
The scarcity of small WR bubbles is discussed. Spectroscopic analyses of abundances are needed to determine
whether the small WR bubbles contain interstellar medium or circumstellar medium. Implications of the statis-
tics of interstellar environments and OB associations around WR stars are discussed. Multiwavelength images",9,NimbusRomNo9L-Regu,,408,109
of each LMC WR star are presented.,9,NimbusRomNo9L-Regu,,34,34
Keywords:,9,NimbusRomNo9L-ReguItal,,9,9
ISM: bubbles– stars: Wolf–Rayet,9,NimbusRomNo9L-Regu,,31,31
1.,8,NimbusRomNo9L-Regu,,2,2
INTRODUCTION,9,NimbusRomNo9L-Regu,,12,12
Wolf-Rayet (WR) stars are often surrounded by beautiful,9,NimbusRomNo9L-Regu,,55,55
ring-shaped nebulae in H,9,NimbusRomNo9L-Regu,,24,24
α,9,CMMI10,,1,1
"images. Since the discovery of
the ﬁrst three WR ring nebulae, NGC 2359, NGC 6888, and
S308 (Johnson & Hogg 1965), systematic surveys of WR
nebulae have been conducted in our Galaxy (e.g., Chu 1981;",9,NimbusRomNo9L-Regu,,198,58
Heckathorn et al. 1982; Chu et al. 1983; Miller & Chu 1993;,9,NimbusRomNo9L-Regu,,59,59
