text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Starshade Rendezvous:
Exoplanet Sensitivity and Observing Strategy",15,NimbusRomNo9L-Medi,,66,44
Andrew Romero-Wolf,11,NimbusRomNo9L-Medi,,18,18
a,7,NimbusRomNo9L-Regu,,1,1
", Geoffrey Bryden",11,NimbusRomNo9L-Medi,,17,17
a,7,NimbusRomNo9L-Regu,,1,1
", Sara Seager",11,NimbusRomNo9L-Medi,,13,13
b,7,NimbusRomNo9L-Regu,,1,1
", N. Jeremy Kasdin",11,NimbusRomNo9L-Medi,,18,18
c,7,NimbusRomNo9L-Regu,,1,1
", Jeff Booth",11,NimbusRomNo9L-Medi,,12,12
a,7,NimbusRomNo9L-Regu,,1,1
",
Matt Greenhouse",11,NimbusRomNo9L-Medi,,17,15
d,7,NimbusRomNo9L-Regu,,1,1
", Doug Lisman",11,NimbusRomNo9L-Medi,,13,13
a,7,NimbusRomNo9L-Regu,,1,1
", Bruce Macintosh",11,NimbusRomNo9L-Medi,,17,17
e,7,NimbusRomNo9L-Regu,,1,1
", Stuart Shaklan",11,NimbusRomNo9L-Medi,,16,16
a,7,NimbusRomNo9L-Regu,,1,1
", Melissa Vess",11,NimbusRomNo9L-Medi,,14,14
d,7,NimbusRomNo9L-Regu,,1,1
", Steve
Warwick",11,NimbusRomNo9L-Medi,,15,7
f,7,NimbusRomNo9L-Regu,,1,1
", David Webb",11,NimbusRomNo9L-Medi,,12,12
a,7,NimbusRomNo9L-Regu,,1,1
", John Ziemer",11,NimbusRomNo9L-Medi,,13,13
a,7,NimbusRomNo9L-Regu,,1,1
", Andrew Gray",11,NimbusRomNo9L-Medi,,13,13
a,7,NimbusRomNo9L-Regu,,1,1
", Michael Hughes",11,NimbusRomNo9L-Medi,,16,16
a,7,NimbusRomNo9L-Regu,,1,1
", Greg Agnes",11,NimbusRomNo9L-Medi,,12,12
a,7,NimbusRomNo9L-Regu,,1,1
",
Jonathan W. Arenberg",11,NimbusRomNo9L-Medi,,22,20
f,7,NimbusRomNo9L-Regu,,1,1
", S. Case Bradford",11,NimbusRomNo9L-Medi,,18,18
a,7,NimbusRomNo9L-Regu,,1,1
", Michael Fong",11,NimbusRomNo9L-Medi,,14,14
a,7,NimbusRomNo9L-Regu,,1,1
", Jennifer Gregory",11,NimbusRomNo9L-Medi,,18,18
a,7,NimbusRomNo9L-Regu,,1,1
", Steve
Matousek",11,NimbusRomNo9L-Medi,,16,8
a,7,NimbusRomNo9L-Regu,,1,1
", Jason Rhodes",11,NimbusRomNo9L-Medi,,14,14
a,7,NimbusRomNo9L-Regu,,1,1
", Phil Willems",11,NimbusRomNo9L-Medi,,14,14
a,7,NimbusRomNo9L-Regu,,1,1
", Simone D’Amico",11,NimbusRomNo9L-Medi,,16,16
g,7,NimbusRomNo9L-Regu,,1,1
", John Debes",11,NimbusRomNo9L-Medi,,12,12
h,7,NimbusRomNo9L-Regu,,1,1
", Shawn
Domagal-Goldman",11,NimbusRomNo9L-Medi,,23,15
d,7,NimbusRomNo9L-Regu,,1,1
", Sergi Hildebrandt",11,NimbusRomNo9L-Medi,,19,19
a,7,NimbusRomNo9L-Regu,,1,1
", Renyu Hu",11,NimbusRomNo9L-Medi,,10,10
a,7,NimbusRomNo9L-Regu,,1,1
", Alina Kiessling",11,NimbusRomNo9L-Medi,,17,17
a,7,NimbusRomNo9L-Regu,,1,1
", Nikole Lewis",11,NimbusRomNo9L-Medi,,14,14
i,7,NimbusRomNo9L-Regu,,1,1
",
Maxime Rizzo",11,NimbusRomNo9L-Medi,,14,12
d,7,NimbusRomNo9L-Regu,,1,1
", Aki Roberge",11,NimbusRomNo9L-Medi,,13,13
d,7,NimbusRomNo9L-Regu,,1,1
", Tyler Robinson",11,NimbusRomNo9L-Medi,,16,16
j,7,NimbusRomNo9L-Regu,,1,1
", Leslie Rogers",11,NimbusRomNo9L-Medi,,15,15
k,7,NimbusRomNo9L-Regu,,1,1
", Dmitry Savransky",11,NimbusRomNo9L-Medi,,18,18
l,7,NimbusRomNo9L-Regu,,1,1
", Chris
Stark",11,NimbusRomNo9L-Medi,,13,7
h,7,NimbusRomNo9L-Regu,,1,1
a,6,NimbusRomNo9L-Regu,,1,1
"Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA 91109, USA",9,NimbusRomNo9L-Regu,,86,86
b,6,NimbusRomNo9L-Regu,,1,1
"Department of Earth and Planetary Sciences, and Department of Physics, Massachusetts Institute of Technology,
Cambridge, MA 02139, USA",9,NimbusRomNo9L-Regu,,134,109
c,6,NimbusRomNo9L-Regu,,1,1
"University of San Francisco, College of Arts and Sciences, San Francisco, CA 94117, USA",9,NimbusRomNo9L-Regu,,87,87
d,6,NimbusRomNo9L-Regu,,1,1
"NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA",9,NimbusRomNo9L-Regu,,58,58
e,6,NimbusRomNo9L-Regu,,1,1
"Kavli Institute for Particle Astrophysics and Cosmology, Stanford University, Stanford, CA 94305, USA",9,NimbusRomNo9L-Regu,,101,101
f,6,NimbusRomNo9L-Regu,,1,1
"Northrop Grumman Aerospace Systems, Redondo Beach, CA 90278, USA",9,NimbusRomNo9L-Regu,,64,64
g,6,NimbusRomNo9L-Regu,,1,1
"Stanford University, Stanford, CA 94305, USA",9,NimbusRomNo9L-Regu,,44,44
h,6,NimbusRomNo9L-Regu,,1,1
"Space Telescope Science Institute, Baltimore, MD 21218, USA",9,NimbusRomNo9L-Regu,,59,59
i,6,NimbusRomNo9L-Regu,,1,1
"Department of Astronomy and Carl Sagan Institute, Cornell University, Ithaca, NY 14853, USA",9,NimbusRomNo9L-Regu,,91,91
j,6,NimbusRomNo9L-Regu,,1,1
"Department of Astronomy and Planetary Science, Northern Arizona University, Flagstaff, AZ 86011, USA",9,NimbusRomNo9L-Regu,,100,100
k,6,NimbusRomNo9L-Regu,,1,1
"Astronomy Department, University of Chicago, Chicago, IL 60637, USA",9,NimbusRomNo9L-Regu,,67,67
l,6,NimbusRomNo9L-Regu,,1,1
"Sibley School of Mechanical and Aerospace Engineering, Cornell University, Ithaca, NY 14853, USA",9,NimbusRomNo9L-Regu,,96,96
Abstract.,9,NimbusRomNo9L-Medi,,9,9
Launching a starshade to rendezvous with the,9,NimbusRomNo9L-Regu,,44,44
Nancy Grace Roman Space Telescope,9,NimbusRomNo9L-ReguItal,,33,33
would provide the ﬁrst,9,NimbusRomNo9L-Regu,,22,22
opportunity to directly image the habitable zones of nearby sunlike stars in the coming decade. A report on the science,9,NimbusRomNo9L-Regu,,119,119
and feasibility of such a mission was recently submitted to NASA as a probe study concept.,9,NimbusRomNo9L-Regu,,90,90
1,6,NimbusRomNo9L-Regu,,1,1
The driving objective of,9,NimbusRomNo9L-Regu,,24,24
the concept is to determine whether Earth-like exoplanets exist in the habitable zones of the nearest sunlike stars and,9,NimbusRomNo9L-Regu,,119,119
"have biosignature gases in their atmospheres. With the sensitivity provided by this telescope, it is possible to measure
the brightness of zodiacal dust disks around the nearest sunlike stars and establish how their population compares to",9,NimbusRomNo9L-Regu,,238,120
"our own. In addition, known gas-giant exoplanets can be targeted to measure their atmospheric metallicity and thereby",9,NimbusRomNo9L-Regu,,117,117
determine if the correlation with planet mass follows the trend observed in the Solar System and hinted at by exoplanet,9,NimbusRomNo9L-Regu,,119,119
transit spectroscopy data. In this paper we provide the details of the calculations used to estimate the sensitivity of,9,NimbusRomNo9L-Regu,,119,119
Roman,9,NimbusRomNo9L-ReguItal,,5,5
