text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
1
2
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
MNRAS,7,CMR8,,5,5
000,7,CMB10,,3,3
", 1–20 (2019)",7,CMR8,,13,13
Preprint 6 January 2021,7,CMR8,,23,23
Compiled using MNRAS L,7,CMR8,,22,22
A,5,CMR6,,1,1
TEX style ﬁle v3.0,7,CMR8,,18,18
"Importance of magnetic ﬁelds in highly eccentric discs with
applications to tidal disruption events",17,CMB10,,99,59
Elliot M. Lynch,14,CMR12,,15,15
,9,CMMI10,,0,0
and Gordon I. Ogilvie,14,CMR12,,21,21
"Department of Applied Mathematics and Theoretical Physics, University of Cambridge, Centre for Mathematical Sciences,
Wilberforce Road, Cambridge CB3 0WA, UK",7,CMTI8,,157,117
Accepted XXX. Received YYY; in original form ZZZ,7,CMR8,,48,48
ABSTRACT,8,CMB10,,8,8
"Whether tidal disruption events (TDEs) circularise or accrete directly as a highly
eccentric disc is the subject of current research and appears to depend sensitively on
the disc thermodynamics. In a previous paper we applied the theory of eccentric discs",9,CMR10,,255,86
to TDE discs using an,9,CMR10,,21,21
α,9,CMMI10,,1,1
−,9,CMSY10,,1,1
