text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 5, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"0
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"c
e",8,Times-Roman,,3,1
D,14,Times-Roman,,1,1
,5,Times-Roman,,0,0
1,9,Times-Roman,,1,1
3,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
2
4
0
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Metastable Helium Absorptions with 3D Hydrodynamics and
Self-Consistent Photochemistry I:
WASP-69b, Dimensionality, XUV Flux Level, Spectral Types, and Flares",9,CMBX10,,158,68
Lile Wang,8,CMCSC10,,9,9
1,5,CMR6,,1,1
", Fei Dai",8,CMCSC10,,9,9
2,5,CMR6,,1,1
"ABSTRACT
The metastable Helium (He",9,CMR10,,34,25
∗,6,CMSY7,,1,1
") lines near 10830 ˚A are ideal probes of atmospheric erosion–a common
phenomenon of close-in exoplanet evolution. A handful of exoplanet observations yielded well-resolved
He",9,CMR10,,175,101
∗,6,CMSY7,,1,1
"absorption features in transits, yet they were mostly analyzed with 1D isothermal models prescrib-
ing mass-loss rates. This work devises 3D hydrodynamics co-evolved with ray-tracing radiative transfer
and non-equilibrium thermochemsitry. Starting from the observed stellar/planetary properties with
reasonable assumptions about the host’s high energy irradiation, we predict from ﬁrst principle the
mass loss rate, the temperature and ionization proﬁles, and 3D outﬂow kinematics. Our simulations",9,CMR10,,497,102
well reproduce the observed He,9,CMR10,,30,30
∗,6,CMSY7,,1,1
"line proﬁles and light curves of WASP-69b. We further investigate the
dependence of He",9,CMR10,,86,69
∗,6,CMSY7,,1,1
"observables on simulation conditions and host radiation. The key ﬁndings are: (1)
0",9,CMR10,,83,81
.,9,CMMI10,,1,1
5,9,CMR10,,1,1
M,9,CMMI10,,1,1
⊕,6,CMSY7,,1,1
Gyr,9,CMR10,,3,3
−,6,CMSY7,,1,1
1,6,CMR7,,1,1
