text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
y,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
M,17,Times-Roman,,1,1
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
v
1
0
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
MNRAS,7,NimbusRomNo9L-Regu,,5,5
000,7,NimbusRomNo9L-Medi,,3,3
", 000–000 (0000)",7,NimbusRomNo9L-Regu,,16,16
Preprint 5 May 2021,7,NimbusRomNo9L-Regu,,19,19
Compiled using MNRAS L,7,NimbusRomNo9L-Regu,,22,22
A,5,NimbusRomNo9L-Regu,,1,1
TEX style ﬁle v3.0,7,NimbusRomNo9L-Regu,,18,18
"AT2017gfo: Bayesian inference and model selection of multi-component
kilonovae and constraints on the neutron star equation of state",15,NimbusRomNo9L-Medi,,132,68
Matteo Breschi,11,NimbusRomNo9L-Regu,,14,14
1,7,CMR8,,1,1
", Albino Perego",11,NimbusRomNo9L-Regu,,15,15
2,7,CMR8,,1,1
",",7,CMMI8,,1,1
3,7,CMR8,,1,1
", Sebastiano Bernuzzi",11,NimbusRomNo9L-Regu,,21,21
1,7,CMR8,,1,1
", Walter Del Pozzo",11,NimbusRomNo9L-Regu,,18,18
4,7,CMR8,,1,1
",",7,CMMI8,,1,1
5,7,CMR8,,1,1
",
Vsevolod Nedora",11,NimbusRomNo9L-Regu,,17,15
