text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 5, 2021",7,CMCSC10,,29,29
Preprint typeset using L,6,CMR7,,24,24
A,4,CMR5,,1,1
TEX style emulateapj v. 12/16/11,6,CMR7,,32,32
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
1,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
8
2
1
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"VLBI OBSERVATIONS OF SUPERNOVA PTF11QCJ:
DIRECT CONSTRAINTS ON THE SIZE OF THE RADIO EJECTA",9,CMR10,,91,50
N. T. Palliyaguru,8,CMCSC10,,17,17
"1,*",5,CMCSC10,,3,3
", A. Corsi",8,CMCSC10,,10,10
1,5,CMCSC10,,1,1
", M. P´erez-Torres",8,CMCSC10,,18,18
2,5,CMCSC10,,1,1
", E. Varenius",8,CMCSC10,,13,13
"3,4",5,CMCSC10,,3,3
", and H. Van Eerten",8,CMCSC10,,19,19
5,5,CMCSC10,,1,1
"Draft version January 5, 2021",7,CMTI8,,29,29
"ABSTRACT
We present High Sensitivity Array (HSA) and enhanced Multi Element Remotely Linked Interfer-
ometer Network (eMERLIN) observations of the radio-loud broad-lined type Ic supernova PTF11qcj
obtained",9,CMR10,,205,94
∼,9,CMSY10,,1,1
7,9,CMR10,,1,1
.,9,CMMI10,,1,1
