text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Research in Astronomy and Astrophysics,9,NimbusRomNo9L-Medi,,38,38
"manuscript no.
(L",9,NimbusRomNo9L-Regu,,17,14
A,6,NimbusRomNo9L-Regu,,1,1
"TEX: ms2020-0400.tex; printed on January 8, 2021; 2:35)",9,NimbusRomNo9L-Regu,,55,55
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
7,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
0
6
3
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Partitioning the Galactic Halo with Gaussian Mixture Models,14,NimbusRomNo9L-Medi,,59,59
Xilong Liang,10,NimbusRomNo9L-Regu,,12,12
1,7,CMR8,,1,1
",",7,CMMI8,,1,1
2,7,CMR8,,1,1
", Yuqin Chen",10,NimbusRomNo9L-Regu,,12,12
2,7,CMR8,,1,1
",",7,CMMI8,,1,1
1,7,CMR8,,1,1
", Jingkun Zhao",10,NimbusRomNo9L-Regu,,14,14
2,7,CMR8,,1,1
",",7,CMMI8,,1,1
1,7,CMR8,,1,1
and Gang Zhao,10,NimbusRomNo9L-Regu,,13,13
2,7,CMR8,,1,1
",",7,CMMI8,,1,1
1,7,CMR8,,1,1
1,6,CMR7,,1,1
"School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049,",9,NimbusRomNo9L-Regu,,97,97
China,9,NimbusRomNo9L-Regu,,5,5
2,6,CMR7,,1,1
"CAS Key Laboratory of Optical Astronomy, National Astronomical Observatories, Chinese Academy of",9,NimbusRomNo9L-Regu,,96,96
"Sciences,Beijing 100101, China;",9,NimbusRomNo9L-Regu,,31,31
cyq@bao.ac.cn,9,NimbusRomNo9L-ReguItal,,13,13
Received 20xx month day; accepted 20xx month day,8,NimbusRomNo9L-Regu,,48,48
Abstract,9,NimbusRomNo9L-Medi,,8,8
The Galactic halo is supposed to form from merging with nearby dwarf galaxies.,9,NimbusRomNo9L-Regu,,78,78
"In order to probe different components of the Galactic halo, we have applied the Gaussian",9,NimbusRomNo9L-Regu,,89,89
Mixture Models method to a selected sample of metal poor stars with [Fe/H],9,NimbusRomNo9L-Regu,,74,74
<,9,CMMI10,,1,1
−,9,CMSY10,,1,1
0,9,CMR10,,1,1
.,9,CMMI10,,1,1
7,9,CMR10,,1,1
dex in,9,NimbusRomNo9L-Regu,,6,6
"the APOGEE DR16 catalogue based on four-parameters, metallicity, [Mg/Fe] ratio and spa-",9,NimbusRomNo9L-Regu,,87,87
tial velocity (,9,NimbusRomNo9L-Regu,,15,15
V,9,CMMI10,,1,1
R,6,CMMI7,,1,1
",",9,NimbusRomNo9L-ReguItal,,1,1
V,9,CMMI10,,1,1
φ,6,CMMI7,,1,1
"). Nine groups are identiﬁed with four from the halo (group 1, 3, 4 and",9,NimbusRomNo9L-Regu,,71,71
"5), one from the thick disk (group 6), one from the thin disk (group 8) and one from dwarf",9,NimbusRomNo9L-Regu,,90,90
"galaxies (group 7) by analyzing their distributions in the ([M/H], [Mg/Fe]), (",9,NimbusRomNo9L-Regu,,78,78
V,9,CMMI10,,1,1
R,6,CMMI7,,1,1
",",9,NimbusRomNo9L-Regu,,1,1
V,9,CMMI10,,1,1
φ,6,CMMI7,,1,1
"), (",9,NimbusRomNo9L-Regu,,4,4
Zmax,9,NimbusRomNo9L-ReguItal,,4,4
",",9,NimbusRomNo9L-Regu,,1,1
eccentricity,9,NimbusRomNo9L-ReguItal,,12,12
"), (",9,NimbusRomNo9L-Regu,,4,4
Energy,9,NimbusRomNo9L-ReguItal,,6,6
",",9,NimbusRomNo9L-Regu,,1,1
Lz,9,NimbusRomNo9L-ReguItal,,2,2
